Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Mallorca,4,0,3,1,2,3,-1,3,11
Villarreal,4,0,3,1,3,5,-2,3,12
Sevilla FC,4,0,3,1,2,5,-3,3,13
Valencia,4,0,3,1,5,9,-4,3,14
Espanyol Barcelona,4,0,3,1,0,4,-4,3,15
Valladolid,4,0,2,2,5,2,3,2,16
Getafe,4,0,2,2,4,7,-3,2,17
Almeria,4,0,2,2,3,6,-3,2,18
Cadiz,4,0,1,3,4,6,-2,1,19
Elche,4,0,0,4,1,9,-8,0,20
FC Barcelona,5,5,0,0,5,3,2,15,1
Real Madrid,5,4,0,1,4,5,-1,12,2
Real Sociedad,5,3,1,1,8,6,2,10,3
Osasuna,5,3,1,1,6,4,2,10,4
Athletico Madrid,5,3,1,1,6,4,2,10,5
Athletic Bilbao,5,2,2,1,6,2,4,8,6
Vallecano,5,2,2,1,7,11,-4,8,7
Celta de Vigo,5,2,1,2,3,12,-9,7,8
Real Betis,5,1,3,1,5,2,3,6,9
Girona,5,1,3,1,8,7,1,6,10
Valencia,5,1,3,1,6,9,-3,6,11
Villarreal,5,1,3,1,3,7,-4,6,12
Mallorca,5,0,4,1,4,3,1,4,13
Sevilla FC,5,0,4,1,3,6,-3,4,14
Espanyol Barcelona,5,0,4,1,2,6,-4,4,15
Almeria,5,0,3,2,4,6,-2,3,16
Getafe,5,0,3,2,4,8,-4,3,17
Valladolid,5,0,2,3,6,3,3,2,18
Cadiz,5,0,2,3,4,9,-5,2,19
Elche,5,0,0,5,2,9,-7,0,20
FC Barcelona,6,6,0,0,6,4,2,18,1
Real Madrid,6,5,0,1,7,5,2,15,2
Osasuna,6,4,1,1,7,5,2,13,3
Athletico Madrid,6,3,2,1,7,6,1,11,4
Real Sociedad,6,3,2,1,8,12,-4,11,5
Athletic Bilbao,6,2,3,1,8,4,4,9,6
Vallecano,6,2,3,1,8,12,-4,9,7
Celta de Vigo,6,2,2,2,6,13,-7,8,8
Real Betis,6,1,4,1,5,2,3,7,9
Valencia,6,1,4,1,8,10,-2,7,10
Villarreal,6,1,4,1,4,9,-5,7,11
Girona,6,1,3,2,9,7,2,6,12
Mallorca,6,0,5,1,4,4,0,5,13
Espanyol Barcelona,6,0,4,2,3,8,-5,4,14
Sevilla FC,6,0,4,2,3,8,-5,4,15
Valladolid,6,0,3,3,7,4,3,3,16
Almeria,6,0,3,3,5,6,-1,3,17
Cadiz,6,0,3,3,5,10,-5,3,18
Getafe,6,0,3,3,4,9,-5,3,19
Elche,6,0,0,6,2,12,-10,0,20
FC Barcelona,7,7,0,0,10,4,6,21,1
Real Madrid,7,6,0,1,8,6,2,18,2
Athletico Madrid,7,4,2,1,9,6,3,14,3
Osasuna,7,4,2,1,8,7,1,14,4
Real Sociedad,7,4,2,1,10,13,-3,14,5
Athletic Bilbao,7,2,4,1,9,4,5,10,6
Valencia,7,2,4,1,12,11,1,10,7
Vallecano,7,2,4,1,8,12,-4,10,8
Celta de Vigo,7,2,3,2,8,14,-6,9,9
Real Betis,7,1,5,1,8,4,4,8,10
Villarreal,7,1,5,1,6,9,-3,8,11
Girona,7,1,4,2,10,8,2,7,12
Mallorca,7,0,6,1,4,6,-2,6,13
Sevilla FC,7,0,5,2,4,9,-5,5,14
Espanyol Barcelona,7,0,5,2,4,11,-7,5,15
Valladolid,7,0,4,3,9,6,3,4,16
Almeria,7,0,4,3,9,7,2,4,17
Cadiz,7,0,4,3,7,10,-3,4,18
Getafe,7,0,4,3,4,10,-6,4,19
Elche,7,0,0,7,5,18,-13,0,20
FC Barcelona,8,8,0,0,13,4,9,24,1
Real Madrid,8,6,1,1,8,9,-1,19,2
Osasuna,8,5,2,1,9,9,0,17,3
Athletico Madrid,8,4,3,1,14,8,6,15,4
Real Sociedad,8,4,3,1,10,15,-5,15,5
Valencia,8,3,4,1,15,12,3,13,6
Athletic Bilbao,8,2,5,1,12,5,7,11,7
Vallecano,8,2,5,1,8,13,-5,11,8
Celta de Vigo,8,2,4,2,8,17,-9,10,9
Real Betis,8,1,6,1,9,9,0,9,10
Villarreal,8,1,6,1,6,10,-4,9,11
Girona,8,1,4,3,11,12,-1,7,12
Mallorca,8,0,6,2,4,6,-2,6,13
Almeria,8,0,5,3,13,7,6,5,14
Valladolid,8,0,5,3,10,7,3,5,15
Espanyol Barcelona,8,0,5,3,6,15,-9,5,16
Sevilla FC,8,0,5,3,4,13,-9,5,17
Cadiz,8,0,4,4,7,12,-5,4,18
Getafe,8,0,4,4,5,11,-6,4,19
Elche,8,0,0,8,5,25,-20,0,20
FC Barcelona,9,9,0,0,15,4,11,27,1
Real Madrid,9,7,1,1,10,11,-1,22,2
Athletico Madrid,9,5,3,1,16,9,7,18,3
Osasuna,9,5,3,1,9,9,0,18,4
Real Sociedad,9,5,3,1,10,15,-5,18,5
Athletic Bilbao,9,3,5,1,16,7,9,14,6
Valencia,9,3,4,2,15,12,3,13,7
Vallecano,9,2,6,1,9,16,-7,12,8
Celta de Vigo,9,2,5,2,10,18,-8,11,9
Real Betis,9,1,7,1,12,10,2,10,10
Villarreal,9,1,7,1,6,13,-7,10,11
Almeria,9,1,5,3,15,8,7,8,12
Girona,9,1,5,3,12,14,-2,8,13
Mallorca,9,0,7,2,4,6,-2,7,14
Espanyol Barcelona,9,0,6,3,7,16,-9,6,15
Sevilla FC,9,0,6,3,6,15,-9,6,16
Valladolid,9,0,5,4,10,7,3,5,17
Getafe,9,0,5,4,5,12,-7,5,18
Cadiz,9,0,4,5,7,13,-6,4,19
Elche,9,0,0,9,7,26,-19,0,20
FC Barcelona,10,10,0,0,16,4,12,30,1
Real Madrid,10,8,1,1,11,13,-2,25,2
Athletico Madrid,10,5,4,1,18,10,8,19,3
Osasuna,10,5,4,1,9,9,0,19,4
Real Sociedad,10,5,4,1,10,16,-6,19,5
Athletic Bilbao,10,4,5,1,18,7,11,17,6
Valencia,10,4,4,2,18,15,3,16,7
Vallecano,10,2,7,1,10,16,-6,13,8
Celta de Vigo,10,2,6,2,10,21,-11,12,9
Real Betis,10,1,8,1,13,10,3,11,10
Villarreal,10,1,8,1,6,15,-9,11,11
Almeria,10,1,5,4,16,10,6,8,12
Girona,10,1,5,4,14,15,-1,8,13
Mallorca,10,0,8,2,6,6,0,8,14
Valladolid,10,0,6,4,11,8,3,6,15
Getafe,10,0,6,4,6,14,-8,6,16
Espanyol Barcelona,10,0,6,4,7,16,-9,6,17
Sevilla FC,10,0,6,4,7,18,-11,6,18
Cadiz,10,0,5,5,7,14,-7,5,19
Elche,10,0,0,10,7,27,-20,0,20
FC Barcelona,11,11,0,0,19,4,15,33,1
Real Madrid,11,9,1,1,12,14,-2,28,2
Athletico Madrid,11,6,4,1,20,12,8,22,3
Osasuna,11,5,5,1,11,9,2,20,4
Real Sociedad,11,5,5,1,10,17,-7,20,5
Valencia,11,5,4,2,18,16,2,19,6
Athletic Bilbao,11,4,5,2,18,8,10,17,7
Real Betis,11,2,8,1,13,11,2,14,8
Vallecano,11,2,8,1,11,16,-5,14,9
Celta de Vigo,11,2,7,2,10,21,-11,13,10
Villarreal,11,1,9,1,8,16,-8,12,11
Almeria,11,2,5,4,17,12,5,11,12
Girona,11,1,6,4,18,17,1,9,13
Mallorca,11,0,9,2,8,6,2,9,14
Valladolid,11,0,7,4,11,8,3,7,15
Getafe,11,0,7,4,6,14,-8,7,16
Espanyol Barcelona,11,0,7,4,7,17,-10,7,17
Sevilla FC,11,0,7,4,9,20,-11,7,18
Cadiz,11,0,5,6,7,15,-8,5,19
Elche,11,0,0,11,7,27,-20,0,20
FC Barcelona,12,12,0,0,20,4,16,36,1
Real Madrid,12,10,1,1,15,15,0,31,2
Athletico Madrid,12,7,4,1,20,12,8,25,3
Osasuna,12,5,6,1,11,9,2,21,4
Real Sociedad,12,5,6,1,12,18,-6,21,5
Athletic Bilbao,12,5,5,2,21,8,13,20,6
Valencia,12,5,5,2,20,18,2,20,7
Real Betis,12,3,8,1,14,12,2,17,8
Vallecano,12,2,9,1,13,20,-7,15,9
Celta de Vigo,12,2,8,2,10,21,-11,14,10
Villarreal,12,1,10,1,8,18,-10,13,11
Almeria,12,2,6,4,18,13,5,12,12
Girona,12,1,7,4,20,19,1,10,13
Espanyol Barcelona,12,1,7,4,9,18,-9,10,14
Mallorca,12,0,10,2,9,7,2,10,15
Valladolid,12,0,8,4,13,8,5,8,16
Sevilla FC,12,0,8,4,11,21,-10,8,17
Getafe,12,0,7,5,6,14,-8,7,18
Cadiz,12,0,6,6,8,15,-7,6,19
Elche,12,0,0,12,8,28,-20,0,20
FC Barcelona,13,13,0,0,22,4,18,39,1
Real Madrid,13,11,1,1,16,15,1,34,2
Athletico Madrid,13,7,5,1,21,12,9,26,3
Athletic Bilbao,13,6,5,2,26,9,17,23,4
Valencia,13,6,5,2,21,18,3,23,5
Osasuna,13,5,7,1,11,10,1,22,6
Real Sociedad,13,5,7,1,13,18,-5,22,7
Real Betis,13,3,8,2,14,14,0,17,8
Vallecano,13,2,10,1,14,20,-6,16,9
Celta de Vigo,13,2,9,2,11,23,-12,15,10
Villarreal,13,1,11,1,8,19,-11,14,11
Almeria,13,2,7,4,18,14,4,13,12
Espanyol Barcelona,13,2,7,4,10,18,-8,13,13
Girona,13,1,8,4,22,20,2,11,14
Mallorca,13,0,11,2,9,10,-1,11,15
Getafe,13,1,7,5,6,15,-9,10,16
Valladolid,13,0,9,4,13,9,4,9,17
Sevilla FC,13,0,9,4,14,22,-8,9,18
Cadiz,13,0,6,7,9,17,-8,6,19
Elche,13,0,0,13,8,31,-23,0,20
FC Barcelona,14,14,0,0,25,5,20,42,1
Real Madrid,14,11,2,1,19,15,4,35,2
Athletico Madrid,14,8,5,1,22,12,10,29,3
Athletic Bilbao,14,7,5,2,28,11,17,26,4
Valencia,14,6,6,2,21,18,3,24,5
Osasuna,14,5,8,1,12,10,2,23,6
Real Sociedad,14,5,8,1,15,18,-3,23,7
Real Betis,14,4,8,2,17,15,2,20,8
Vallecano,14,2,10,2,15,20,-5,16,9
Celta de Vigo,14,2,9,3,13,25,-12,15,10
Villarreal,14,1,12,1,8,21,-13,15,11
Almeria,14,2,8,4,19,14,5,14,12
Espanyol Barcelona,14,2,7,5,10,19,-9,13,13
Sevilla FC,14,1,9,4,14,22,-8,12,14
Mallorca,14,0,12,2,9,11,-2,12,15
Girona,14,1,8,5,22,21,1,11,16
Getafe,14,1,8,5,7,17,-10,11,17
Valladolid,14,0,10,4,14,9,5,10,18
Cadiz,14,0,7,7,11,19,-8,7,19
Elche,14,0,0,14,9,32,-23,0,20
FC Barcelona,15,15,0,0,26,5,21,45,1
Real Madrid,15,11,3,1,21,15,6,36,2
Athletico Madrid,15,9,5,1,23,12,11,32,3
Athletic Bilbao,15,8,5,2,29,12,17,29,4
Valencia,15,7,6,2,23,19,4,27,5
Osasuna,15,6,8,1,15,10,5,26,6
Real Sociedad,15,6,8,1,16,18,-2,26,7
Real Betis,15,4,9,2,17,15,2,21,8
Espanyol Barcelona,15,3,7,5,12,19,-7,16,9
Vallecano,15,2,10,3,16,21,-5,16,10
Villarreal,15,1,13,1,8,22,-14,16,11
Almeria,15,2,9,4,21,17,4,15,12
Celta de Vigo,15,2,9,4,15,26,-11,15,13
Mallorca,15,1,12,2,11,12,-1,15,14
Sevilla FC,15,1,9,5,14,22,-8,12,15
Getafe,15,1,9,5,8,18,-10,12,16
Girona,15,1,8,6,24,23,1,11,17
Valladolid,15,0,10,5,14,11,3,10,18
Cadiz,15,0,8,7,12,20,-8,8,19
Elche,15,0,0,15,10,37,-27,0,20
FC Barcelona,16,16,0,0,27,5,22,48,1
Real Madrid,16,12,3,1,24,15,9,39,2
Athletico Madrid,16,10,5,1,23,12,11,35,3
Athletic Bilbao,16,8,6,2,34,13,21,30,4
Valencia,16,8,6,2,25,19,6,30,5
Real Sociedad,16,7,8,1,19,18,1,29,6
Osasuna,16,6,9,1,18,12,6,27,7
Real Betis,16,5,9,2,18,18,0,24,8
Vallecano,16,3,10,3,19,22,-3,19,9
Villarreal,16,2,13,1,8,22,-14,19,10
Celta de Vigo,16,3,9,4,19,26,-7,18,11
Espanyol Barcelona,16,3,8,5,12,20,-8,17,12
Almeria,16,2,10,4,24,18,6,16,13
Sevilla FC,16,2,9,5,14,22,-8,15,14
Mallorca,16,1,12,3,12,13,-1,15,15
Girona,16,2,8,6,25,23,2,14,16
Getafe,16,1,10,5,10,19,-9,13,17
Valladolid,16,0,10,6,16,15,1,10,18
Cadiz,16,0,9,7,12,22,-10,9,19
Elche,16,0,0,16,10,37,-27,0,20
FC Barcelona,17,17,0,0,27,5,22,51,1
Real Madrid,17,13,3,1,26,15,11,42,2
Athletico Madrid,17,10,5,2,23,12,11,35,3
Athletic Bilbao,17,9,6,2,38,15,23,33,4
Real Sociedad,17,8,8,1,20,18,2,32,5
Valencia,17,8,7,2,26,19,7,31,6
Osasuna,17,6,10,1,21,12,9,28,7
Real Betis,17,5,10,2,18,18,0,25,8
Vallecano,17,3,11,3,19,23,-4,20,9
Villarreal,17,2,14,1,10,22,-12,20,10
Celta de Vigo,17,3,10,4,19,29,-10,19,11
Espanyol Barcelona,17,3,9,5,13,23,-10,18,12
Mallorca,17,2,12,3,13,13,0,18,13
Almeria,17,2,11,4,25,19,6,17,14
Sevilla FC,17,2,10,5,14,23,-9,16,15
Girona,17,2,9,6,31,23,8,15,16
Getafe,17,1,11,5,11,22,-11,14,17
Valladolid,17,1,10,6,17,16,1,13,18
Cadiz,17,0,9,8,13,23,-10,9,19
Elche,17,0,1,16,10,39,-29,1,20
FC Barcelona,18,18,0,0,28,5,23,54,1
Real Madrid,18,14,3,1,29,17,12,45,2
Athletico Madrid,18,11,5,2,26,14,12,38,3
Athletic Bilbao,18,10,6,2,42,15,27,36,4
Valencia,18,8,8,2,28,20,8,32,5
Real Sociedad,18,8,8,2,20,21,-1,32,6
Osasuna,18,6,10,2,21,12,9,28,7
Real Betis,18,6,10,2,19,18,1,28,8
Vallecano,18,3,12,3,20,24,-4,21,9
Villarreal,18,2,15,1,11,23,-12,21,10
Celta de Vigo,18,3,11,4,21,29,-8,20,11
Espanyol Barcelona,18,3,10,5,14,24,-10,19,12
Mallorca,18,2,13,3,14,13,1,19,13
Girona,18,3,9,6,32,23,9,18,14
Almeria,18,2,12,4,27,19,8,18,15
Sevilla FC,18,2,11,5,15,23,-8,17,16
Getafe,18,1,12,5,12,23,-11,15,17
Valladolid,18,1,11,6,17,17,0,14,18
Cadiz,18,0,9,9,14,26,-12,9,19
Elche,18,0,2,16,11,40,-29,2,20
FC Barcelona,19,19,0,0,31,5,26,57,1
Real Madrid,19,15,3,1,30,17,13,48,2
Athletico Madrid,19,12,5,2,28,14,14,41,3
Athletic Bilbao,19,11,6,2,42,15,27,39,4
Real Sociedad,19,9,8,2,25,22,3,35,5
Valencia,19,8,9,2,34,20,14,33,6
Real Betis,19,7,10,2,19,18,1,31,7
Osasuna,19,6,11,2,21,13,8,29,8
Vallecano,19,4,12,3,21,25,-4,24,9
Espanyol Barcelona,19,4,10,5,15,25,-10,22,10
Girona,19,4,9,6,34,25,9,21,11
Villarreal,19,2,15,2,12,25,-13,21,12
Celta de Vigo,19,3,11,5,22,32,-10,20,13
Mallorca,19,2,14,3,14,14,0,20,14
Almeria,19,2,12,5,27,21,6,18,15
Sevilla FC,19,2,12,5,17,24,-7,18,16
Getafe,19,1,13,5,14,25,-11,16,17
Valladolid,19,1,11,7,18,20,-2,14,18
Cadiz,19,1,9,9,14,27,-13,12,19
Elche,19,0,2,17,11,44,-33,2,20
FC Barcelona,20,20,0,0,35,6,29,60,1
Real Madrid,20,16,3,1,34,18,16,51,2
Athletico Madrid,20,13,5,2,30,17,13,44,3
Athletic Bilbao,20,11,7,2,44,20,24,40,4
Real Sociedad,20,10,8,2,25,23,2,38,5
Valencia,20,9,9,2,37,20,17,36,6
Real Betis,20,8,10,2,22,19,3,34,7
Osasuna,20,6,12,2,24,14,10,30,8
Vallecano,20,5,12,3,25,25,0,27,9
Espanyol Barcelona,20,4,11,5,17,26,-9,23,10
Villarreal,20,2,16,2,13,25,-12,22,11
Girona,20,4,9,7,34,25,9,21,12
Celta de Vigo,20,3,12,5,22,32,-10,21,13
Mallorca,20,2,15,3,14,15,-1,21,14
Sevilla FC,20,2,13,5,18,25,-7,19,15
Almeria,20,2,12,6,28,23,5,18,16
Getafe,20,1,14,5,14,25,-11,17,17
Valladolid,20,1,11,8,19,20,-1,14,18
Cadiz,20,1,9,10,15,29,-14,12,19
Elche,20,0,3,17,11,44,-33,3,20
FC Barcelona,21,21,0,0,36,6,30,63,1
Real Madrid,21,17,3,1,37,18,19,54,2
Athletico Madrid,21,14,5,2,31,19,12,47,3
Athletic Bilbao,21,11,8,2,46,20,26,41,4
Real Sociedad,21,11,8,2,26,25,1,41,5
Valencia,21,10,9,2,37,21,16,39,6
Real Betis,21,8,11,2,22,21,1,35,7
Osasuna,21,6,13,2,25,14,11,31,8
Vallecano,21,5,12,4,25,25,0,27,9
Villarreal,21,3,16,2,14,27,-13,25,10
Girona,21,5,9,7,35,27,8,24,11
Espanyol Barcelona,21,4,12,5,19,28,-9,24,12
Celta de Vigo,21,3,13,5,22,34,-12,22,13
Mallorca,21,2,16,3,14,16,-2,22,14
Almeria,21,3,12,6,34,26,8,21,15
Sevilla FC,21,2,14,5,20,25,-5,20,16
Getafe,21,1,14,6,15,27,-12,17,17
Valladolid,21,1,12,8,20,21,-1,15,18
Cadiz,21,1,9,11,16,32,-16,12,19
Elche,21,0,3,18,12,44,-32,3,20
FC Barcelona,22,22,0,0,40,7,33,66,1
Real Madrid,22,17,3,2,38,19,19,54,2
Athletico Madrid,22,15,5,2,33,19,14,50,3
Athletic Bilbao,22,12,8,2,53,20,33,44,4
Real Sociedad,22,11,9,2,27,25,2,42,5
Valencia,22,10,10,2,38,22,16,40,6
Real Betis,22,8,12,2,23,23,0,36,7
Osasuna,22,6,13,3,25,15,10,31,8
Vallecano,22,6,12,4,26,26,0,30,9
Villarreal,22,4,16,2,15,28,-13,28,10
Girona,22,5,10,7,36,30,6,25,11
Espanyol Barcelona,22,4,13,5,19,30,-11,25,12
Mallorca,22,2,17,3,15,18,-3,23,13
Almeria,22,3,13,6,35,27,8,22,14
Celta de Vigo,22,3,13,6,22,35,-13,22,15
Sevilla FC,22,2,15,5,21,29,-8,21,16
Getafe,22,1,14,7,15,27,-12,17,17
Valladolid,22,1,12,9,21,22,-1,15,18
Cadiz,22,1,9,12,18,33,-15,12,19
Elche,22,0,3,19,15,44,-29,3,20
FC Barcelona,23,23,0,0,42,7,35,69,1
Real Madrid,23,18,3,2,39,19,20,57,2
Athletico Madrid,23,16,5,2,34,19,15,53,3
Athletic Bilbao,23,13,8,2,57,21,36,47,4
Real Sociedad,23,12,9,2,28,25,3,45,5
Valencia,23,10,10,3,38,25,13,40,6
Real Betis,23,8,13,2,24,23,1,37,7
Osasuna,23,6,14,3,28,15,13,32,8
Vallecano,23,6,13,4,26,26,0,31,9
Girona,23,6,10,7,37,30,7,28,10
Villarreal,23,4,16,3,15,30,-15,28,11
Espanyol Barcelona,23,4,13,6,21,32,-11,25,12
Mallorca,23,2,18,3,16,18,-2,24,13
Almeria,23,3,14,6,35,27,8,23,14
Celta de Vigo,23,3,14,6,23,36,-13,23,15
Sevilla FC,23,2,16,5,22,30,-8,22,16
Getafe,23,2,14,7,16,29,-13,20,17
Valladolid,23,1,13,9,21,24,-3,16,18
Cadiz,23,1,9,13,20,33,-13,12,19
Elche,23,0,3,20,15,44,-29,3,20
FC Barcelona,24,24,0,0,42,7,35,72,1
Real Madrid,24,19,3,2,40,19,21,60,2
Athletico Madrid,24,17,5,2,36,19,17,56,3
Athletic Bilbao,24,13,9,2,58,21,37,48,4
Real Sociedad,24,12,10,2,30,26,4,46,5
Valencia,24,10,11,3,40,26,14,41,6
Real Betis,24,9,13,2,25,23,2,40,7
Vallecano,24,7,13,4,29,27,2,34,8
Osasuna,24,6,15,3,29,17,12,33,9
Villarreal,24,5,16,3,18,31,-13,31,10
Girona,24,6,11,7,37,32,5,29,11
Espanyol Barcelona,24,4,14,6,22,32,-10,26,12
Mallorca,24,2,19,3,16,20,-4,25,13
Almeria,24,3,14,7,36,28,8,23,14
Celta de Vigo,24,3,14,7,24,40,-16,23,15
Sevilla FC,24,2,16,6,22,30,-8,22,16
Getafe,24,2,15,7,18,30,-12,21,17
Valladolid,24,1,13,10,22,27,-5,16,18
Cadiz,24,1,9,14,23,36,-13,12,19
Elche,24,0,4,20,16,44,-28,4,20
FC Barcelona,25,25,0,0,44,8,36,75,1
Real Madrid,25,20,3,2,42,20,22,63,2
Athletico Madrid,25,18,5,2,38,19,19,59,3
Athletic Bilbao,25,13,10,2,61,21,40,49,4
Real Sociedad,25,13,10,2,33,27,6,49,5
Real Betis,25,10,13,2,26,25,1,43,6
Valencia,25,10,12,3,41,27,14,42,7
Vallecano,25,7,14,4,31,27,4,35,8
Osasuna,25,6,16,3,30,21,9,34,9
Girona,25,7,11,7,41,33,8,32,10
Villarreal,25,5,17,3,21,32,-11,32,11
Espanyol Barcelona,25,5,14,6,22,32,-10,29,12
Mallorca,25,2,20,3,16,21,-5,26,13
Almeria,25,3,15,7,36,30,6,24,14
Celta de Vigo,25,3,15,7,24,44,-20,24,15
Sevilla FC,25,2,17,6,23,32,-9,23,16
Getafe,25,2,16,7,21,31,-10,22,17
Valladolid,25,1,13,11,23,29,-6,16,18
Cadiz,25,1,9,15,25,37,-12,12,19
Elche,25,0,4,21,16,47,-31,4,20
FC Barcelona,26,26,0,0,45,8,37,78,1
Real Madrid,26,21,3,2,45,22,23,66,2
Athletico Madrid,26,19,5,2,38,19,19,62,3
Real Sociedad,26,14,10,2,33,27,6,52,4
Athletic Bilbao,26,13,11,2,62,21,41,50,5
Real Betis,26,10,14,2,26,26,0,44,6
Valencia,26,10,12,4,42,32,10,42,7
Vallecano,26,8,14,4,31,28,3,38,8
Osasuna,26,6,17,3,31,24,7,35,9
Villarreal,26,6,17,3,23,32,-9,35,10
Girona,26,7,12,7,43,33,10,33,11
Espanyol Barcelona,26,5,15,6,24,36,-12,30,12
Mallorca,26,2,21,3,16,22,-6,27,13
Sevilla FC,26,3,17,6,24,33,-9,26,14
Almeria,26,3,15,8,38,32,6,24,15
Celta de Vigo,26,3,15,8,26,48,-22,24,16
Getafe,26,2,16,8,23,33,-10,22,17
Valladolid,26,1,13,12,23,31,-8,16,18
Cadiz,26,1,9,16,25,40,-15,12,19
Elche,26,0,4,22,16,48,-32,4,20
FC Barcelona,27,27,0,0,45,8,37,81,1
Real Madrid,27,22,3,2,48,22,26,69,2
Athletico Madrid,27,19,6,2,38,21,17,63,3
Real Sociedad,27,15,10,2,33,27,6,55,4
Athletic Bilbao,27,13,12,2,63,23,40,51,5
Real Betis,27,10,14,3,28,27,1,44,6
Valencia,27,10,13,4,44,33,11,43,7
Vallecano,27,8,15,4,31,28,3,39,8
Girona,27,8,12,7,45,35,10,36,9
Osasuna,27,6,18,3,32,24,8,36,10
Villarreal,27,6,18,3,24,32,-8,36,11
Espanyol Barcelona,27,5,16,6,24,37,-13,31,12
Mallorca,27,3,21,3,19,22,-3,30,13
Sevilla FC,27,3,18,6,26,35,-9,27,14
Almeria,27,3,16,8,39,33,6,25,15
Celta de Vigo,27,3,16,8,28,49,-21,25,16
Getafe,27,2,17,8,26,33,-7,23,17
Valladolid,27,1,14,12,23,31,-8,17,18
Cadiz,27,1,9,17,26,40,-14,12,19
Elche,27,0,4,23,17,51,-34,4,20
FC Barcelona,28,28,0,0,47,8,39,84,1
Real Madrid,28,23,3,2,50,22,28,72,2
Athletico Madrid,28,20,6,2,39,22,17,66,3
Real Sociedad,28,15,11,2,33,30,3,56,4
Athletic Bilbao,28,13,13,2,63,23,40,52,5
Real Betis,28,10,15,3,30,27,3,45,6
Valencia,28,10,14,4,44,33,11,44,7
Vallecano,28,9,15,4,31,30,1,42,8
Girona,28,9,12,7,50,38,12,39,9
Villarreal,28,7,18,3,25,32,-7,39,10
Osasuna,28,6,19,3,32,25,7,37,11
Espanyol Barcelona,28,5,16,7,25,38,-13,31,12
