Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Rubin Kazan,3,2,1,0,8,7,1,7,3
Baltika Kaliningrad,3,2,1,0,2,1,1,7,4
Arsenal Tula,3,2,1,0,6,6,0,7,5
FC Volgar Astrakhan,3,2,1,0,0,0,0,7,6
SKA-Energia Khabarovsk,3,2,1,0,5,6,-1,7,7
Alania Vladikavkaz,3,2,1,0,4,5,-1,7,8
FC Neftekhimik,3,2,1,0,2,3,-1,7,9
Shinnik Yaroslavl,3,2,1,0,0,2,-2,7,10
Akron,3,0,3,0,5,2,3,3,11
Rodina Moskva,3,0,3,0,3,0,3,3,12
Anzhi Makhachkala,3,0,3,0,1,2,-1,3,13
Kuban Krasnodar,3,0,3,0,2,8,-6,3,14
Volga Ulyanovsk,3,0,2,1,4,0,4,2,15
FC Ufa,3,0,2,1,3,1,2,2,16
Velves,3,0,2,1,1,4,-3,2,17
FK Krasnodar 2,3,0,2,1,0,7,-7,2,18
Baltika Kaliningrad,4,3,1,0,2,4,-2,10,1
Enisey Krasnoyarsk,4,2,2,0,8,1,7,8,2
SKA-Energia Khabarovsk,4,2,2,0,9,6,3,8,3
Rubin Kazan,4,2,2,0,10,9,1,8,4
Arsenal Tula,4,2,2,0,7,6,1,8,5
FC Neftekhimik,4,2,2,0,5,4,1,8,6
FK Kamaz,4,2,2,0,4,3,1,8,7
Alania Vladikavkaz,4,2,2,0,7,7,0,8,8
Shinnik Yaroslavl,4,2,2,0,2,4,-2,8,9
FC Volgar Astrakhan,4,2,2,0,1,3,-2,8,10
Anzhi Makhachkala,4,0,4,0,1,2,-1,4,11
Rodina Moskva,4,0,3,1,6,3,3,3,12
Akron,4,0,3,1,6,6,0,3,13
Velves,4,0,3,1,2,6,-4,3,14
Kuban Krasnodar,4,0,3,1,2,10,-8,3,15
Volga Ulyanovsk,4,0,2,2,7,1,6,2,16
FC Ufa,4,0,2,2,3,2,1,2,17
FK Krasnodar 2,4,0,2,2,1,9,-8,2,18
Arsenal Tula,5,3,2,0,8,8,0,11,1
Baltika Kaliningrad,5,3,2,0,2,4,-2,11,2
Enisey Krasnoyarsk,5,2,3,0,10,1,9,9,3
Alania Vladikavkaz,5,2,3,0,12,7,5,9,4
SKA-Energia Khabarovsk,5,2,3,0,11,7,4,9,5
Rubin Kazan,5,2,3,0,12,10,2,9,6
FC Neftekhimik,5,2,3,0,5,4,1,9,7
FK Kamaz,5,2,3,0,5,5,0,9,8
FC Volgar Astrakhan,5,2,2,1,2,3,-1,8,9
Shinnik Yaroslavl,5,2,2,1,3,8,-5,8,10
Anzhi Makhachkala,5,0,4,1,2,3,-1,4,11
Akron,5,0,3,2,6,7,-1,3,12
Rodina Moskva,5,0,3,2,6,8,-2,3,13
Velves,5,0,3,2,5,9,-4,3,14
Kuban Krasnodar,5,0,3,2,2,14,-12,3,15
Volga Ulyanovsk,5,0,2,3,9,5,4,2,16
FC Ufa,5,0,2,3,3,4,-1,2,17
FK Krasnodar 2,5,0,2,3,3,12,-9,2,18
Arsenal Tula,6,4,2,0,9,10,-1,14,1
Rubin Kazan,6,3,3,0,18,11,7,12,2
Baltika Kaliningrad,6,3,3,0,4,4,0,12,3
Enisey Krasnoyarsk,6,2,4,0,12,3,9,10,4
Alania Vladikavkaz,6,2,4,0,14,7,7,10,5
SKA-Energia Khabarovsk,6,2,4,0,12,8,4,10,6
FC Neftekhimik,6,2,4,0,8,4,4,10,7
FK Kamaz,6,2,4,0,7,6,1,10,8
FC Volgar Astrakhan,6,2,3,1,2,4,-2,9,9
Shinnik Yaroslavl,6,2,3,1,4,8,-4,9,10
Anzhi Makhachkala,6,0,5,1,2,5,-3,5,11
Akron,6,0,4,2,7,8,-1,4,12
Kuban Krasnodar,6,0,4,2,3,14,-11,4,13
Rodina Moskva,6,0,3,3,8,9,-1,3,14
Velves,6,0,3,3,7,12,-5,3,15
Volga Ulyanovsk,6,0,2,4,9,5,4,2,16
FC Ufa,6,0,2,4,5,5,0,2,17
FK Krasnodar 2,6,0,2,4,4,14,-10,2,18
Rubin Kazan,7,4,3,0,22,11,11,15,1
Baltika Kaliningrad,7,4,3,0,6,5,1,15,2
Arsenal Tula,7,4,3,0,11,12,-1,15,3
Alania Vladikavkaz,7,3,4,0,16,8,8,13,4
SKA-Energia Khabarovsk,7,3,4,0,13,9,4,13,5
FC Volgar Astrakhan,7,3,3,1,4,5,-1,12,6
Enisey Krasnoyarsk,7,2,5,0,14,6,8,11,7
FC Neftekhimik,7,2,5,0,8,4,4,11,8
FK Kamaz,7,2,5,0,7,6,1,11,9
Shinnik Yaroslavl,7,2,4,1,4,8,-4,10,10
Anzhi Makhachkala,7,0,6,1,2,5,-3,6,11
Akron,7,0,5,2,7,10,-3,5,12
Kuban Krasnodar,7,0,5,2,5,15,-10,5,13
Rodina Moskva,7,0,4,3,9,10,-1,4,14
Volga Ulyanovsk,7,0,3,4,9,5,4,3,15
FC Ufa,7,0,3,4,6,6,0,3,16
Velves,7,0,3,4,7,12,-5,3,17
FK Krasnodar 2,7,0,2,5,5,16,-11,2,18
Rubin Kazan,8,5,3,0,22,12,10,18,1
Baltika Kaliningrad,8,5,3,0,10,7,3,18,2
Arsenal Tula,8,4,4,0,14,13,1,16,3
FC Volgar Astrakhan,8,4,3,1,6,6,0,15,4
Alania Vladikavkaz,8,3,5,0,16,11,5,14,5
SKA-Energia Khabarovsk,8,3,5,0,15,10,5,14,6
Enisey Krasnoyarsk,8,2,6,0,14,6,8,12,7
FC Neftekhimik,8,2,6,0,9,4,5,12,8
FK Kamaz,8,2,6,0,10,6,4,12,9
Shinnik Yaroslavl,8,2,5,1,6,11,-5,11,10
Kuban Krasnodar,8,1,5,2,7,16,-9,8,11
Anzhi Makhachkala,8,0,7,1,2,9,-7,7,12
Akron,8,0,6,2,8,11,-3,6,13
Rodina Moskva,8,0,5,3,10,12,-2,5,14
Velves,8,0,4,4,12,14,-2,4,15
Volga Ulyanovsk,8,0,3,5,11,5,6,3,16
FC Ufa,8,0,3,5,7,6,1,3,17
FK Krasnodar 2,8,0,2,6,5,20,-15,2,18
Rubin Kazan,9,6,3,0,22,13,9,21,1
Baltika Kaliningrad,9,5,4,0,15,8,7,19,2
Arsenal Tula,9,5,4,0,16,13,3,19,3
FC Volgar Astrakhan,9,4,4,1,9,10,-1,16,4
Alania Vladikavkaz,9,3,6,0,18,11,7,15,5
SKA-Energia Khabarovsk,9,3,6,0,18,12,6,15,6
FC Neftekhimik,9,3,6,0,10,4,6,15,7
Shinnik Yaroslavl,9,3,5,1,6,11,-5,14,8
Enisey Krasnoyarsk,9,2,7,0,16,10,6,13,9
FK Kamaz,9,2,6,1,11,9,2,12,10
Kuban Krasnodar,9,2,5,2,9,17,-8,11,11
Anzhi Makhachkala,9,0,7,2,2,11,-9,7,12
Akron,9,0,6,3,9,13,-4,6,13
Rodina Moskva,9,0,5,4,11,13,-2,5,14
Velves,9,0,4,5,12,14,-2,4,15
Volga Ulyanovsk,9,0,3,6,14,5,9,3,16
FC Ufa,9,0,3,6,9,10,-1,3,17
FK Krasnodar 2,9,0,2,7,5,21,-16,2,18
Rubin Kazan,10,7,3,0,26,13,13,24,1
Baltika Kaliningrad,10,6,4,0,16,9,7,22,2
Arsenal Tula,10,5,5,0,18,15,3,20,3
Alania Vladikavkaz,10,4,6,0,21,12,9,18,4
SKA-Energia Khabarovsk,10,4,6,0,21,13,8,18,5
FC Volgar Astrakhan,10,4,5,1,10,12,-2,17,6
Shinnik Yaroslavl,10,4,5,1,7,12,-5,17,7
Enisey Krasnoyarsk,10,3,7,0,17,11,6,16,8
FC Neftekhimik,10,3,7,0,10,6,4,16,9
FK Kamaz,10,3,6,1,11,10,1,15,10
Kuban Krasnodar,10,2,6,2,9,18,-9,12,11
Anzhi Makhachkala,10,0,8,2,2,11,-9,8,12
Akron,10,0,7,3,11,15,-4,7,13
Rodina Moskva,10,0,6,4,13,13,0,6,14
Volga Ulyanovsk,10,0,4,6,14,7,7,4,15
FC Ufa,10,0,4,6,9,13,-4,4,16
Velves,10,0,4,6,13,18,-5,4,17
FK Krasnodar 2,10,0,3,7,5,22,-17,3,18
Rubin Kazan,11,8,3,0,30,14,16,27,1
Baltika Kaliningrad,11,6,5,0,17,10,7,23,2
Alania Vladikavkaz,11,5,6,0,24,13,11,21,3
Arsenal Tula,11,5,6,0,20,18,2,21,4
SKA-Energia Khabarovsk,11,4,7,0,25,13,12,19,5
FC Volgar Astrakhan,11,4,6,1,10,13,-3,18,6
Shinnik Yaroslavl,11,4,6,1,8,13,-5,18,7
Enisey Krasnoyarsk,11,3,8,0,18,12,6,17,8
FC Neftekhimik,11,3,8,0,10,6,4,17,9
FK Kamaz,11,3,7,1,12,12,0,16,10
Kuban Krasnodar,11,2,6,3,9,20,-11,12,11
Anzhi Makhachkala,11,0,9,2,2,12,-10,9,12
Akron,11,0,7,4,11,16,-5,7,13
Rodina Moskva,11,0,6,5,13,14,-1,6,14
FC Ufa,11,0,5,6,11,14,-3,5,15
Velves,11,0,5,6,13,19,-6,5,16
Volga Ulyanovsk,11,0,4,7,14,8,6,4,17
FK Krasnodar 2,11,0,3,8,5,25,-20,3,18
Rubin Kazan,12,8,4,0,30,19,11,28,1
Baltika Kaliningrad,12,7,5,0,20,11,9,26,2
Alania Vladikavkaz,12,6,6,0,26,14,12,24,3
Arsenal Tula,12,6,6,0,21,18,3,24,4
SKA-Energia Khabarovsk,12,5,7,0,26,16,10,22,5
Enisey Krasnoyarsk,12,4,8,0,21,12,9,20,6
FC Volgar Astrakhan,12,4,7,1,10,14,-4,19,7
Shinnik Yaroslavl,12,4,7,1,9,13,-4,19,8
FC Neftekhimik,12,3,9,0,10,6,4,18,9
FK Kamaz,12,3,8,1,13,13,0,17,10
Kuban Krasnodar,12,2,7,3,9,21,-12,13,11
Anzhi Makhachkala,12,0,10,2,5,12,-7,10,12
Akron,12,0,8,4,12,19,-7,8,13
Rodina Moskva,12,0,7,5,14,14,0,7,14
FC Ufa,12,0,6,6,13,14,-1,6,15
Volga Ulyanovsk,12,0,5,7,14,9,5,5,16
Velves,12,0,5,7,14,22,-8,5,17
FK Krasnodar 2,12,0,3,9,7,29,-22,3,18
Rubin Kazan,13,9,4,0,32,19,13,31,1
Baltika Kaliningrad,13,8,5,0,23,11,12,29,2
Alania Vladikavkaz,13,6,7,0,27,15,12,25,3
SKA-Energia Khabarovsk,13,6,7,0,26,17,9,25,4
Arsenal Tula,13,6,7,0,21,20,1,25,5
Enisey Krasnoyarsk,13,5,8,0,26,13,13,23,6
FC Volgar Astrakhan,13,4,8,1,10,16,-6,20,7
Shinnik Yaroslavl,13,4,8,1,9,15,-6,20,8
FC Neftekhimik,13,3,10,0,10,6,4,19,9
FK Kamaz,13,3,9,1,13,15,-2,18,10
Kuban Krasnodar,13,2,8,3,9,21,-12,14,11
Anzhi Makhachkala,13,0,11,2,7,13,-6,11,12
Rodina Moskva,13,1,7,5,15,14,1,10,13
Akron,13,0,9,4,13,21,-8,9,14
Volga Ulyanovsk,13,0,6,7,15,11,4,6,15
FC Ufa,13,0,6,7,13,14,-1,6,16
Velves,13,0,6,7,14,24,-10,6,17
FK Krasnodar 2,13,0,3,10,10,31,-21,3,18
Baltika Kaliningrad,14,9,5,0,26,11,15,32,1
Rubin Kazan,14,9,5,0,32,21,11,32,2
Alania Vladikavkaz,14,7,7,0,28,15,13,28,3
Arsenal Tula,14,7,7,0,24,23,1,28,4
SKA-Energia Khabarovsk,14,6,7,1,30,19,11,25,5
Enisey Krasnoyarsk,14,5,9,0,28,15,13,24,6
FC Volgar Astrakhan,14,5,8,1,11,18,-7,23,7
Shinnik Yaroslavl,14,4,9,1,10,15,-5,21,8
FC Neftekhimik,14,3,11,0,10,6,4,20,9
FK Kamaz,14,3,9,2,15,17,-2,18,10
Kuban Krasnodar,14,2,8,4,10,23,-13,14,11
Rodina Moskva,14,2,7,5,16,15,1,13,12
Akron,14,1,9,4,15,21,-6,12,13
Anzhi Makhachkala,14,0,11,3,7,15,-8,11,14
Velves,14,0,7,7,15,27,-12,7,15
Volga Ulyanovsk,14,0,6,8,16,13,3,6,16
FC Ufa,14,0,6,8,14,17,-3,6,17
FK Krasnodar 2,14,0,3,11,10,33,-23,3,18
Rubin Kazan,15,10,5,0,37,21,16,35,1
Baltika Kaliningrad,15,10,5,0,26,12,14,35,2
Alania Vladikavkaz,15,8,7,0,31,16,15,31,3
Arsenal Tula,15,8,7,0,28,24,4,31,4
SKA-Energia Khabarovsk,15,6,8,1,32,20,12,26,5
Enisey Krasnoyarsk,15,5,10,0,29,16,13,25,6
FC Volgar Astrakhan,15,5,9,1,13,20,-7,24,7
FC Neftekhimik,15,4,11,0,10,6,4,23,8
Shinnik Yaroslavl,15,4,10,1,13,15,-2,22,9
FK Kamaz,15,3,10,2,15,17,-2,19,10
Akron,15,2,9,4,17,21,-4,15,11
Kuban Krasnodar,15,2,9,4,11,24,-13,15,12
Rodina Moskva,15,2,8,5,17,16,1,14,13
Anzhi Makhachkala,15,0,12,3,9,15,-6,12,14
Volga Ulyanovsk,15,0,7,8,18,14,4,7,15
FC Ufa,15,0,7,8,15,17,-2,7,16
Velves,15,0,7,8,15,27,-12,7,17
FK Krasnodar 2,15,0,3,12,10,34,-24,3,18
Rubin Kazan,16,11,5,0,38,21,17,38,1
Baltika Kaliningrad,16,11,5,0,28,12,16,38,2
Alania Vladikavkaz,16,9,7,0,32,17,15,34,3
Arsenal Tula,16,8,7,1,31,24,7,31,4
SKA-Energia Khabarovsk,16,7,8,1,34,22,12,29,5
FC Volgar Astrakhan,16,6,9,1,14,22,-8,27,6
Enisey Krasnoyarsk,16,5,11,0,31,16,15,26,7
Shinnik Yaroslavl,16,5,10,1,13,16,-3,25,8
FC Neftekhimik,16,4,12,0,11,6,5,24,9
FK Kamaz,16,4,10,2,18,18,0,22,10
Akron,16,2,10,4,17,22,-5,16,11
Kuban Krasnodar,16,2,10,4,14,26,-12,16,12
Anzhi Makhachkala,16,1,12,3,10,16,-6,15,13
Rodina Moskva,16,2,8,6,18,19,-1,14,14
Volga Ulyanovsk,16,0,8,8,21,14,7,8,15
FC Ufa,16,0,8,8,15,19,-4,8,16
Velves,16,0,8,8,15,27,-12,8,17
FK Krasnodar 2,16,0,3,13,11,35,-24,3,18
Baltika Kaliningrad,17,12,5,0,32,13,19,41,1
Rubin Kazan,17,11,6,0,38,21,17,39,2
Alania Vladikavkaz,17,10,7,0,36,19,17,37,3
Arsenal Tula,17,8,8,1,31,24,7,32,4
SKA-Energia Khabarovsk,17,7,9,1,34,23,11,30,5
Enisey Krasnoyarsk,17,6,11,0,32,18,14,29,6
FC Volgar Astrakhan,17,6,10,1,15,23,-8,28,7
Shinnik Yaroslavl,17,5,11,1,13,16,-3,26,8
FC Neftekhimik,17,4,13,0,12,6,6,25,9
FK Kamaz,17,4,11,2,19,18,1,23,10
Anzhi Makhachkala,17,2,12,3,11,16,-5,18,11
Kuban Krasnodar,17,2,11,4,15,27,-12,17,12
Akron,17,2,10,5,18,22,-4,16,13
Rodina Moskva,17,2,9,6,19,19,0,15,14
FC Ufa,17,0,9,8,15,19,-4,9,15
Velves,17,0,9,8,19,27,-8,9,16
Volga Ulyanovsk,17,0,8,9,21,14,7,8,17
FK Krasnodar 2,17,0,4,13,13,38,-25,4,18
Baltika Kaliningrad,18,13,5,0,34,15,19,44,1
Rubin Kazan,18,12,6,0,39,22,17,42,2
Alania Vladikavkaz,18,10,8,0,40,21,19,38,3
Arsenal Tula,18,9,8,1,33,25,8,35,4
SKA-Energia Khabarovsk,18,8,9,1,34,23,11,33,5
Enisey Krasnoyarsk,18,6,12,0,32,18,14,30,6
FC Volgar Astrakhan,18,6,11,1,15,25,-10,29,7
Shinnik Yaroslavl,18,5,12,1,15,17,-2,27,8
FK Kamaz,18,5,11,2,21,18,3,26,9
FC Neftekhimik,18,4,14,0,12,9,3,26,10
Anzhi Makhachkala,18,2,13,3,12,17,-5,19,11
Kuban Krasnodar,18,2,12,4,17,27,-10,18,12
Akron,18,2,11,5,19,22,-3,17,13
Rodina Moskva,18,2,10,6,20,19,1,16,14
FC Ufa,18,0,9,9,16,21,-5,9,15
Velves,18,0,9,9,19,30,-11,9,16
Volga Ulyanovsk,18,0,8,10,24,18,6,8,17
FK Krasnodar 2,18,0,5,13,13,40,-27,5,18
Baltika Kaliningrad,19,14,5,0,36,16,20,47,1
Rubin Kazan,19,13,6,0,42,24,18,45,2
Alania Vladikavkaz,19,11,8,0,41,22,19,41,3
SKA-Energia Khabarovsk,19,9,9,1,36,25,11,36,4
Arsenal Tula,19,9,9,1,35,26,9,36,5
Enisey Krasnoyarsk,19,6,13,0,33,18,15,31,6
FC Volgar Astrakhan,19,6,12,1,17,25,-8,30,7
FK Kamaz,19,6,11,2,24,18,6,29,8
Shinnik Yaroslavl,19,5,13,1,16,18,-2,28,9
FC Neftekhimik,19,4,15,0,13,9,4,27,10
Anzhi Makhachkala,19,2,14,3,12,20,-8,20,11
Akron,19,2,12,5,20,22,-2,18,12
Kuban Krasnodar,19,2,12,5,18,29,-11,18,13
Rodina Moskva,19,2,11,6,21,21,0,17,14
Volga Ulyanovsk,19,0,9,10,26,19,7,9,15
FC Ufa,19,0,9,10,17,22,-5,9,16
Velves,19,0,9,10,21,31,-10,9,17
FK Krasnodar 2,19,0,5,14,14,44,-30,5,18
Baltika Kaliningrad,20,15,5,0,39,18,21,50,1
Rubin Kazan,20,13,7,0,44,25,19,46,2
Alania Vladikavkaz,20,12,8,0,43,23,20,44,3
SKA-Energia Khabarovsk,20,10,9,1,37,26,11,39,4
Arsenal Tula,20,9,10,1,35,30,5,37,5
Enisey Krasnoyarsk,20,7,13,0,34,18,16,34,6
FC Volgar Astrakhan,20,7,12,1,19,26,-7,33,7
FK Kamaz,20,6,12,2,25,19,6,30,8
Shinnik Yaroslavl,20,5,13,2,18,22,-4,28,9
FC Neftekhimik,20,4,16,0,13,10,3,28,10
Anzhi Makhachkala,20,2,15,3,12,20,-8,21,11
Akron,20,2,13,5,20,22,-2,19,12
Kuban Krasnodar,20,2,13,5,18,29,-11,19,13
Rodina Moskva,20,2,11,7,23,23,0,17,14
FC Ufa,20,0,10,10,17,24,-7,10,15
Volga Ulyanovsk,20,0,9,11,28,20,8,9,16
Velves,20,0,9,11,23,32,-9,9,17
FK Krasnodar 2,20,0,5,15,14,47,-33,5,18
Baltika Kaliningrad,21,16,5,0,40,18,22,53,1
Rubin Kazan,21,13,8,0,45,27,18,47,2
Alania Vladikavkaz,21,12,9,0,44,28,16,45,3
SKA-Energia Khabarovsk,21,11,9,1,40,26,14,42,4
Arsenal Tula,21,9,10,2,36,30,6,37,5
Enisey Krasnoyarsk,21,8,13,0,35,18,17,37,6
FC Volgar Astrakhan,21,7,13,1,20,28,-8,34,7
FK Kamaz,21,6,13,2,27,20,7,31,8
Shinnik Yaroslavl,21,5,14,2,22,22,0,29,9
FC Neftekhimik,21,4,17,0,14,12,2,29,10
Kuban Krasnodar,21,3,13,5,20,30,-10,22,11
Anzhi Makhachkala,21,2,16,3,13,20,-7,22,12
Akron,21,2,13,6,20,26,-6,19,13
Rodina Moskva,21,2,12,7,23,23,0,18,14
FC Ufa,21,0,11,10,19,26,-7,11,15
Volga Ulyanovsk,21,0,9,12,29,26,3,9,16
Velves,21,0,9,12,23,36,-13,9,17
FK Krasnodar 2,21,0,5,16,15,48,-33,5,18
Baltika Kaliningrad,22,17,5,0,42,19,23,56,1
Rubin Kazan,22,13,9,0,47,28,19,48,2
Alania Vladikavkaz,22,13,9,0,46,28,18,48,3
SKA-Energia Khabarovsk,22,11,10,1,46,26,20,43,4
Enisey Krasnoyarsk,22,9,13,0,36,18,18,40,5
Arsenal Tula,22,9,11,2,40,33,7,38,6
FC Volgar Astrakhan,22,7,14,1,21,29,-8,35,7
FK Kamaz,22,6,14,2,28,20,8,32,8
Shinnik Yaroslavl,22,6,14,2,26,22,4,32,9
FC Neftekhimik,22,4,18,0,15,12,3,30,10
Kuban Krasnodar,22,3,14,5,20,30,-10,23,11
Anzhi Makhachkala,22,2,17,3,13,21,-8,23,12
Akron,22,2,14,6,22,26,-4,20,13
Rodina Moskva,22,2,13,7,25,25,0,19,14
FC Ufa,22,0,11,11,20,27,-7,11,15
Volga Ulyanovsk,22,0,9,13,30,28,2,9,16
Velves,22,0,9,13,24,38,-14,9,17
FK Krasnodar 2,22,0,6,16,16,49,-33,6,18
Baltika Kaliningrad,23,18,5,0,42,21,21,59,1
Rubin Kazan,23,14,9,0,49,28,21,51,2
Alania Vladikavkaz,23,14,9,0,47,28,19,51,3
SKA-Energia Khabarovsk,23,12,10,1,46,27,19,46,4
Enisey Krasnoyarsk,23,9,14,0,37,19,18,41,5
Arsenal Tula,23,9,12,2,41,33,8,39,6
FC Volgar Astrakhan,23,7,15,1,22,29,-7,36,7
FK Kamaz,23,7,14,2,28,21,7,35,8
Shinnik Yaroslavl,23,6,15,2,26,25,1,33,9
FC Neftekhimik,23,4,19,0,16,14,2,31,10
Anzhi Makhachkala,23,2,18,3,14,21,-7,24,11
Kuban Krasnodar,23,3,14,6,21,31,-10,23,12
Akron,23,2,15,6,22,29,-7,21,13
Rodina Moskva,23,2,14,7,28,26,2,20,14
FC Ufa,23,0,12,11,20,27,-7,12,15
Volga Ulyanovsk,23,0,9,14,31,30,1,9,16
Velves,23,0,9,14,25,40,-15,9,17
FK Krasnodar 2,23,0,6,17,16,50,-34,6,18
Baltika Kaliningrad,24,19,5,0,43,24,19,62,1
Alania Vladikavkaz,24,15,9,0,50,29,21,54,2
Rubin Kazan,24,14,10,0,49,29,20,52,3
SKA-Energia Khabarovsk,24,13,10,1,48,28,20,49,4
Enisey Krasnoyarsk,24,9,15,0,38,19,19,42,5
Arsenal Tula,24,9,13,2,42,34,8,40,6
FC Volgar Astrakhan,24,7,16,1,24,29,-5,37,7
FK Kamaz,24,7,15,2,29,22,7,36,8
Shinnik Yaroslavl,24,6,16,2,27,27,0,34,9
FC Neftekhimik,24,4,20,0,19,16,3,32,10
Anzhi Makhachkala,24,2,19,3,15,22,-7,25,11
Kuban Krasnodar,24,3,15,6,21,32,-11,24,12
Akron,24,2,16,6,23,30,-7,22,13
Rodina Moskva,24,2,14,8,29,29,0,20,14
FC Ufa,24,0,13,11,21,27,-6,13,15
Volga Ulyanovsk,24,0,9,15,31,30,1,9,16
Velves,24,0,9,15,26,41,-15,9,17
FK Krasnodar 2,24,0,6,18,17,52,-35,6,18
Baltika Kaliningrad,25,20,5,0,46,25,21,65,1
Alania Vladikavkaz,25,15,10,0,52,32,20,55,2
Rubin Kazan,25,14,11,0,50,30,20,53,3
SKA-Energia Khabarovsk,25,14,10,1,52,30,22,52,4
Enisey Krasnoyarsk,25,10,15,0,41,19,22,45,5
Arsenal Tula,25,9,13,3,43,36,7,40,6
FK Kamaz,25,7,16,2,30,24,6,37,7
FC Volgar Astrakhan,25,7,16,2,24,30,-6,37,8
Shinnik Yaroslavl,25,6,16,3,28,28,0,34,9
FC Neftekhimik,25,4,21,0,19,18,1,33,10
Anzhi Makhachkala,25,2,20,3,15,22,-7,26,11
Kuban Krasnodar,25,3,15,7,22,35,-13,24,12
Akron,25,2,16,7,23,33,-10,22,13
Rodina Moskva,25,2,15,8,29,32,-3,21,14
FC Ufa,25,0,13,12,22,27,-5,13,15
Volga Ulyanovsk,25,0,9,16,32,33,-1,9,16
Velves,25,0,9,16,27,44,-17,9,17
FK Krasnodar 2,25,0,7,18,17,52,-35,7,18
Baltika Kaliningrad,26,21,5,0,47,26,21,68,1
Alania Vladikavkaz,26,16,10,0,54,33,21,58,2
Rubin Kazan,26,15,11,0,53,31,22,56,3
SKA-Energia Khabarovsk,26,14,11,1,54,37,17,53,4
Enisey Krasnoyarsk,26,10,16,0,43,20,23,46,5
Arsenal Tula,26,10,13,3,43,36,7,43,6
FK Kamaz,26,8,16,2,33,25,8,40,7
FC Volgar Astrakhan,26,7,17,2,24,31,-7,38,8
Shinnik Yaroslavl,26,6,17,3,28,28,0,35,9
FC Neftekhimik,26,4,22,0,22,18,4,34,10
Anzhi Makhachkala,26,2,21,3,16,24,-8,27,11
Kuban Krasnodar,26,3,16,7,24,35,-11,25,12
Rodina Moskva,26,3,15,8,33,34,-1,24,13
Akron,26,2,17,7,24,35,-11,23,14
FC Ufa,26,0,13,13,23,30,-7,13,15
Volga Ulyanovsk,26,0,10,16,33,35,-2,10,16
Velves,26,0,10,16,27,46,-19,10,17
FK Krasnodar 2,26,0,7,19,17,53,-36,7,18
Baltika Kaliningrad,27,22,5,0,49,26,23,71,1
Alania Vladikavkaz,27,16,11,0,54,34,20,59,2
Rubin Kazan,27,15,12,0,54,32,22,57,3
SKA-Energia Khabarovsk,27,15,11,1,55,38,17,56,4
Enisey Krasnoyarsk,27,10,17,0,43,24,19,47,5
Arsenal Tula,27,10,14,3,45,38,7,44,6
FK Kamaz,27,8,17,2,33,25,8,41,7
FC Volgar Astrakhan,27,7,18,2,24,33,-9,39,8
Shinnik Yaroslavl,27,6,18,3,28,28,0,36,9
FC Neftekhimik,27,4,23,0,23,19,4,35,10
Anzhi Makhachkala,27,2,22,3,16,24,-8,28,11
Akron,27,3,17,7,26,38,-12,26,12
Rodina Moskva,27,3,16,8,34,35,-1,25,13
Kuban Krasnodar,27,3,16,8,26,36,-10,25,14
FC Ufa,27,0,13,14,23,31,-8,13,15
Volga Ulyanovsk,27,0,10,17,33,38,-5,10,16
