Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Maccabi Tel Aviv,4,3,0,1,7,3,4,9,2
Ironi Kiryat Shmona,4,2,1,1,5,5,0,7,3
Maccabi Petach-Tikva,4,2,1,1,4,4,0,7,4
Beitar Jerusalem,4,2,1,1,6,8,-2,7,5
Maccabi Haifa,4,1,2,1,4,3,1,5,6
Bnei Sachnin FC,4,1,2,1,1,5,-4,5,7
Bnei Yehuda Tel Aviv,4,1,1,2,2,7,-5,4,8
Hapoel Haifa,4,1,1,2,3,10,-7,4,9
Hapoel Tel Aviv,4,0,2,2,3,4,-1,2,10
FC Ashdod,4,0,2,2,1,2,-1,2,11
Hapoel Kfar Saba,4,0,2,2,2,5,-3,2,12
Hapoel Raanana,4,0,2,2,1,5,-4,2,13
Hapoel Ashkelon,4,0,1,3,3,3,0,1,14
Hapoel Beer Sheva,5,5,0,0,15,2,13,15,1
Maccabi Tel Aviv,5,3,1,1,9,4,5,10,2
Maccabi Petach-Tikva,5,3,1,1,4,4,0,10,3
Ironi Kiryat Shmona,5,2,2,1,6,7,-1,8,4
Beitar Jerusalem,5,2,2,1,7,10,-3,8,5
Maccabi Haifa,5,1,3,1,4,4,0,6,6
Bnei Sachnin FC,5,1,2,2,3,5,-2,5,7
Bnei Yehuda Tel Aviv,5,1,1,3,3,9,-6,4,8
Hapoel Haifa,5,1,1,3,4,12,-8,4,9
Hapoel Tel Aviv,5,0,2,3,5,4,1,2,10
FC Ashdod,5,0,2,3,1,3,-2,2,11
Hapoel Kfar Saba,5,0,2,3,2,5,-3,2,12
Hapoel Raanana,5,0,2,3,2,8,-6,2,13
Hapoel Ashkelon,5,0,1,4,3,5,-2,1,14
Hapoel Beer Sheva,6,6,0,0,19,2,17,18,1
Maccabi Tel Aviv,6,4,1,1,12,4,8,13,2
Maccabi Petach-Tikva,6,4,1,1,6,4,2,13,3
Beitar Jerusalem,6,2,2,2,9,12,-3,8,4
Ironi Kiryat Shmona,6,2,2,2,6,10,-4,8,5
Maccabi Haifa,6,1,3,2,4,7,-3,6,6
Bnei Sachnin FC,6,1,2,3,5,8,-3,5,7
Bnei Yehuda Tel Aviv,6,1,2,3,3,12,-9,5,8
Hapoel Haifa,6,1,1,4,5,15,-10,4,9
Hapoel Tel Aviv,6,0,2,4,5,5,0,2,10
Hapoel Kfar Saba,6,0,2,4,2,6,-4,2,11
FC Ashdod,6,0,2,4,1,5,-4,2,12
Hapoel Raanana,6,0,2,4,2,9,-7,2,13
Hapoel Ashkelon,6,0,1,5,5,5,0,1,14
Hapoel Beer Sheva,7,7,0,0,20,2,18,21,1
Maccabi Tel Aviv,7,5,1,1,16,5,11,16,2
Maccabi Petach-Tikva,7,5,1,1,9,4,5,16,3
Beitar Jerusalem,7,2,3,2,9,12,-3,9,4
Ironi Kiryat Shmona,7,2,3,2,7,10,-3,9,5
Maccabi Haifa,7,2,3,2,5,8,-3,9,6
Bnei Sachnin FC,7,1,3,3,6,8,-2,6,7
Bnei Yehuda Tel Aviv,7,1,3,3,5,13,-8,6,8
Hapoel Haifa,7,1,1,5,6,17,-11,4,9
Hapoel Tel Aviv,7,0,2,5,5,7,-2,2,10
FC Ashdod,7,0,2,5,2,6,-4,2,11
Hapoel Kfar Saba,7,0,2,5,2,7,-5,2,12
Hapoel Raanana,7,0,2,5,2,12,-10,2,13
Hapoel Ashkelon,7,0,1,6,5,6,-1,1,14
Hapoel Beer Sheva,8,8,0,0,22,3,19,24,1
Maccabi Tel Aviv,8,6,1,1,17,5,12,19,2
Maccabi Petach-Tikva,8,5,1,2,9,5,4,16,3
Ironi Kiryat Shmona,8,3,3,2,10,11,-1,12,4
Beitar Jerusalem,8,2,4,2,12,14,-2,10,5
Maccabi Haifa,8,2,4,2,6,9,-3,10,6
Bnei Sachnin FC,8,1,4,3,7,10,-3,7,7
Bnei Yehuda Tel Aviv,8,1,4,3,6,13,-7,7,8
Hapoel Haifa,8,1,2,5,6,17,-11,5,9
Hapoel Tel Aviv,8,0,3,5,7,7,0,3,10
FC Ashdod,8,0,3,5,2,8,-6,3,11
Hapoel Kfar Saba,8,0,2,6,3,7,-4,2,12
Hapoel Raanana,8,0,2,6,4,15,-11,2,13
Hapoel Ashkelon,8,0,1,7,5,7,-2,1,14
Hapoel Beer Sheva,9,9,0,0,24,3,21,27,1
Maccabi Tel Aviv,9,6,2,1,18,5,13,20,2
Maccabi Petach-Tikva,9,5,2,2,10,7,3,17,3
Ironi Kiryat Shmona,9,4,3,2,11,11,0,15,4
Maccabi Haifa,9,3,4,2,9,9,0,13,5
Beitar Jerusalem,9,3,4,2,13,14,-1,13,6
Bnei Sachnin FC,9,1,5,3,9,10,-1,8,7
Bnei Yehuda Tel Aviv,9,1,5,3,8,14,-6,8,8
Hapoel Haifa,9,1,3,5,7,22,-15,6,9
Hapoel Tel Aviv,9,0,4,5,7,7,0,4,10
FC Ashdod,9,0,4,5,2,8,-6,4,11
Hapoel Kfar Saba,9,0,3,6,5,7,-2,3,12
Hapoel Raanana,9,0,3,6,4,15,-11,3,13
Hapoel Ashkelon,9,0,1,8,6,8,-2,1,14
Hapoel Beer Sheva,10,10,0,0,28,3,25,30,1
Maccabi Tel Aviv,10,7,2,1,18,5,13,23,2
Maccabi Petach-Tikva,10,5,3,2,11,7,4,18,3
Ironi Kiryat Shmona,10,4,4,2,12,11,1,16,4
Beitar Jerusalem,10,3,5,2,14,14,0,14,5
Maccabi Haifa,10,3,4,3,9,12,-3,13,6
Bnei Sachnin FC,10,2,5,3,9,11,-2,11,7
Hapoel Haifa,10,2,3,5,7,25,-18,9,8
Bnei Yehuda Tel Aviv,10,1,6,3,9,15,-6,9,9
Hapoel Tel Aviv,10,0,5,5,7,7,0,5,10
FC Ashdod,10,0,5,5,3,9,-6,5,11
Hapoel Kfar Saba,10,0,3,7,5,8,-3,3,12
Hapoel Raanana,10,0,3,7,6,16,-10,3,13
Hapoel Ashkelon,10,0,2,8,6,9,-3,2,14
Hapoel Beer Sheva,11,11,0,0,31,3,28,33,1
Maccabi Tel Aviv,11,8,2,1,21,5,16,26,2
Maccabi Petach-Tikva,11,6,3,2,13,8,5,21,3
Ironi Kiryat Shmona,11,5,4,2,12,12,0,19,4
Beitar Jerusalem,11,3,6,2,15,14,1,15,5
Maccabi Haifa,11,3,5,3,9,14,-5,14,6
Bnei Sachnin FC,11,2,6,3,11,13,-2,12,7
Hapoel Haifa,11,2,3,6,7,27,-20,9,8
Bnei Yehuda Tel Aviv,11,1,6,4,10,19,-9,9,9
Hapoel Tel Aviv,11,0,6,5,10,7,3,6,10
FC Ashdod,11,0,6,5,4,11,-7,6,11
Hapoel Kfar Saba,11,0,4,7,7,8,-1,4,12
Hapoel Raanana,11,0,4,7,6,16,-10,4,13
Hapoel Ashkelon,11,0,2,9,7,9,-2,2,14
Hapoel Beer Sheva,12,12,0,0,32,3,29,36,1
Maccabi Tel Aviv,12,9,2,1,24,6,18,29,2
Maccabi Petach-Tikva,12,7,3,2,16,9,7,24,3
Ironi Kiryat Shmona,12,5,5,2,13,13,0,20,4
Beitar Jerusalem,12,4,6,2,18,14,4,18,5
Bnei Sachnin FC,12,3,6,3,14,14,0,15,6
Maccabi Haifa,12,3,5,4,11,16,-5,14,7
Bnei Yehuda Tel Aviv,12,1,7,4,11,19,-8,10,8
Hapoel Haifa,12,2,3,7,8,28,-20,9,9
Hapoel Tel Aviv,12,0,7,5,12,8,4,7,10
FC Ashdod,12,0,6,6,4,14,-10,6,11
Hapoel Kfar Saba,12,0,4,8,7,8,-1,4,12
Hapoel Raanana,12,0,4,8,6,19,-13,4,13
Hapoel Ashkelon,12,0,3,9,7,10,-3,3,14
Hapoel Beer Sheva,13,13,0,0,35,3,32,39,1
Maccabi Tel Aviv,13,10,2,1,25,6,19,32,2
Maccabi Petach-Tikva,13,8,3,2,16,11,5,27,3
Ironi Kiryat Shmona,13,6,5,2,13,13,0,23,4
Beitar Jerusalem,13,4,7,2,20,16,4,19,5
Maccabi Haifa,13,4,5,4,13,17,-4,17,6
Bnei Sachnin FC,13,3,6,4,14,15,-1,15,7
Bnei Yehuda Tel Aviv,13,1,8,4,11,19,-8,11,8
Hapoel Tel Aviv,13,1,7,5,13,8,5,10,9
Hapoel Haifa,13,2,3,8,8,29,-21,9,10
FC Ashdod,13,0,7,6,5,14,-9,7,11
Hapoel Kfar Saba,13,0,5,8,8,9,-1,5,12
Hapoel Raanana,13,0,4,9,7,20,-13,4,13
Hapoel Ashkelon,13,0,3,10,9,11,-2,3,14
Hapoel Beer Sheva,14,14,0,0,39,3,36,42,1
Maccabi Tel Aviv,14,11,2,1,28,8,20,35,2
Maccabi Petach-Tikva,14,9,3,2,16,13,3,30,3
Ironi Kiryat Shmona,14,7,5,2,16,14,2,26,4
Beitar Jerusalem,14,5,7,2,20,16,4,22,5
Maccabi Haifa,14,5,5,4,16,17,-1,20,6
Bnei Sachnin FC,14,3,7,4,15,17,-2,16,7
Bnei Yehuda Tel Aviv,14,1,8,5,11,20,-9,11,8
Hapoel Haifa,14,2,4,8,8,30,-22,10,9
Hapoel Tel Aviv,14,1,7,6,13,8,5,10,10
FC Ashdod,14,0,8,6,6,15,-9,8,11
Hapoel Kfar Saba,14,0,6,8,9,10,-1,6,12
Hapoel Ashkelon,14,0,4,10,9,12,-3,4,13
Hapoel Raanana,14,0,4,10,7,23,-16,4,14
Hapoel Beer Sheva,15,15,0,0,40,3,37,45,1
Maccabi Tel Aviv,15,12,2,1,29,8,21,38,2
Maccabi Petach-Tikva,15,9,4,2,18,14,4,31,3
Ironi Kiryat Shmona,15,8,5,2,18,15,3,29,4
Beitar Jerusalem,15,5,7,3,20,16,4,22,5
Maccabi Haifa,15,5,6,4,16,18,-2,21,6
Bnei Sachnin FC,15,3,7,5,15,17,-2,16,7
Hapoel Haifa,15,3,4,8,11,32,-21,13,8
Bnei Yehuda Tel Aviv,15,1,9,5,11,21,-10,12,9
Hapoel Tel Aviv,15,1,7,7,13,8,5,10,10
FC Ashdod,15,0,9,6,6,15,-9,9,11
Hapoel Kfar Saba,15,0,6,9,10,12,-2,6,12
Hapoel Ashkelon,15,0,5,10,9,13,-4,5,13
Hapoel Raanana,15,0,4,11,8,23,-15,4,14
Hapoel Beer Sheva,16,16,0,0,42,3,39,48,1
Maccabi Tel Aviv,16,13,2,1,31,10,21,41,2
Maccabi Petach-Tikva,16,10,4,2,19,14,5,34,3
Ironi Kiryat Shmona,16,8,5,3,19,20,-1,29,4
Maccabi Haifa,16,6,6,4,18,18,0,24,5
Beitar Jerusalem,16,5,8,3,21,16,5,23,6
Bnei Sachnin FC,16,3,8,5,16,17,-1,17,7
Hapoel Haifa,16,3,5,8,13,33,-20,14,8
Bnei Yehuda Tel Aviv,16,1,9,6,11,24,-13,12,9
Hapoel Tel Aviv,16,1,7,8,13,9,4,10,10
FC Ashdod,16,0,9,7,7,19,-12,9,11
Hapoel Kfar Saba,16,0,7,9,13,12,1,7,12
Hapoel Ashkelon,16,0,5,11,9,17,-8,5,13
Hapoel Raanana,16,0,5,11,8,24,-16,5,14
Hapoel Beer Sheva,17,17,0,0,43,3,40,51,1
Maccabi Tel Aviv,17,14,2,1,33,10,23,44,2
Maccabi Petach-Tikva,17,11,4,2,19,14,5,37,3
Ironi Kiryat Shmona,17,8,5,4,19,22,-3,29,4
Maccabi Haifa,17,6,7,4,18,18,0,25,5
Beitar Jerusalem,17,5,8,4,24,17,7,23,6
Bnei Sachnin FC,17,3,9,5,16,17,-1,18,7
Hapoel Haifa,17,3,6,8,13,35,-22,15,8
Bnei Yehuda Tel Aviv,17,1,9,7,11,24,-13,12,9
Hapoel Tel Aviv,17,1,8,8,13,9,4,11,10
FC Ashdod,17,0,9,8,7,19,-12,9,11
Hapoel Kfar Saba,17,0,7,10,14,13,1,7,12
Hapoel Raanana,17,0,6,11,8,26,-18,6,13
Hapoel Ashkelon,17,0,5,12,9,20,-11,5,14
Hapoel Beer Sheva,18,17,1,0,43,4,39,52,1
Maccabi Tel Aviv,18,15,2,1,34,10,24,47,2
Maccabi Petach-Tikva,18,11,4,3,19,14,5,37,3
Ironi Kiryat Shmona,18,8,5,5,20,26,-6,29,4
Maccabi Haifa,18,7,7,4,19,19,0,28,5
Beitar Jerusalem,18,5,9,4,24,18,6,24,6
Bnei Sachnin FC,18,4,9,5,17,17,0,21,7
Hapoel Haifa,18,3,7,8,15,38,-23,16,8
Hapoel Tel Aviv,18,1,9,8,13,10,3,12,9
Bnei Yehuda Tel Aviv,18,1,9,8,11,27,-16,12,10
FC Ashdod,18,0,9,9,8,20,-12,9,11
Hapoel Kfar Saba,18,0,7,11,14,16,-2,7,12
Hapoel Raanana,18,0,7,11,8,26,-18,7,13
Hapoel Ashkelon,18,0,5,13,9,21,-12,5,14
Hapoel Beer Sheva,19,18,1,0,46,4,42,55,1
Maccabi Tel Aviv,19,16,2,1,36,12,24,50,2
Maccabi Petach-Tikva,19,11,5,3,21,14,7,38,3
Maccabi Haifa,19,8,7,4,20,19,1,31,4
Ironi Kiryat Shmona,19,8,6,5,21,27,-6,30,5
Beitar Jerusalem,19,6,9,4,27,19,8,27,6
Bnei Sachnin FC,19,4,10,5,17,17,0,22,7
Hapoel Haifa,19,3,8,8,17,38,-21,17,8
Hapoel Tel Aviv,19,1,10,8,14,10,4,13,9
Bnei Yehuda Tel Aviv,19,1,9,9,12,28,-16,12,10
FC Ashdod,19,0,10,9,8,20,-12,10,11
Hapoel Kfar Saba,19,0,7,12,14,18,-4,7,12
Hapoel Raanana,19,0,7,12,8,27,-19,7,13
Hapoel Ashkelon,19,0,5,14,9,24,-15,5,14
Hapoel Beer Sheva,20,19,1,0,48,4,44,58,1
Maccabi Tel Aviv,20,17,2,1,37,12,25,53,2
Maccabi Petach-Tikva,20,12,5,3,22,15,7,41,3
Maccabi Haifa,20,8,8,4,21,19,2,32,4
Ironi Kiryat Shmona,20,8,7,5,26,28,-2,31,5
Beitar Jerusalem,20,7,9,4,29,19,10,30,6
Bnei Sachnin FC,20,4,11,5,17,18,-1,23,7
Hapoel Haifa,20,4,8,8,17,39,-22,20,8
Hapoel Tel Aviv,20,1,11,8,15,10,5,14,9
Bnei Yehuda Tel Aviv,20,1,10,9,12,28,-16,13,10
FC Ashdod,20,0,11,9,9,21,-12,11,11
Hapoel Raanana,20,0,8,12,8,27,-19,8,12
Hapoel Kfar Saba,20,0,7,13,14,19,-5,7,13
Hapoel Ashkelon,20,0,5,15,12,24,-12,5,14
Hapoel Beer Sheva,21,20,1,0,51,4,47,61,1
Maccabi Tel Aviv,21,18,2,1,40,12,28,56,2
Maccabi Petach-Tikva,21,13,5,3,23,16,7,44,3
Maccabi Haifa,21,9,8,4,21,20,1,35,4
Ironi Kiryat Shmona,21,9,7,5,27,30,-3,34,5
Beitar Jerusalem,21,7,10,4,30,20,10,31,6
Bnei Sachnin FC,21,4,12,5,18,19,-1,24,7
Hapoel Haifa,21,4,9,8,18,39,-21,21,8
Hapoel Tel Aviv,21,1,12,8,15,11,4,15,9
Bnei Yehuda Tel Aviv,21,1,11,9,12,28,-16,14,10
FC Ashdod,21,0,12,9,11,22,-11,12,11
Hapoel Raanana,21,0,9,12,8,29,-21,9,12
Hapoel Kfar Saba,21,0,8,13,15,21,-6,8,13
Hapoel Ashkelon,21,0,6,15,12,24,-12,6,14
Hapoel Beer Sheva,22,21,1,0,52,4,48,64,1
Maccabi Tel Aviv,22,19,2,1,40,12,28,59,2
Maccabi Petach-Tikva,22,13,6,3,25,17,8,45,3
Maccabi Haifa,22,9,9,4,21,21,0,36,4
Ironi Kiryat Shmona,22,9,8,5,29,32,-3,35,5
Beitar Jerusalem,22,8,10,4,31,22,9,34,6
Bnei Sachnin FC,22,5,12,5,19,19,0,27,7
Hapoel Haifa,22,4,10,8,18,39,-21,22,8
Hapoel Tel Aviv,22,1,13,8,17,12,5,16,9
Bnei Yehuda Tel Aviv,22,1,11,10,13,28,-15,14,10
FC Ashdod,22,0,13,9,11,22,-11,13,11
Hapoel Kfar Saba,22,0,9,13,16,21,-5,9,12
Hapoel Raanana,22,0,9,13,8,30,-22,9,13
Hapoel Ashkelon,22,0,6,16,13,27,-14,6,14
Hapoel Beer Sheva,23,22,1,0,52,4,48,67,1
Maccabi Tel Aviv,23,20,2,1,41,12,29,62,2
Maccabi Petach-Tikva,23,14,6,3,25,17,8,48,3
Beitar Jerusalem,23,9,10,4,34,22,12,37,4
Maccabi Haifa,23,9,10,4,21,21,0,37,5
Ironi Kiryat Shmona,23,9,9,5,30,34,-4,36,6
Bnei Sachnin FC,23,5,13,5,19,20,-1,28,7
Hapoel Haifa,23,4,11,8,19,39,-20,23,8
Hapoel Tel Aviv,23,1,14,8,17,14,3,17,9
Bnei Yehuda Tel Aviv,23,1,12,10,13,31,-18,15,10
FC Ashdod,23,0,14,9,12,22,-10,14,11
Hapoel Kfar Saba,23,0,10,13,16,21,-5,10,12
Hapoel Raanana,23,0,10,13,8,31,-23,10,13
Hapoel Ashkelon,23,0,6,17,13,28,-15,6,14
Hapoel Beer Sheva,24,23,1,0,52,4,48,70,1
Maccabi Tel Aviv,24,21,2,1,42,15,27,65,2
Maccabi Petach-Tikva,24,14,7,3,25,18,7,49,3
Beitar Jerusalem,24,10,10,4,34,22,12,40,4
Maccabi Haifa,24,9,11,4,22,21,1,38,5
Ironi Kiryat Shmona,24,9,10,5,32,36,-4,37,6
Bnei Sachnin FC,24,5,14,5,20,21,-1,29,7
Hapoel Haifa,24,4,11,9,20,42,-22,23,8
Hapoel Tel Aviv,24,1,14,9,19,15,4,17,9
Bnei Yehuda Tel Aviv,24,1,12,11,13,34,-21,15,10
FC Ashdod,24,0,15,9,12,22,-10,15,11
Hapoel Kfar Saba,24,0,11,13,17,21,-4,11,12
Hapoel Raanana,24,0,10,14,8,33,-25,10,13
Hapoel Ashkelon,24,0,6,18,13,28,-15,6,14
Hapoel Beer Sheva,25,24,1,0,56,5,51,73,1
Maccabi Tel Aviv,25,22,2,1,43,16,27,68,2
Maccabi Petach-Tikva,25,15,7,3,25,18,7,52,3
Beitar Jerusalem,25,10,11,4,34,22,12,41,4
Maccabi Haifa,25,9,12,4,22,21,1,39,5
Ironi Kiryat Shmona,25,9,11,5,33,37,-4,38,6
Bnei Sachnin FC,25,5,15,5,20,21,-1,30,7
Hapoel Haifa,25,4,12,9,21,43,-22,24,8
Hapoel Tel Aviv,25,1,15,9,19,16,3,18,9
Bnei Yehuda Tel Aviv,25,1,13,11,13,35,-22,16,10
FC Ashdod,25,0,16,9,13,23,-10,16,11
Hapoel Kfar Saba,25,0,11,14,20,21,-1,11,12
Hapoel Raanana,25,0,11,14,9,35,-26,11,13
Hapoel Ashkelon,25,0,7,18,13,28,-15,7,14
Hapoel Beer Sheva,26,25,1,0,57,6,51,76,1
Maccabi Tel Aviv,26,23,2,1,45,16,29,71,2
Maccabi Petach-Tikva,26,16,7,3,28,18,10,55,3
Beitar Jerusalem,26,11,11,4,34,25,9,44,4
Maccabi Haifa,26,10,12,4,23,21,2,42,5
Ironi Kiryat Shmona,26,10,11,5,35,38,-3,41,6
Bnei Sachnin FC,26,5,16,5,20,21,-1,31,7
Hapoel Haifa,26,4,13,9,23,44,-21,25,8
Hapoel Tel Aviv,26,1,16,9,19,17,2,19,9
Bnei Yehuda Tel Aviv,26,1,14,11,14,36,-22,17,10
FC Ashdod,26,0,17,9,14,24,-10,17,11
Hapoel Kfar Saba,26,0,12,14,21,22,-1,12,12
Hapoel Raanana,26,0,12,14,9,36,-27,12,13
Hapoel Ashkelon,26,0,8,18,13,31,-18,8,14
