Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
CA Lanus,2,0,0,2,0,2,-2,0,28
River Plate,3,1,2,0,2,1,1,5,1
Atletico Tucuman,3,1,2,0,4,4,0,5,2
Racing Club,3,1,2,0,2,3,-1,5,3
San Lorenzo,3,1,2,0,0,5,-5,5,4
Huracan,3,0,3,0,7,2,5,3,5
Argentinos Juniors,3,0,3,0,4,0,4,3,6
GyE La Plata,3,0,3,0,4,0,4,3,7
Barracas Central,3,0,3,0,5,2,3,3,8
Tigre,3,0,3,0,7,5,2,3,9
Talleres Cordoba,3,0,3,0,5,6,-1,3,10
Patronato,3,0,3,0,4,5,-1,3,11
Boca Juniors,3,0,3,0,2,5,-3,3,12
Newells Old Boys,3,0,3,0,0,5,-5,3,13
Platense,3,0,1,2,2,0,2,1,14
Independiente,3,0,1,2,6,5,1,1,15
Rosario Central,3,0,1,2,5,5,0,1,16
CD Godoy Cruz,3,0,1,2,4,4,0,1,17
CA Banfield,3,0,1,2,3,3,0,1,18
Arsenal Sarandi,3,0,1,2,3,3,0,1,19
Union de Santa Fe,3,0,1,2,2,4,-2,1,20
Velez Sarsfield,3,0,1,2,1,3,-2,1,21
Sarmiento de Junin,3,0,1,2,1,4,-3,1,22
Central Cordoba,3,0,1,2,2,7,-5,1,23
Defensa y Justicia,3,0,1,2,1,7,-6,1,24
CA Lanus,3,0,0,3,1,2,-1,0,25
Estudiantes,3,0,0,3,5,7,-2,0,26
Aldosivi,3,0,0,3,2,4,-2,0,27
CA Colon,3,0,0,3,1,3,-2,0,28
River Plate,4,2,2,0,4,2,2,8,1
Atletico Tucuman,4,2,2,0,6,5,1,8,2
Racing Club,4,1,3,0,2,5,-3,6,3
San Lorenzo,4,1,3,0,0,5,-5,6,4
Huracan,4,0,4,0,8,3,5,4,5
GyE La Plata,4,0,4,0,5,0,5,4,6
Argentinos Juniors,4,0,4,0,4,0,4,4,7
Tigre,4,0,4,0,8,5,3,4,8
Barracas Central,4,0,4,0,7,4,3,4,9
Talleres Cordoba,4,0,4,0,7,6,1,4,10
Patronato,4,0,4,0,4,5,-1,4,11
Boca Juniors,4,0,4,0,3,5,-2,4,12
Newells Old Boys,4,0,4,0,1,5,-4,4,13
Independiente,4,0,2,2,7,5,2,2,14
CA Banfield,4,0,2,2,5,3,2,2,15
Platense,4,0,2,2,3,1,2,2,16
CD Godoy Cruz,4,0,2,2,6,5,1,2,17
Rosario Central,4,0,2,2,5,5,0,2,18
Arsenal Sarandi,4,0,2,2,3,4,-1,2,19
Union de Santa Fe,4,0,2,2,2,4,-2,2,20
Sarmiento de Junin,4,0,2,2,1,4,-3,2,21
Velez Sarsfield,4,0,2,2,1,4,-3,2,22
Central Cordoba,4,0,2,2,2,9,-7,2,23
Defensa y Justicia,4,0,2,2,1,8,-7,2,24
CA Colon,4,0,1,3,4,5,-1,1,25
Estudiantes,4,0,1,3,5,8,-3,1,26
CA Lanus,4,0,0,4,1,3,-2,0,27
Aldosivi,4,0,0,4,2,6,-4,0,28
Atletico Tucuman,5,2,3,0,9,6,3,9,1
River Plate,5,2,3,0,4,3,1,9,2
San Lorenzo,5,2,3,0,1,6,-5,9,3
Patronato,5,1,4,0,7,5,2,7,4
Racing Club,5,1,4,0,4,5,-1,7,5
Huracan,5,0,5,0,11,4,7,5,6
GyE La Plata,5,0,5,0,6,0,6,5,7
Argentinos Juniors,5,0,5,0,4,0,4,5,8
Barracas Central,5,0,5,0,7,5,2,5,9
Tigre,5,0,5,0,8,7,1,5,10
Talleres Cordoba,5,0,5,0,7,7,0,5,11
Boca Juniors,5,0,5,0,3,5,-2,5,12
Newells Old Boys,5,0,5,0,1,6,-5,5,13
Platense,5,0,3,2,3,2,1,3,14
CA Banfield,5,0,3,2,5,5,0,3,15
Independiente,5,0,3,2,7,8,-1,3,16
Arsenal Sarandi,5,0,3,2,3,7,-4,3,17
Defensa y Justicia,5,0,3,2,1,9,-8,3,18
CD Godoy Cruz,5,0,2,3,6,6,0,2,19
Rosario Central,5,0,2,3,5,6,-1,2,20
Union de Santa Fe,5,0,2,3,3,5,-2,2,21
Velez Sarsfield,5,0,2,3,2,5,-3,2,22
Central Cordoba,5,0,2,3,4,9,-5,2,23
Sarmiento de Junin,5,0,2,3,1,6,-5,2,24
Estudiantes,5,0,1,4,6,10,-4,1,25
CA Colon,5,0,1,4,4,8,-4,1,26
CA Lanus,5,0,0,5,3,4,-1,0,27
Aldosivi,5,0,0,5,3,7,-4,0,28
Atletico Tucuman,6,3,3,0,9,7,2,12,1
River Plate,6,2,4,0,6,3,3,10,2
San Lorenzo,6,2,4,0,1,7,-6,10,3
Patronato,6,1,5,0,7,7,0,8,4
Racing Club,6,1,5,0,5,5,0,8,5
Huracan,6,0,6,0,12,4,8,6,6
GyE La Plata,6,0,6,0,6,0,6,6,7
Argentinos Juniors,6,0,6,0,6,1,5,6,8
Tigre,6,0,6,0,9,8,1,6,9
Talleres Cordoba,6,0,6,0,8,7,1,6,10
Boca Juniors,6,0,6,0,4,6,-2,6,11
Newells Old Boys,6,0,6,0,3,8,-5,6,12
Barracas Central,6,0,5,1,8,6,2,5,13
Platense,6,0,4,2,5,3,2,4,14
Independiente,6,0,4,2,7,9,-2,4,15
CA Banfield,6,0,4,2,6,8,-2,4,16
Arsenal Sarandi,6,0,4,2,4,7,-3,4,17
Defensa y Justicia,6,0,4,2,1,10,-9,4,18
CD Godoy Cruz,6,0,3,3,6,7,-1,3,19
Rosario Central,6,0,3,3,5,6,-1,3,20
Union de Santa Fe,6,0,3,3,3,5,-2,3,21
Velez Sarsfield,6,0,3,3,2,6,-4,3,22
Sarmiento de Junin,6,0,3,3,1,6,-5,3,23
Central Cordoba,6,0,3,3,4,10,-6,3,24
CA Colon,6,0,1,5,6,9,-3,1,25
Estudiantes,6,0,1,5,8,12,-4,1,26
Aldosivi,6,0,0,6,6,7,-1,0,27
CA Lanus,6,0,0,6,3,4,-1,0,28
Atletico Tucuman,7,3,4,0,10,8,2,13,1
San Lorenzo,7,3,4,0,1,7,-6,13,2
River Plate,7,2,5,0,6,3,3,11,3
Racing Club,7,2,5,0,6,6,0,11,4
Patronato,7,1,6,0,9,7,2,9,5
Huracan,7,0,7,0,12,5,7,7,6
GyE La Plata,7,0,7,0,6,0,6,7,7
Barracas Central,7,0,6,1,10,7,3,6,8
Talleres Cordoba,7,0,6,1,9,9,0,6,9
Argentinos Juniors,7,0,6,1,6,6,0,6,10
Tigre,7,0,6,1,9,10,-1,6,11
Boca Juniors,7,0,6,1,6,9,-3,6,12
Newells Old Boys,7,0,6,1,3,8,-5,6,13
Platense,7,0,5,2,6,3,3,5,14
CA Banfield,7,0,5,2,6,8,-2,5,15
Independiente,7,0,4,3,8,11,-3,4,16
Arsenal Sarandi,7,0,4,3,4,12,-8,4,17
Defensa y Justicia,7,0,4,3,2,10,-8,4,18
CD Godoy Cruz,7,0,3,4,6,9,-3,3,19
Rosario Central,7,0,3,4,5,8,-3,3,20
Union de Santa Fe,7,0,3,4,3,7,-4,3,21
Velez Sarsfield,7,0,3,4,3,7,-4,3,22
Sarmiento de Junin,7,0,3,4,1,6,-5,3,23
Central Cordoba,7,0,3,4,6,13,-7,3,24
CA Colon,7,0,1,6,8,9,-1,1,25
Estudiantes,7,0,1,6,8,14,-6,1,26
CA Lanus,7,0,0,7,6,5,1,0,27
Aldosivi,7,0,0,7,7,9,-2,0,28
Atletico Tucuman,8,3,5,0,12,11,1,14,1
San Lorenzo,8,3,5,0,2,7,-5,14,2
River Plate,8,2,6,0,8,3,5,12,3
Patronato,8,2,6,0,9,7,2,12,4
Racing Club,8,2,6,0,6,7,-1,12,5
Talleres Cordoba,8,1,6,1,11,10,1,9,6
Huracan,8,0,8,0,14,5,9,8,7
GyE La Plata,8,0,8,0,6,1,5,8,8
Barracas Central,8,0,7,1,11,7,4,7,9
Argentinos Juniors,8,0,7,1,7,6,1,7,10
Tigre,8,0,7,1,9,11,-2,7,11
Boca Juniors,8,0,7,1,7,10,-3,7,12
Newells Old Boys,8,0,7,1,5,9,-4,7,13
Platense,8,0,6,2,7,3,4,6,14
CA Banfield,8,0,6,2,7,9,-2,6,15
Independiente,8,0,5,3,8,11,-3,5,16
Arsenal Sarandi,8,0,5,3,4,12,-8,5,17
Defensa y Justicia,8,0,5,3,2,11,-9,5,18
CD Godoy Cruz,8,0,4,4,8,10,-2,4,19
Velez Sarsfield,8,0,4,4,5,7,-2,4,20
Rosario Central,8,0,4,4,5,10,-5,4,21
Sarmiento de Junin,8,0,4,4,1,6,-5,4,22
Central Cordoba,8,0,4,4,6,14,-8,4,23
Union de Santa Fe,8,0,3,5,4,9,-5,3,24
CA Colon,8,0,1,7,8,11,-3,1,25
Estudiantes,8,0,1,7,8,17,-9,1,26
CA Lanus,8,0,0,8,7,7,0,0,27
Aldosivi,8,0,0,8,7,12,-5,0,28
Atletico Tucuman,9,4,5,0,15,12,3,17,1
River Plate,9,3,6,0,10,3,7,15,2
San Lorenzo,9,3,6,0,4,8,-4,15,3
Patronato,9,2,7,0,10,7,3,13,4
Racing Club,9,2,7,0,7,8,-1,13,5
Huracan,9,1,8,0,14,7,7,11,6
Barracas Central,9,1,7,1,16,8,8,10,7
Talleres Cordoba,9,1,7,1,11,10,1,10,8
GyE La Plata,9,0,9,0,6,3,3,9,9
Argentinos Juniors,9,0,8,1,7,7,0,8,10
Newells Old Boys,9,0,8,1,7,9,-2,8,11
Tigre,9,0,8,1,11,14,-3,8,12
Boca Juniors,9,0,8,1,7,11,-4,8,13
Platense,9,0,7,2,7,3,4,7,14
CA Banfield,9,0,7,2,9,9,0,7,15
Independiente,9,0,6,3,8,13,-5,6,16
Arsenal Sarandi,9,0,6,3,5,13,-8,6,17
Defensa y Justicia,9,0,6,3,4,12,-8,6,18
Velez Sarsfield,9,0,5,4,7,7,0,5,19
CD Godoy Cruz,9,0,5,4,10,12,-2,5,20
Central Cordoba,9,0,5,4,8,14,-6,5,21
Rosario Central,9,0,5,4,5,13,-8,5,22
Sarmiento de Junin,9,0,5,4,1,10,-9,5,23
Union de Santa Fe,9,0,4,5,4,9,-5,4,24
CA Colon,9,0,1,8,10,12,-2,1,25
Estudiantes,9,0,1,8,9,17,-8,1,26
CA Lanus,9,0,0,9,8,9,-1,0,27
Aldosivi,9,0,0,9,7,13,-6,0,28
Atletico Tucuman,10,5,5,0,16,15,1,20,1
River Plate,10,4,6,0,13,5,8,18,2
San Lorenzo,10,4,6,0,4,9,-5,18,3
Racing Club,10,3,7,0,9,10,-1,16,4
Huracan,10,2,8,0,15,8,7,14,5
Patronato,10,2,8,0,10,9,1,14,6
Barracas Central,10,1,8,1,18,9,9,11,7
Talleres Cordoba,10,1,8,1,13,11,2,11,8
Tigre,10,1,8,1,12,16,-4,11,9
GyE La Plata,10,0,10,0,7,3,4,10,10
Newells Old Boys,10,0,9,1,9,10,-1,9,11
Argentinos Juniors,10,0,9,1,8,9,-1,9,12
Boca Juniors,10,0,9,1,10,14,-4,9,13
Platense,10,0,8,2,7,4,3,8,14
CA Banfield,10,0,8,2,9,11,-2,8,15
Independiente,10,0,7,3,10,13,-3,7,16
Arsenal Sarandi,10,0,7,3,5,13,-8,7,17
Defensa y Justicia,10,0,7,3,4,13,-9,7,18
Velez Sarsfield,10,0,6,4,8,9,-1,6,19
CD Godoy Cruz,10,0,6,4,10,12,-2,6,20
Sarmiento de Junin,10,0,6,4,5,10,-5,6,21
Rosario Central,10,0,6,4,8,14,-6,6,22
Central Cordoba,10,0,6,4,8,15,-7,6,23
Union de Santa Fe,10,0,5,5,5,9,-4,5,24
CA Colon,10,0,2,8,10,14,-4,2,25
Estudiantes,10,0,2,8,11,19,-8,2,26
CA Lanus,10,0,0,10,10,10,0,0,27
Aldosivi,10,0,0,10,7,14,-7,0,28
Atletico Tucuman,11,5,6,0,17,15,2,21,1
San Lorenzo,11,5,6,0,5,10,-5,21,2
River Plate,11,4,7,0,14,7,7,19,3
Racing Club,11,4,7,0,9,11,-2,19,4
Huracan,11,2,9,0,16,9,7,15,5
Patronato,11,2,9,0,11,9,2,15,6
Barracas Central,11,1,9,1,22,10,12,12,7
Talleres Cordoba,11,1,9,1,13,13,0,12,8
Tigre,11,1,9,1,12,17,-5,12,9
Boca Juniors,11,1,9,1,11,16,-5,12,10
GyE La Plata,11,0,11,0,8,3,5,11,11
Argentinos Juniors,11,0,10,1,10,9,1,10,12
Newells Old Boys,11,0,10,1,9,11,-2,10,13
Platense,11,0,9,2,7,5,2,9,14
CA Banfield,11,0,9,2,9,11,-2,9,15
Defensa y Justicia,11,0,8,3,4,13,-9,8,16
Independiente,11,0,7,4,10,14,-4,7,17
Arsenal Sarandi,11,0,7,4,5,13,-8,7,18
Union de Santa Fe,11,0,6,5,9,9,0,6,19
Velez Sarsfield,11,0,6,5,9,9,0,6,20
CD Godoy Cruz,11,0,6,5,10,14,-4,6,21
Rosario Central,11,0,6,5,8,14,-6,6,22
Sarmiento de Junin,11,0,6,5,5,12,-7,6,23
Central Cordoba,11,0,6,5,8,17,-9,6,24
Estudiantes,11,0,3,8,14,21,-7,3,25
CA Colon,11,0,2,9,12,15,-3,2,26
CA Lanus,11,0,0,11,10,13,-3,0,27
Aldosivi,11,0,0,11,8,15,-7,0,28
Atletico Tucuman,12,6,6,0,18,15,3,24,1
Racing Club,12,5,7,0,10,11,-1,22,2
San Lorenzo,12,5,7,0,7,11,-4,22,3
River Plate,12,4,8,0,16,8,8,20,4
Patronato,12,3,9,0,12,10,2,18,5
Huracan,12,2,10,0,17,12,5,16,6
Barracas Central,12,1,10,1,24,13,11,13,7
Talleres Cordoba,12,1,10,1,13,14,-1,13,8
Boca Juniors,12,1,10,1,12,17,-5,13,9
Tigre,12,1,10,1,12,18,-6,13,10
GyE La Plata,12,0,12,0,8,4,4,12,11
Defensa y Justicia,12,1,8,3,5,15,-10,11,12
Newells Old Boys,12,0,11,1,11,11,0,11,13
Argentinos Juniors,12,0,11,1,10,11,-1,11,14
Platense,12,0,10,2,7,6,1,10,15
CA Banfield,12,0,10,2,10,11,-1,10,16
Independiente,12,0,8,4,12,15,-3,8,17
Arsenal Sarandi,12,0,8,4,6,13,-7,8,18
Union de Santa Fe,12,0,7,5,14,10,4,7,19
Velez Sarsfield,12,0,7,5,9,11,-2,7,20
CD Godoy Cruz,12,0,7,5,11,14,-3,7,21
Central Cordoba,12,0,7,5,10,17,-7,7,22
Rosario Central,12,0,7,5,8,15,-7,7,23
Sarmiento de Junin,12,0,7,5,5,13,-8,7,24
Estudiantes,12,0,4,8,14,23,-9,4,25
CA Colon,12,0,2,10,12,16,-4,2,26
CA Lanus,12,0,0,12,11,17,-6,0,27
Aldosivi,12,0,0,12,9,18,-9,0,28
Atletico Tucuman,13,7,6,0,19,17,2,27,1
Racing Club,13,6,7,0,12,12,0,25,2
San Lorenzo,13,6,7,0,9,11,-2,25,3
River Plate,13,5,8,0,18,10,8,23,4
Patronato,13,4,9,0,14,11,3,21,5
Huracan,13,2,11,0,18,12,6,17,6
Barracas Central,13,1,11,1,24,14,10,14,7
Talleres Cordoba,13,1,11,1,16,14,2,14,8
Boca Juniors,13,1,11,1,12,17,-5,14,9
Tigre,13,1,11,1,13,20,-7,14,10
GyE La Plata,13,0,13,0,9,4,5,13,11
Defensa y Justicia,13,1,9,3,7,16,-9,12,12
Newells Old Boys,13,0,12,1,12,11,1,12,13
Argentinos Juniors,13,0,12,1,11,11,0,12,14
Platense,13,0,11,2,7,6,1,11,15
CA Banfield,13,0,11,2,10,12,-2,11,16
Independiente,13,0,9,4,13,15,-2,9,17
Arsenal Sarandi,13,0,9,4,6,13,-7,9,18
Union de Santa Fe,13,0,8,5,15,10,5,8,19
Velez Sarsfield,13,0,8,5,12,11,1,8,20
CD Godoy Cruz,13,0,8,5,11,14,-3,8,21
Rosario Central,13,0,8,5,9,15,-6,8,22
Central Cordoba,13,0,8,5,10,17,-7,8,23
Sarmiento de Junin,13,0,8,5,6,14,-8,8,24
Estudiantes,13,0,5,8,16,24,-8,5,25
CA Colon,13,0,3,10,13,19,-6,3,26
CA Lanus,13,0,0,13,11,18,-7,0,27
Aldosivi,13,0,0,13,10,20,-10,0,28
Racing Club,14,7,7,0,14,12,2,28,1
Atletico Tucuman,14,7,7,0,19,19,0,28,2
San Lorenzo,14,7,7,0,11,11,0,28,3
River Plate,14,5,9,0,18,10,8,24,4
Patronato,14,4,10,0,14,11,3,22,5
Huracan,14,2,12,0,21,12,9,18,6
Boca Juniors,14,2,11,1,12,18,-6,17,7
Barracas Central,14,1,12,1,25,14,11,15,8
Talleres Cordoba,14,1,12,1,18,16,2,15,9
Argentinos Juniors,14,1,12,1,12,14,-2,15,10
Tigre,14,1,12,1,14,23,-9,15,11
Platense,14,1,11,2,9,8,1,14,12
GyE La Plata,14,0,14,0,11,6,5,14,13
Defensa y Justicia,14,1,10,3,9,16,-7,13,14
Newells Old Boys,14,0,13,1,13,11,2,13,15
CA Banfield,14,0,12,2,11,12,-1,12,16
Union de Santa Fe,14,0,9,5,17,11,6,9,17
Independiente,14,0,9,5,15,19,-4,9,18
Rosario Central,14,0,9,5,11,15,-4,9,19
Arsenal Sarandi,14,0,9,5,6,14,-8,9,20
Velez Sarsfield,14,0,8,6,13,12,1,8,21
CD Godoy Cruz,14,0,8,6,12,14,-2,8,22
Central Cordoba,14,0,8,6,11,18,-7,8,23
Sarmiento de Junin,14,0,8,6,9,17,-8,8,24
Estudiantes,14,0,6,8,17,25,-8,6,25
CA Colon,14,0,3,11,13,20,-7,3,26
CA Lanus,14,0,0,14,11,19,-8,0,27
Aldosivi,14,0,0,14,10,22,-12,0,28
Racing Club,15,8,7,0,16,12,4,31,1
Atletico Tucuman,15,7,8,0,22,19,3,29,2
San Lorenzo,15,7,8,0,11,12,-1,29,3
River Plate,15,5,10,0,21,10,11,25,4
Patronato,15,4,11,0,15,11,4,23,5
Huracan,15,2,13,0,21,12,9,19,6
Talleres Cordoba,15,2,12,1,20,17,3,18,7
Boca Juniors,15,2,12,1,13,18,-5,18,8
Barracas Central,15,1,13,1,25,15,10,16,9
Newells Old Boys,15,1,13,1,15,11,4,16,10
Argentinos Juniors,15,1,13,1,12,14,-2,16,11
Tigre,15,1,13,1,16,24,-8,16,12
Platense,15,1,12,2,10,9,1,15,13
GyE La Plata,15,0,15,0,11,6,5,15,14
Defensa y Justicia,15,1,11,3,10,18,-8,14,15
CA Banfield,15,0,13,2,11,12,-1,13,16
Rosario Central,15,0,10,5,12,16,-4,10,17
Independiente,15,0,10,5,15,21,-6,10,18
Arsenal Sarandi,15,0,10,5,6,15,-9,10,19
Union de Santa Fe,15,0,9,6,19,12,7,9,20
Velez Sarsfield,15,0,9,6,13,15,-2,9,21
CD Godoy Cruz,15,0,9,6,12,15,-3,9,22
Central Cordoba,15,0,8,7,12,19,-7,8,23
Sarmiento de Junin,15,0,8,7,11,18,-7,8,24
Estudiantes,15,0,7,8,18,27,-9,7,25
CA Colon,15,0,3,12,14,21,-7,3,26
CA Lanus,15,0,0,15,12,20,-8,0,27
Aldosivi,15,0,0,15,10,26,-16,0,28
Racing Club,16,9,7,0,19,14,5,34,1
Atletico Tucuman,16,7,9,0,22,20,2,30,2
San Lorenzo,16,7,9,0,12,12,0,30,3
River Plate,16,5,11,0,22,11,11,26,4
Patronato,16,5,11,0,16,11,5,26,5
Talleres Cordoba,16,3,12,1,23,17,6,21,6
Huracan,16,2,14,0,24,13,11,20,7
Barracas Central,16,2,13,1,28,16,12,19,8
Boca Juniors,16,2,13,1,14,20,-6,19,9
GyE La Plata,16,1,15,0,11,6,5,18,10
Newells Old Boys,16,1,14,1,16,11,5,17,11
Argentinos Juniors,16,1,14,1,12,15,-3,17,12
Tigre,16,1,14,1,19,25,-6,17,13
Platense,16,1,13,2,11,9,2,16,14
Defensa y Justicia,16,1,12,3,10,20,-10,15,15
CA Banfield,16,0,14,2,11,12,-1,14,16
Rosario Central,16,0,11,5,14,18,-4,11,17
Union de Santa Fe,16,0,10,6,20,14,6,10,18
Independiente,16,0,10,6,16,21,-5,10,19
Arsenal Sarandi,16,0,10,6,7,16,-9,10,20
Velez Sarsfield,16,0,9,7,13,18,-5,9,21
CD Godoy Cruz,16,0,9,7,12,17,-5,9,22
Sarmiento de Junin,16,0,8,8,11,19,-8,8,23
Central Cordoba,16,0,8,8,13,23,-10,8,24
Estudiantes,16,0,7,9,19,28,-9,7,25
CA Colon,16,0,3,13,14,22,-8,3,26
CA Lanus,16,0,0,16,13,22,-9,0,27
Aldosivi,16,0,0,16,10,28,-18,0,28
Racing Club,17,10,7,0,19,15,4,37,1
Atletico Tucuman,17,8,9,0,22,20,2,33,2
San Lorenzo,17,7,10,0,12,14,-2,31,3
River Plate,17,6,11,0,25,13,12,29,4
Patronato,17,5,12,0,16,11,5,27,5
Huracan,17,3,14,0,26,14,12,23,6
Barracas Central,17,3,13,1,28,16,12,22,7
Talleres Cordoba,17,3,13,1,24,18,6,22,8
Tigre,17,2,14,1,21,25,-4,20,9
Argentinos Juniors,17,2,14,1,13,17,-4,20,10
Boca Juniors,17,2,14,1,15,22,-7,20,11
GyE La Plata,17,1,16,0,12,6,6,19,12
Newells Old Boys,17,1,15,1,17,13,4,18,13
Platense,17,1,14,2,11,9,2,17,14
Defensa y Justicia,17,1,13,3,10,20,-10,16,15
CA Banfield,17,0,15,2,11,13,-2,15,16
Union de Santa Fe,17,1,10,6,20,15,5,13,17
Independiente,17,1,10,6,18,21,-3,13,18
Arsenal Sarandi,17,1,10,6,9,17,-8,13,19
CD Godoy Cruz,17,1,9,7,15,17,-2,12,20
Velez Sarsfield,17,1,9,7,13,18,-5,12,21
Rosario Central,17,0,12,5,15,18,-3,12,22
Central Cordoba,17,1,8,8,19,23,-4,11,23
Sarmiento de Junin,17,1,8,8,13,20,-7,11,24
Estudiantes,17,0,8,9,19,28,-9,8,25
CA Colon,17,0,4,13,14,23,-9,4,26
CA Lanus,17,0,1,16,15,23,-8,1,27
Aldosivi,17,0,0,17,12,29,-17,0,28
Racing Club,18,11,7,0,21,15,6,40,1
Atletico Tucuman,18,9,9,0,24,20,4,36,2
San Lorenzo,18,8,10,0,13,15,-2,34,3
River Plate,18,7,11,0,29,13,16,32,4
Patronato,18,5,13,0,17,11,6,28,5
Huracan,18,4,14,0,27,15,12,26,6
Barracas Central,18,3,14,1,29,19,10,23,7
Talleres Cordoba,18,3,14,1,25,18,7,23,8
Tigre,18,3,14,1,23,28,-5,23,9
Newells Old Boys,18,2,15,1,18,14,4,21,10
Argentinos Juniors,18,2,15,1,13,17,-4,21,11
Boca Juniors,18,2,15,1,17,22,-5,21,12
GyE La Plata,18,1,17,0,13,6,7,20,13
Platense,18,1,15,2,12,11,1,18,14
Defensa y Justicia,18,1,14,3,11,22,-11,17,15
CA Banfield,18,0,16,2,11,14,-3,16,16
Union de Santa Fe,18,1,11,6,21,15,6,14,17
Independiente,18,1,11,6,18,21,-3,14,18
Arsenal Sarandi,18,1,11,6,10,17,-7,14,19
CD Godoy Cruz,18,1,10,7,17,19,-2,13,20
Velez Sarsfield,18,1,10,7,15,19,-4,13,21
Rosario Central,18,0,13,5,16,19,-3,13,22
Central Cordoba,18,1,9,8,22,25,-3,12,23
Sarmiento de Junin,18,1,9,8,16,21,-5,12,24
Estudiantes,18,0,9,9,21,28,-7,9,25
CA Colon,18,0,5,13,14,25,-11,5,26
CA Lanus,18,0,2,16,16,24,-8,2,27
Aldosivi,18,0,0,18,12,31,-19,0,28
Racing Club,19,12,7,0,26,15,11,43,1
Atletico Tucuman,19,9,10,0,24,23,1,37,2
San Lorenzo,19,9,10,0,13,16,-3,37,3
River Plate,19,7,12,0,30,13,17,33,4
Huracan,19,5,14,0,28,17,11,29,5
Patronato,19,5,14,0,17,12,5,29,6
Barracas Central,19,3,15,1,31,21,10,24,7
Talleres Cordoba,19,3,15,1,27,18,9,24,8
Boca Juniors,19,3,15,1,18,23,-5,24,9
Argentinos Juniors,19,3,15,1,13,18,-5,24,10
Tigre,19,3,14,2,24,29,-5,23,11
GyE La Plata,19,2,17,0,14,6,8,23,12
Newells Old Boys,19,2,16,1,18,15,3,22,13
Platense,19,1,16,2,14,13,1,19,14
CA Banfield,19,1,16,2,13,14,-1,19,15
Defensa y Justicia,19,1,15,3,13,22,-9,18,16
Union de Santa Fe,19,1,12,6,22,17,5,15,17
Independiente,19,1,11,7,18,21,-3,14,18
Arsenal Sarandi,19,1,11,7,10,18,-8,14,19
Rosario Central,19,0,14,5,16,21,-5,14,20
CD Godoy Cruz,19,1,10,8,17,20,-3,13,21
Velez Sarsfield,19,1,10,8,15,20,-5,13,22
Central Cordoba,19,1,9,9,24,26,-2,12,23
Sarmiento de Junin,19,1,9,9,17,22,-5,12,24
