Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Peterhead,6,0,0,6,5,14,-9,0,10
Dunfermline Athletic,7,7,0,0,10,1,9,21,1
Falkirk,7,5,1,1,14,7,7,16,2
Queen of the South,7,2,1,4,12,14,-2,7,3
Airdrie United,7,1,4,2,7,8,-1,7,4
Edinburgh City,7,1,3,3,8,9,-1,6,5
Montrose,7,1,3,3,6,14,-8,6,6
Kelty Hearts,7,1,2,4,11,6,5,5,7
Alloa Athletic,7,1,2,4,6,14,-8,5,8
Clyde,7,1,0,6,3,13,-10,3,9
Peterhead,7,0,0,7,5,16,-11,0,10
Dunfermline Athletic,8,8,0,0,11,1,10,24,1
Falkirk,8,6,1,1,16,8,8,19,2
Queen of the South,8,3,1,4,12,14,-2,10,3
Airdrie United,8,2,4,2,10,10,0,10,4
Edinburgh City,8,2,3,3,11,10,1,9,5
Montrose,8,2,3,3,8,17,-9,9,6
Kelty Hearts,8,1,3,4,12,6,6,6,7
Alloa Athletic,8,1,3,4,10,14,-4,6,8
Clyde,8,1,0,7,4,14,-10,3,9
Peterhead,8,0,0,8,7,17,-10,0,10
Dunfermline Athletic,9,9,0,0,11,1,10,27,1
Falkirk,9,7,1,1,17,8,9,22,2
Airdrie United,9,3,4,2,11,11,0,13,3
Queen of the South,9,3,2,4,12,17,-5,11,4
Kelty Hearts,9,2,3,4,15,7,8,9,5
Edinburgh City,9,2,3,4,14,11,3,9,6
Alloa Athletic,9,2,3,4,11,14,-3,9,7
Montrose,9,2,3,4,10,20,-10,9,8
Clyde,9,1,0,8,7,22,-15,3,9
Peterhead,9,0,0,9,7,18,-11,0,10
Dunfermline Athletic,10,9,1,0,11,3,8,28,1
Falkirk,10,8,1,1,23,10,13,25,2
Airdrie United,10,4,4,2,16,12,4,16,3
Alloa Athletic,10,3,3,4,14,14,0,12,4
Queen of the South,10,3,3,4,15,17,-2,12,5
Kelty Hearts,10,2,4,4,15,10,5,10,6
Edinburgh City,10,2,4,4,16,12,4,10,7
Montrose,10,2,3,5,10,23,-13,9,8
Clyde,10,1,1,8,13,24,-11,4,9
Peterhead,10,0,0,10,9,18,-9,0,10
Dunfermline Athletic,11,10,1,0,13,3,10,31,1
Falkirk,11,9,1,1,25,11,14,28,2
Airdrie United,11,5,4,2,18,15,3,19,3
Alloa Athletic,11,4,3,4,18,16,2,15,4
Queen of the South,11,4,3,4,18,18,0,15,5
Edinburgh City,11,3,4,4,17,13,4,13,6
Kelty Hearts,11,2,5,4,18,11,7,11,7
Montrose,11,2,4,5,10,23,-13,10,8
Clyde,11,2,1,8,13,24,-11,7,9
Peterhead,11,0,0,11,9,18,-9,0,10
Dunfermline Athletic,12,11,1,0,14,4,10,34,1
Falkirk,12,10,1,1,27,12,15,31,2
Airdrie United,12,6,4,2,20,15,5,22,3
Edinburgh City,12,4,4,4,21,13,8,16,4
Queen of the South,12,4,4,4,22,21,1,16,5
Alloa Athletic,12,4,4,4,20,19,1,16,6
Kelty Hearts,12,3,5,4,19,13,6,14,7
Montrose,12,3,4,5,12,24,-12,13,8
Clyde,12,2,2,8,13,26,-13,8,9
Peterhead,12,0,0,12,10,19,-9,0,10
Dunfermline Athletic,13,12,1,0,16,4,12,37,1
Falkirk,13,11,1,1,29,15,14,34,2
Airdrie United,13,7,4,2,23,17,6,25,3
Edinburgh City,13,5,4,4,24,14,10,19,4
Alloa Athletic,13,5,4,4,20,19,1,19,5
Queen of the South,13,4,5,4,23,21,2,17,6
Montrose,13,4,4,5,15,25,-10,16,7
Kelty Hearts,13,3,5,5,22,16,6,14,8
Clyde,13,2,2,9,16,26,-10,8,9
Peterhead,13,0,0,13,10,19,-9,0,10
Dunfermline Athletic,14,12,2,0,17,5,12,38,1
Falkirk,14,11,2,1,29,16,13,35,2
Airdrie United,14,8,4,2,23,18,5,28,3
Edinburgh City,14,5,5,4,26,15,11,20,4
Alloa Athletic,14,5,5,4,20,19,1,20,5
Queen of the South,14,4,5,5,24,26,-2,17,6
Montrose,14,4,5,5,16,27,-11,17,7
Kelty Hearts,14,3,5,6,24,19,5,14,8
Clyde,14,2,2,10,18,30,-12,8,9
Peterhead,14,0,0,14,11,20,-9,0,10
Dunfermline Athletic,15,13,2,0,18,5,13,41,1
Falkirk,15,11,3,1,29,20,9,36,2
Airdrie United,15,8,5,2,26,20,6,29,3
Edinburgh City,15,6,5,4,30,15,15,23,4
Alloa Athletic,15,5,6,4,23,20,3,21,5
Montrose,15,4,6,5,18,28,-10,18,6
Queen of the South,15,4,5,6,26,30,-4,17,7
Kelty Hearts,15,3,5,7,24,20,4,14,8
Clyde,15,2,2,11,19,33,-14,8,9
Peterhead,15,0,0,15,11,23,-12,0,10
Dunfermline Athletic,16,14,2,0,19,6,13,44,1
Falkirk,16,12,3,1,37,23,14,39,2
Airdrie United,16,9,5,2,26,23,3,32,3
Edinburgh City,16,7,5,4,38,15,23,26,4
Alloa Athletic,16,6,6,4,27,22,5,24,5
Montrose,16,4,7,5,18,32,-14,19,6
Queen of the South,16,4,6,6,28,30,-2,18,7
Kelty Hearts,16,3,6,7,26,26,0,15,8
Clyde,16,2,2,12,22,35,-13,8,9
Peterhead,16,0,0,16,11,23,-12,0,10
Dunfermline Athletic,17,15,2,0,20,9,11,47,1
Falkirk,17,12,4,1,38,25,13,40,2
Airdrie United,17,9,6,2,27,25,2,33,3
Edinburgh City,17,8,5,4,41,17,24,29,4
Alloa Athletic,17,6,6,5,27,26,1,24,5
Montrose,17,5,7,5,20,32,-12,22,6
Queen of the South,17,4,6,7,29,33,-4,18,7
Kelty Hearts,17,3,6,8,27,27,0,15,8
Clyde,17,2,2,13,22,43,-21,8,9
Peterhead,17,0,0,17,11,27,-16,0,10
Dunfermline Athletic,18,16,2,0,23,9,14,50,1
Falkirk,18,12,5,1,38,25,13,41,2
Airdrie United,18,9,7,2,28,27,1,34,3
Edinburgh City,18,8,6,4,43,19,24,30,4
Alloa Athletic,18,6,7,5,31,26,5,25,5
Montrose,18,5,8,5,22,34,-12,23,6
Queen of the South,18,4,7,7,31,34,-3,19,7
Kelty Hearts,18,3,6,9,28,29,-1,15,8
Clyde,18,2,2,14,22,45,-23,8,9
Peterhead,18,0,0,18,12,30,-18,0,10
