Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
JS Saoura,10,2,6,2,5,5,0,12,6
Biskra,10,2,3,5,12,7,5,9,7
ASO Chlef,10,0,8,2,8,9,-1,8,8
JS Kabylie,10,1,2,7,7,15,-8,5,9
El Bayadh,10,0,4,6,2,6,-4,4,10
MC Alger,10,0,4,6,3,9,-6,4,11
ES Setif,10,0,4,6,5,15,-10,4,12
MC Oran,10,0,3,7,2,17,-15,3,13
Khenchela,10,0,2,8,7,21,-14,2,14
Paradou AC,10,0,0,10,10,18,-8,0,15
Chelghoum Laid,10,0,0,10,1,40,-39,0,16
CR Belouizdad,11,10,1,0,20,9,11,31,1
CS Constantine,11,10,1,0,16,5,11,31,2
RC Arbaa,11,5,3,3,16,11,5,18,3
Magra,11,4,4,3,7,14,-7,16,4
USM Alger,11,4,3,4,15,7,8,15,5
JS Saoura,11,3,6,2,5,6,-1,15,6
ASO Chlef,11,1,8,2,10,10,0,11,7
Biskra,11,2,4,5,14,7,7,10,8
JS Kabylie,11,1,2,8,7,17,-10,5,9
Khenchela,11,1,2,8,8,21,-13,5,10
MC Alger,11,0,5,6,5,10,-5,5,11
El Bayadh,11,0,5,6,2,7,-5,5,12
ES Setif,11,0,5,6,6,17,-11,5,13
MC Oran,11,0,4,7,2,17,-15,4,14
Paradou AC,11,0,1,10,10,19,-9,1,15
Chelghoum Laid,11,0,0,11,1,44,-43,0,16
CS Constantine,12,11,1,0,23,5,18,34,1
CR Belouizdad,12,11,1,0,22,10,12,34,2
RC Arbaa,12,6,3,3,19,12,7,21,3
Magra,12,5,4,3,8,14,-6,19,4
JS Saoura,12,4,6,2,7,7,0,18,5
USM Alger,12,4,4,4,17,7,10,16,6
ASO Chlef,12,1,9,2,12,10,2,12,7
Biskra,12,2,5,5,15,9,6,11,8
JS Kabylie,12,2,2,8,8,22,-14,8,9
MC Alger,12,0,6,6,6,10,-4,6,10
El Bayadh,12,0,6,6,3,8,-5,6,11
ES Setif,12,0,6,6,7,17,-10,6,12
Khenchela,12,1,2,9,8,23,-15,5,13
MC Oran,12,0,5,7,2,17,-15,5,14
Paradou AC,12,1,1,10,12,19,-7,4,15
Chelghoum Laid,12,0,0,12,3,44,-41,0,16
CS Constantine,13,12,1,0,24,5,19,37,1
CR Belouizdad,13,12,1,0,23,10,13,37,2
RC Arbaa,13,7,3,3,21,12,9,24,3
Magra,13,6,4,3,11,15,-4,22,4
JS Saoura,13,5,6,2,10,8,2,21,5
USM Alger,13,5,4,4,20,8,12,19,6
ASO Chlef,13,2,9,2,16,10,6,15,7
Biskra,13,2,6,5,15,9,6,12,8
JS Kabylie,13,2,3,8,8,24,-16,9,9
MC Alger,13,1,6,6,7,10,-3,9,10
El Bayadh,13,1,6,6,5,9,-4,9,11
ES Setif,13,1,6,6,9,17,-8,9,12
Khenchela,13,2,2,9,9,24,-15,8,13
MC Oran,13,1,5,7,2,17,-15,8,14
Paradou AC,13,1,1,11,13,21,-8,4,15
Chelghoum Laid,13,0,0,13,4,47,-43,0,16
CR Belouizdad,14,13,1,0,31,10,21,40,1
CS Constantine,14,13,1,0,25,5,20,40,2
RC Arbaa,14,8,3,3,25,12,13,27,3
Magra,14,7,4,3,15,17,-2,25,4
JS Saoura,14,6,6,2,11,9,2,24,5
USM Alger,14,6,4,4,21,8,13,22,6
ASO Chlef,14,2,10,2,16,10,6,16,7
Biskra,14,3,6,5,16,9,7,15,8
JS Kabylie,14,2,4,8,11,26,-15,10,9
MC Alger,14,1,7,6,7,11,-4,10,10
El Bayadh,14,1,7,6,5,9,-4,10,11
ES Setif,14,1,7,6,9,18,-9,10,12
Khenchela,14,2,3,9,12,24,-12,9,13
MC Oran,14,1,6,7,2,18,-16,9,14
Paradou AC,14,1,2,11,13,21,-8,5,15
Chelghoum Laid,14,0,0,14,6,48,-42,0,16
CR Belouizdad,15,14,1,0,32,10,22,43,1
CS Constantine,15,14,1,0,25,5,20,43,2
RC Arbaa,15,9,3,3,32,12,20,30,3
Magra,15,8,4,3,18,17,1,28,4
JS Saoura,15,7,6,2,14,9,5,27,5
USM Alger,15,7,4,4,24,9,15,25,6
Biskra,15,4,6,5,17,10,7,18,7
ASO Chlef,15,2,11,2,16,10,6,17,8
MC Alger,15,2,7,6,11,11,0,13,9
MC Oran,15,2,6,7,3,19,-16,12,10
JS Kabylie,15,2,5,8,15,26,-11,11,11
El Bayadh,15,1,8,6,6,11,-5,11,12
ES Setif,15,1,8,6,9,18,-9,11,13
Khenchela,15,2,4,9,13,24,-11,10,14
Paradou AC,15,1,3,11,13,22,-9,6,15
Chelghoum Laid,15,0,0,15,7,49,-42,0,16
CR Belouizdad,16,15,1,0,33,11,22,46,1
CS Constantine,16,14,2,0,25,5,20,44,2
RC Arbaa,16,10,3,3,33,12,21,33,3
Magra,16,9,4,3,18,18,0,31,4
JS Saoura,16,8,6,2,15,9,6,30,5
USM Alger,16,8,4,4,25,10,15,28,6
Biskra,16,5,6,5,17,12,5,21,7
ASO Chlef,16,2,12,2,17,10,7,18,8
MC Alger,16,2,8,6,12,13,-1,14,9
El Bayadh,16,2,8,6,10,11,-1,14,10
ES Setif,16,2,8,6,12,19,-7,14,11
MC Oran,16,2,7,7,5,20,-15,13,12
JS Kabylie,16,2,6,8,15,27,-12,12,13
Khenchela,16,2,5,9,13,26,-13,11,14
Paradou AC,16,1,4,11,15,23,-8,7,15
Chelghoum Laid,16,0,0,16,8,50,-42,0,16
CR Belouizdad,17,16,1,0,37,11,26,49,1
CS Constantine,17,14,2,1,26,5,21,44,2
RC Arbaa,17,11,3,3,33,12,21,36,3
Magra,17,10,4,3,20,19,1,34,4
JS Saoura,17,9,6,2,16,11,5,33,5
USM Alger,17,9,4,4,28,10,18,31,6
Biskra,17,5,7,5,17,12,5,22,7
ASO Chlef,17,2,12,3,17,13,4,18,8
MC Alger,17,3,8,6,13,14,-1,17,9
ES Setif,17,3,8,6,17,20,-3,17,10
JS Kabylie,17,3,6,8,15,28,-13,15,11
El Bayadh,17,2,9,6,11,11,0,15,12
MC Oran,17,2,8,7,7,21,-14,14,13
Khenchela,17,2,6,9,14,26,-12,12,14
Paradou AC,17,1,5,11,16,23,-7,8,15
Chelghoum Laid,17,0,0,17,8,51,-43,0,16
CR Belouizdad,18,17,1,0,39,12,27,52,1
CS Constantine,18,14,3,1,27,7,20,45,2
RC Arbaa,18,12,3,3,34,12,22,39,3
Magra,18,11,4,3,22,19,3,37,4
JS Saoura,18,10,6,2,18,11,7,36,5
USM Alger,18,10,4,4,31,10,21,34,6
Biskra,18,6,7,5,20,12,8,25,7
JS Kabylie,18,4,6,8,17,29,-12,18,8
El Bayadh,18,3,9,6,11,11,0,18,9
MC Alger,18,3,9,6,13,16,-3,18,10
ES Setif,18,3,9,6,17,21,-4,18,11
ASO Chlef,18,2,12,4,17,18,-1,18,12
Khenchela,18,3,6,9,15,26,-11,15,13
MC Oran,18,2,9,7,7,22,-15,15,14
Paradou AC,18,1,6,11,16,25,-9,9,15
Chelghoum Laid,18,0,0,18,9,53,-44,0,16
CR Belouizdad,19,17,2,0,40,13,27,53,1
CS Constantine,19,14,4,1,27,7,20,46,2
Magra,19,12,4,3,26,20,6,40,3
RC Arbaa,19,12,3,4,36,14,22,39,4
JS Saoura,19,11,6,2,24,11,13,39,5
USM Alger,19,11,4,4,31,10,21,37,6
Biskra,19,6,8,5,20,13,7,26,7
JS Kabylie,19,5,6,8,17,30,-13,21,8
ES Setif,19,4,9,6,19,24,-5,21,9
El Bayadh,19,3,10,6,13,12,1,19,10
MC Alger,19,3,10,6,13,16,-3,19,11
Khenchela,19,4,6,9,16,26,-10,18,12
ASO Chlef,19,2,12,5,18,18,0,18,13
MC Oran,19,2,10,7,7,24,-17,16,14
Paradou AC,19,1,7,11,16,25,-9,10,15
Chelghoum Laid,19,0,0,19,9,54,-45,0,16
CR Belouizdad,20,17,3,0,40,13,27,54,1
CS Constantine,20,14,5,1,27,8,19,47,2
JS Saoura,20,12,6,2,24,11,13,42,3
USM Alger,20,12,4,4,32,11,21,40,4
Magra,20,12,4,4,27,20,7,40,5
RC Arbaa,20,12,3,5,37,14,23,39,6
Biskra,20,6,9,5,20,13,7,27,7
JS Kabylie,20,6,6,8,18,30,-12,24,8
ES Setif,20,5,9,6,20,24,-4,24,9
El Bayadh,20,3,11,6,13,12,1,20,10
MC Alger,20,3,11,6,14,18,-4,20,11
Khenchela,20,4,7,9,19,26,-7,19,12
MC Oran,20,3,10,7,8,25,-17,19,13
ASO Chlef,20,2,12,6,18,22,-4,18,14
Paradou AC,20,1,8,11,17,25,-8,11,15
Chelghoum Laid,20,0,0,20,9,54,-45,0,16
CR Belouizdad,21,17,4,0,40,14,26,55,1
CS Constantine,21,14,6,1,27,11,16,48,2
JS Saoura,21,13,6,2,25,11,14,45,3
USM Alger,21,12,5,4,34,12,22,41,4
Magra,21,12,5,4,27,22,5,41,5
RC Arbaa,21,12,3,6,37,15,22,39,6
Biskra,21,6,10,5,20,15,5,28,7
ES Setif,21,6,9,6,20,26,-6,27,8
JS Kabylie,21,6,7,8,18,30,-12,25,9
Khenchela,21,5,7,9,20,26,-6,22,10
El Bayadh,21,3,12,6,13,12,1,21,11
MC Alger,21,3,12,6,14,18,-4,21,12
MC Oran,21,3,11,7,8,25,-17,20,13
ASO Chlef,21,2,12,7,18,24,-6,18,14
Paradou AC,21,1,9,11,17,25,-8,12,15
Chelghoum Laid,21,0,0,21,9,55,-46,0,16
CR Belouizdad,22,17,5,0,40,16,24,56,1
CS Constantine,22,14,6,2,27,11,16,48,2
JS Saoura,22,14,6,2,27,11,16,48,3
USM Alger,22,12,5,5,35,15,20,41,4
Magra,22,12,5,5,28,24,4,41,5
RC Arbaa,22,12,3,7,38,15,23,39,6
ES Setif,22,7,9,6,21,27,-6,30,7
Biskra,22,6,10,6,21,16,5,28,8
JS Kabylie,22,6,8,8,18,31,-13,26,9
MC Alger,22,4,12,6,14,18,-4,24,10
Khenchela,22,5,8,9,21,27,-6,23,11
MC Oran,22,4,11,7,8,26,-18,23,12
El Bayadh,22,3,13,6,13,12,1,22,13
ASO Chlef,22,2,12,8,18,26,-8,18,14
Paradou AC,22,2,9,11,21,25,-4,15,15
Chelghoum Laid,22,0,0,22,9,55,-46,0,16
CR Belouizdad,23,18,5,0,42,16,26,59,1
CS Constantine,23,14,7,2,28,11,17,49,2
JS Saoura,23,14,7,2,28,11,17,49,3
USM Alger,23,12,6,5,37,18,19,42,4
Magra,23,12,6,5,30,24,6,42,5
RC Arbaa,23,12,3,8,43,16,27,39,6
ES Setif,23,7,10,6,23,27,-4,31,7
Biskra,23,6,11,6,21,20,1,29,8
JS Kabylie,23,6,9,8,18,32,-14,27,9
MC Oran,23,5,11,7,8,28,-20,26,10
El Bayadh,23,4,13,6,13,12,1,25,11
MC Alger,23,4,13,6,14,18,-4,25,12
Khenchela,23,5,9,9,22,27,-5,24,13
ASO Chlef,23,2,12,9,18,29,-11,18,14
Paradou AC,23,2,10,11,22,27,-5,16,15
Chelghoum Laid,23,0,0,23,10,58,-48,0,16
CR Belouizdad,24,19,5,0,44,16,28,62,1
CS Constantine,24,14,8,2,30,13,17,50,2
JS Saoura,24,14,8,2,28,12,16,50,3
USM Alger,24,12,7,5,37,19,18,43,4
Magra,24,12,7,5,30,27,3,43,5
RC Arbaa,24,12,3,9,44,17,27,39,6
ES Setif,24,8,10,6,24,28,-4,34,7
Biskra,24,6,12,6,23,20,3,30,8
MC Alger,24,5,13,6,15,19,-4,28,9
JS Kabylie,24,6,9,9,18,33,-15,27,10
MC Oran,24,5,12,7,8,29,-21,27,11
El Bayadh,24,4,14,6,14,13,1,26,12
Khenchela,24,5,10,9,24,27,-3,25,13
ASO Chlef,24,2,12,10,18,30,-12,18,14
Paradou AC,24,2,11,11,23,27,-4,17,15
Chelghoum Laid,24,0,0,24,10,59,-49,0,16
CR Belouizdad,25,20,5,0,46,17,29,65,1
CS Constantine,25,14,9,2,31,13,18,51,2
JS Saoura,25,14,9,2,30,12,18,51,3
USM Alger,25,12,8,5,38,21,17,44,4
Magra,25,12,8,5,31,27,4,44,5
RC Arbaa,25,12,4,9,44,17,27,40,6
ES Setif,25,9,10,6,25,28,-3,37,7
Biskra,25,6,13,6,23,21,2,31,8
El Bayadh,25,5,14,6,15,14,1,29,9
MC Alger,25,5,14,6,17,19,-2,29,10
JS Kabylie,25,6,10,9,18,33,-15,28,11
MC Oran,25,5,13,7,9,30,-21,28,12
Khenchela,25,5,11,9,24,28,-4,26,13
Paradou AC,25,2,12,11,25,28,-3,18,14
ASO Chlef,25,2,12,11,18,32,-14,18,15
Chelghoum Laid,25,0,0,25,10,60,-50,0,16
CR Belouizdad,26,20,6,0,47,17,30,66,1
JS Saoura,26,14,10,2,32,12,20,52,2
CS Constantine,26,14,10,2,31,13,18,52,3
USM Alger,26,12,9,5,39,23,16,45,4
Magra,26,12,9,5,32,29,3,45,5
RC Arbaa,26,12,4,10,45,18,27,40,6
ES Setif,26,10,10,6,25,28,-3,40,7
Biskra,26,6,14,6,24,21,3,32,8
MC Alger,26,6,14,6,20,19,1,32,9
El Bayadh,26,5,15,6,15,14,1,30,10
MC Oran,26,5,14,7,9,31,-22,29,11
JS Kabylie,26,6,10,10,19,34,-15,28,12
Khenchela,26,5,12,9,24,28,-4,27,13
Paradou AC,26,2,12,12,26,28,-2,18,14
ASO Chlef,26,2,12,12,18,32,-14,18,15
Chelghoum Laid,26,0,0,26,11,62,-51,0,16
CR Belouizdad,27,21,6,0,48,18,30,69,1
CS Constantine,27,15,10,2,34,14,20,55,2
JS Saoura,27,15,10,2,32,12,20,55,3
USM Alger,27,13,9,5,41,24,17,48,4
Magra,27,13,9,5,33,29,4,48,5
RC Arbaa,27,13,4,10,46,19,27,43,6
ES Setif,27,11,10,6,25,28,-3,43,7
Biskra,27,7,14,6,25,21,4,35,8
El Bayadh,27,6,15,6,16,14,2,33,9
MC Alger,27,6,15,6,20,19,1,33,10
MC Oran,27,6,14,7,10,31,-21,32,11
JS Kabylie,27,7,10,10,20,34,-14,31,12
Khenchela,27,6,12,9,24,28,-4,30,13
Paradou AC,27,3,12,12,29,29,0,21,14
ASO Chlef,27,3,12,12,19,34,-15,21,15
Chelghoum Laid,27,0,0,27,11,64,-53,0,16
CR Belouizdad,28,21,7,0,50,19,31,70,1
CS Constantine,28,15,11,2,35,14,21,56,2
JS Saoura,28,15,11,2,32,12,20,56,3
USM Alger,28,13,10,5,41,24,17,49,4
Magra,28,13,10,5,35,29,6,49,5
ES Setif,28,12,10,6,26,28,-2,46,6
RC Arbaa,28,13,4,11,47,20,27,43,7
Biskra,28,7,15,6,27,22,5,36,8
El Bayadh,28,6,16,6,17,14,3,34,9
MC Alger,28,6,16,6,21,19,2,34,10
MC Oran,28,6,15,7,10,33,-23,33,11
JS Kabylie,28,7,10,11,20,34,-14,31,12
Khenchela,28,6,13,9,24,28,-4,31,13
Paradou AC,28,3,12,13,30,30,0,21,14
ASO Chlef,28,3,12,13,19,38,-19,21,15
Chelghoum Laid,28,0,0,28,11,67,-56,0,16
CR Belouizdad,29,21,8,0,50,20,30,71,1
CS Constantine,29,15,12,2,37,15,22,57,2
JS Saoura,29,15,12,2,32,12,20,57,3
USM Alger,29,13,11,5,41,24,17,50,4
Magra,29,13,11,5,36,31,5,50,5
ES Setif,29,13,10,6,27,28,-1,49,6
RC Arbaa,29,13,4,12,47,20,27,43,7
Biskra,29,7,16,6,27,22,5,37,8
El Bayadh,29,6,17,6,17,14,3,35,9
MC Alger,29,6,17,6,21,20,1,35,10
MC Oran,29,6,16,7,10,33,-23,34,11
Khenchela,29,6,14,9,25,29,-4,32,12
JS Kabylie,29,7,10,12,20,34,-14,31,13
Paradou AC,29,3,12,14,31,31,0,21,14
ASO Chlef,29,3,12,14,19,42,-23,21,15
Chelghoum Laid,29,0,0,29,11,68,-57,0,16
CR Belouizdad,30,21,9,0,51,20,31,72,1
JS Saoura,30,15,13,2,32,14,18,58,2
CS Constantine,30,15,12,3,38,18,20,57,3
ES Setif,30,14,10,6,28,28,0,52,4
USM Alger,30,13,11,6,43,24,19,50,5
Magra,30,13,11,6,36,32,4,50,6
RC Arbaa,30,13,4,13,50,22,28,43,7
Biskra,30,7,16,7,28,23,5,37,8
El Bayadh,30,6,17,7,17,15,2,35,9
MC Alger,30,6,17,7,21,21,0,35,10
MC Oran,30,6,16,8,10,33,-23,34,11
Khenchela,30,6,14,10,25,30,-5,32,12
JS Kabylie,30,7,10,13,21,35,-14,31,13
Paradou AC,30,3,12,15,31,31,0,21,14
ASO Chlef,30,3,12,15,20,47,-27,21,15
Chelghoum Laid,30,0,0,30,11,69,-58,0,16
