Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Palermo,5,0,5,0,5,9,-4,5,11
SPAL Ferrara,5,0,4,1,6,2,4,4,12
Benevento,5,0,4,1,9,7,2,4,13
Como,5,0,4,1,5,3,2,4,14
Ascoli,5,0,4,1,7,6,1,4,15
Perugia,5,0,4,1,5,5,0,4,16
Cittadella,5,0,4,1,1,8,-7,4,17
Venezia,5,0,3,2,8,5,3,3,18
Cosenza,5,0,1,4,6,10,-4,1,19
Brescia,5,0,1,4,3,9,-6,1,20
Frosinone,6,6,0,0,10,5,5,18,1
Parma,6,5,1,0,9,3,6,16,2
Bari 1908,6,4,2,0,10,5,5,14,3
Reggina,6,2,4,0,9,5,4,10,4
Palermo,6,1,5,0,5,11,-6,8,5
Genoa,6,0,6,0,4,1,3,6,6
Modena,6,0,6,0,8,6,2,6,7
Ternana,6,0,6,0,8,7,1,6,8
FC Sudtirol,6,0,6,0,3,5,-2,6,9
Pisa,6,0,6,0,5,8,-3,6,10
Cagliari,6,0,6,0,4,7,-3,6,11
Benevento,6,0,5,1,11,7,4,5,12
SPAL Ferrara,6,0,5,1,6,2,4,5,13
Ascoli,6,0,5,1,10,8,2,5,14
Como,6,0,5,1,6,4,2,5,15
Perugia,6,0,5,1,5,5,0,5,16
Cittadella,6,0,5,1,1,10,-9,5,17
Venezia,6,0,4,2,8,8,0,4,18
Brescia,6,0,2,4,4,10,-6,2,19
Cosenza,6,0,1,5,6,11,-5,1,20
Frosinone,7,7,0,0,11,7,4,21,1
Bari 1908,7,5,2,0,11,6,5,17,2
Parma,7,5,2,0,10,6,4,17,3
Reggina,7,3,4,0,11,6,5,13,4
Modena,7,1,6,0,9,7,2,9,5
Genoa,7,1,6,0,4,2,2,9,6
Pisa,7,1,6,0,9,8,1,9,7
Palermo,7,1,6,0,8,13,-5,9,8
Ternana,7,0,7,0,9,8,1,7,9
FC Sudtirol,7,0,7,0,3,5,-2,7,10
Cagliari,7,0,7,0,4,9,-5,7,11
SPAL Ferrara,7,0,6,1,9,3,6,6,12
Benevento,7,0,6,1,12,8,4,6,13
Ascoli,7,0,6,1,12,9,3,6,14
Perugia,7,0,6,1,7,6,1,6,15
Como,7,0,6,1,6,6,0,6,16
Cittadella,7,0,6,1,5,11,-6,6,17
Venezia,7,0,5,2,8,9,-1,5,18
Brescia,7,0,2,5,4,12,-8,2,19
Cosenza,7,0,2,5,7,16,-9,2,20
Frosinone,8,8,0,0,14,8,6,24,1
Parma,8,6,2,0,11,7,4,20,2
Bari 1908,8,5,3,0,14,8,6,18,3
Reggina,8,3,5,0,12,8,4,14,4
Genoa,8,1,7,0,6,2,4,10,5
Modena,8,1,7,0,11,8,3,10,6
Pisa,8,1,7,0,11,11,0,10,7
Palermo,8,1,7,0,10,16,-6,10,8
Como,8,1,6,1,7,6,1,9,9
FC Sudtirol,8,0,8,0,3,7,-4,8,10
Cagliari,8,0,8,0,6,13,-7,8,11
Ascoli,8,0,7,1,14,10,4,7,12
Benevento,8,0,7,1,13,9,4,7,13
Ternana,8,0,7,1,12,10,2,7,14
Cittadella,8,0,7,1,5,11,-6,7,15
SPAL Ferrara,8,0,6,2,10,6,4,6,16
Perugia,8,0,6,2,9,8,1,6,17
Venezia,8,0,5,3,12,10,2,5,18
Brescia,8,0,3,5,4,12,-8,3,19
Cosenza,8,0,2,6,7,17,-10,2,20
Frosinone,9,9,0,0,17,9,8,27,1
Parma,9,7,2,0,13,10,3,23,2
Bari 1908,9,6,3,0,16,11,5,21,3
Reggina,9,4,5,0,13,9,4,17,4
Modena,9,2,7,0,13,9,4,13,5
Palermo,9,2,7,0,12,17,-5,13,6
Genoa,9,1,8,0,7,2,5,11,7
Pisa,9,1,8,0,12,12,0,11,8
Como,9,1,7,1,7,9,-2,10,9
FC Sudtirol,9,0,9,0,4,7,-3,9,10
Cagliari,9,0,9,0,7,14,-7,9,11
Ascoli,9,0,8,1,17,12,5,8,12
Benevento,9,0,8,1,13,9,4,8,13
Ternana,9,0,8,1,14,11,3,8,14
Cittadella,9,0,8,1,5,11,-6,8,15
SPAL Ferrara,9,0,7,2,11,10,1,7,16
Perugia,9,0,7,2,10,9,1,7,17
Venezia,9,0,6,3,12,11,1,6,18
Brescia,9,0,4,5,6,13,-7,4,19
Cosenza,9,0,2,7,9,19,-10,2,20
Frosinone,10,10,0,0,21,9,12,30,1
Parma,10,7,3,0,13,11,2,24,2
Bari 1908,10,6,4,0,17,11,6,22,3
Reggina,10,4,6,0,17,13,4,18,4
Modena,10,3,7,0,13,10,3,16,5
Palermo,10,2,8,0,13,18,-5,14,6
Genoa,10,1,9,0,7,2,5,12,7
Pisa,10,1,9,0,14,13,1,12,8
Ascoli,10,1,8,1,18,13,5,11,9
Como,10,1,8,1,8,13,-5,11,10
FC Sudtirol,10,0,10,0,4,7,-3,10,11
Cagliari,10,0,10,0,11,15,-4,10,12
Benevento,10,0,9,1,15,10,5,9,13
Ternana,10,0,9,1,14,13,1,9,14
Cittadella,10,0,9,1,5,11,-6,9,15
SPAL Ferrara,10,0,8,2,12,12,0,8,16
Perugia,10,0,8,2,10,10,0,8,17
Venezia,10,0,7,3,14,11,3,7,18
Brescia,10,0,5,5,6,15,-9,5,19
Cosenza,10,0,2,8,11,20,-9,2,20
Frosinone,11,10,1,0,22,9,13,31,1
Parma,11,8,3,0,13,11,2,27,2
Bari 1908,11,7,4,0,17,12,5,25,3
Reggina,11,4,7,0,18,14,4,19,4
Modena,11,3,8,0,15,10,5,17,5
Palermo,11,3,8,0,15,19,-4,17,6
Genoa,11,1,10,0,7,3,4,13,7
Pisa,11,1,10,0,15,14,1,13,8
Ascoli,11,1,9,1,19,13,6,12,9
Como,11,1,9,1,8,16,-8,12,10
Benevento,11,0,10,1,16,11,5,10,11
FC Sudtirol,11,0,10,1,5,8,-3,10,12
Cagliari,11,0,10,1,11,17,-6,10,13
SPAL Ferrara,11,0,9,2,15,13,2,9,14
Ternana,11,0,9,2,14,13,1,9,15
Cittadella,11,0,9,2,5,12,-7,9,16
Venezia,11,0,8,3,15,12,3,8,17
Perugia,11,0,8,3,10,10,0,8,18
Brescia,11,0,6,5,7,16,-9,6,19
Cosenza,11,0,2,9,11,23,-12,2,20
Frosinone,12,11,1,0,22,9,13,34,1
Bari 1908,12,8,4,0,18,13,5,28,2
Parma,12,8,4,0,13,12,1,28,3
Reggina,12,4,8,0,20,15,5,20,4
Modena,12,4,8,0,16,11,5,20,5
Palermo,12,3,9,0,15,19,-4,18,6
Genoa,12,1,11,0,7,5,2,14,7
Pisa,12,1,11,0,16,19,-3,14,8
Ascoli,12,1,10,1,20,15,5,13,9
Como,12,1,9,2,9,18,-9,12,10
Benevento,12,0,11,1,19,12,7,11,11
FC Sudtirol,12,0,11,1,5,9,-4,11,12
Cagliari,12,0,11,1,12,18,-6,11,13
SPAL Ferrara,12,0,10,2,17,13,4,10,14
Ternana,12,0,10,2,17,14,3,10,15
Cittadella,12,0,10,2,6,15,-9,10,16
Venezia,12,0,9,3,15,12,3,9,17
Perugia,12,0,9,3,12,12,0,9,18
Brescia,12,0,7,5,9,18,-9,7,19
Cosenza,12,0,2,10,11,24,-13,2,20
Frosinone,13,11,2,0,24,9,15,35,1
Bari 1908,13,9,4,0,22,13,9,31,2
Parma,13,8,5,0,16,12,4,29,3
Modena,13,5,8,0,17,12,5,23,4
Reggina,13,4,9,0,21,15,6,21,5
Palermo,13,3,10,0,16,22,-6,19,6
Genoa,13,1,12,0,9,5,4,15,7
Pisa,13,1,12,0,17,20,-3,15,8
Ascoli,13,1,11,1,20,15,5,14,9
Como,13,1,10,2,9,20,-11,13,10
Benevento,13,0,12,1,22,12,10,12,11
FC Sudtirol,13,0,12,1,5,10,-5,12,12
Cagliari,13,0,12,1,12,21,-9,12,13
SPAL Ferrara,13,0,11,2,18,15,3,11,14
Cittadella,13,0,11,2,6,17,-11,11,15
Venezia,13,0,10,3,17,14,3,10,16
Ternana,13,0,10,3,17,15,2,10,17
Perugia,13,0,10,3,14,13,1,10,18
Brescia,13,0,7,6,10,19,-9,7,19
Cosenza,13,0,2,11,11,25,-14,2,20
Frosinone,14,12,2,0,27,12,15,38,1
Bari 1908,14,10,4,0,24,13,11,34,2
Parma,14,8,6,0,18,12,6,30,3
Modena,14,6,8,0,20,14,6,26,4
Reggina,14,4,10,0,22,17,5,22,5
Palermo,14,3,11,0,18,22,-4,20,6
Genoa,14,2,12,0,10,5,5,18,7
Pisa,14,1,13,0,19,21,-2,16,8
Ascoli,14,1,11,2,22,18,4,14,9
Como,14,1,11,2,10,20,-10,14,10
Benevento,14,0,13,1,22,12,10,13,11
SPAL Ferrara,14,0,12,2,19,16,3,12,12
FC Sudtirol,14,0,12,2,6,10,-4,12,13
Cagliari,14,0,12,2,13,23,-10,12,14
Cittadella,14,0,12,2,8,18,-10,12,15
Venezia,14,0,11,3,19,15,4,11,16
Perugia,14,0,11,3,16,14,2,11,17
Ternana,14,0,10,4,17,16,1,10,18
Brescia,14,0,8,6,11,19,-8,8,19
Cosenza,14,0,2,12,12,27,-15,2,20
Frosinone,15,13,2,0,29,12,17,41,1
Bari 1908,15,11,4,0,27,13,14,37,2
Parma,15,9,6,0,20,13,7,33,3
Modena,15,7,8,0,21,18,3,29,4
Reggina,15,4,11,0,22,19,3,23,5
Genoa,15,3,12,0,13,5,8,21,6
Palermo,15,3,12,0,18,22,-4,21,7
Pisa,15,2,13,0,19,21,-2,19,8
Ascoli,15,1,12,2,24,18,6,15,9
Como,15,1,12,2,11,21,-10,15,10
Venezia,15,1,11,3,21,16,5,14,11
Benevento,15,0,13,2,23,12,11,13,12
SPAL Ferrara,15,0,13,2,20,17,3,13,13
FC Sudtirol,15,0,13,2,7,11,-4,13,14
Cagliari,15,0,13,2,15,25,-10,13,15
Cittadella,15,0,13,2,8,20,-12,13,16
Perugia,15,0,12,3,16,14,2,12,17
Ternana,15,0,11,4,21,17,4,11,18
Brescia,15,0,9,6,12,22,-10,9,19
Cosenza,15,0,2,13,13,27,-14,2,20
Frosinone,16,14,2,0,32,12,20,44,1
Bari 1908,16,12,4,0,31,13,18,40,2
Parma,16,9,7,0,21,13,8,34,3
Modena,16,8,8,0,24,19,5,32,4
Reggina,16,5,11,0,23,21,2,26,5
Genoa,16,3,13,0,14,5,9,22,6
Pisa,16,3,13,0,20,22,-2,22,7
Palermo,16,3,13,0,19,24,-5,22,8
Ascoli,16,1,13,2,24,18,6,16,9
SPAL Ferrara,16,1,13,2,23,17,6,16,10
Como,16,1,13,2,12,22,-10,16,11
Venezia,16,1,12,3,22,20,2,15,12
Benevento,16,0,14,2,23,12,11,14,13
FC Sudtirol,16,0,14,2,13,12,1,14,14
Cagliari,16,0,14,2,15,25,-10,14,15
Cittadella,16,0,14,2,10,20,-10,14,16
Perugia,16,0,13,3,18,14,4,13,17
Ternana,16,0,12,4,22,18,4,12,18
Brescia,16,0,9,7,13,23,-10,9,19
Cosenza,16,0,2,14,17,28,-11,2,20
Frosinone,17,15,2,0,33,13,20,47,1
Bari 1908,17,13,4,0,37,13,24,43,2
Parma,17,9,7,1,22,15,7,34,3
Modena,17,8,9,0,26,22,4,33,4
Reggina,17,5,12,0,24,22,2,27,5
Genoa,17,4,13,0,15,6,9,25,6
Pisa,17,4,13,0,22,23,-1,25,7
Palermo,17,3,14,0,21,25,-4,23,8
Como,17,2,13,2,14,23,-9,19,9
Ascoli,17,1,14,2,25,19,6,17,10
SPAL Ferrara,17,1,14,2,25,21,4,17,11
Cagliari,17,1,14,2,17,26,-9,17,12
Venezia,17,1,13,3,26,21,5,16,13
Benevento,17,0,15,2,23,13,10,15,14
FC Sudtirol,17,0,15,2,14,12,2,15,15
Cittadella,17,0,15,2,10,20,-10,15,16
Perugia,17,0,14,3,18,16,2,14,17
Ternana,17,0,13,4,23,19,4,13,18
Brescia,17,0,10,7,14,25,-11,10,19
Cosenza,17,0,3,14,17,30,-13,3,20
Frosinone,18,16,2,0,36,14,22,50,1
Bari 1908,18,14,4,0,39,13,26,46,2
Modena,18,9,9,0,28,24,4,36,3
Parma,18,9,8,1,23,16,7,35,4
Genoa,18,5,13,0,15,6,9,28,5
Pisa,18,5,13,0,24,23,1,28,6
Reggina,18,5,12,1,26,24,2,27,7
Palermo,18,4,14,0,22,27,-5,26,8
Como,18,2,14,2,14,23,-9,20,9
Ascoli,18,1,15,2,25,19,6,18,10
SPAL Ferrara,18,1,15,2,27,22,5,18,11
Cagliari,18,1,15,2,18,26,-8,18,12
Perugia,18,1,14,3,19,16,3,17,13
Venezia,18,1,13,4,29,23,6,16,14
Benevento,18,0,16,2,23,13,10,16,15
FC Sudtirol,18,0,16,2,15,12,3,16,16
Cittadella,18,0,15,3,10,21,-11,15,17
Ternana,18,0,13,5,23,22,1,13,18
Brescia,18,0,10,8,15,25,-10,10,19
Cosenza,18,0,4,14,18,31,-13,4,20
Frosinone,19,17,2,0,37,15,22,53,1
Bari 1908,19,15,4,0,47,13,34,49,2
Modena,19,9,10,0,28,26,2,37,3
Parma,19,9,9,1,24,18,6,36,4
Genoa,19,6,13,0,16,7,9,31,5
Pisa,19,6,13,0,30,23,7,31,6
Reggina,19,5,13,1,29,24,5,28,7
Palermo,19,4,15,0,23,29,-6,27,8
Ascoli,19,2,15,2,28,21,7,21,9
Como,19,2,14,3,16,25,-9,20,10
SPAL Ferrara,19,1,16,2,27,23,4,19,11
FC Sudtirol,19,1,16,2,16,15,1,19,12
Cagliari,19,1,16,2,18,26,-8,19,13
Perugia,19,1,15,3,24,18,6,18,14
Venezia,19,1,14,4,30,24,6,17,15
Benevento,19,0,17,2,25,13,12,17,16
Cittadella,19,0,16,3,12,22,-10,16,17
Ternana,19,0,14,5,24,25,-1,14,18
Brescia,19,0,10,9,15,29,-14,10,19
Cosenza,19,0,5,14,18,32,-14,5,20
Frosinone,20,18,2,0,39,16,23,56,1
Bari 1908,20,16,4,0,50,13,37,52,2
Modena,20,9,11,0,31,28,3,38,3
Parma,20,9,10,1,26,19,7,37,4
Genoa,20,7,13,0,17,8,9,34,5
Pisa,20,7,13,0,31,23,8,34,6
Reggina,20,6,13,1,32,24,8,31,7
Palermo,20,4,15,1,23,30,-7,27,8
Ascoli,20,2,16,2,29,21,8,22,9
Como,20,2,15,3,17,29,-12,21,10
Benevento,20,1,17,2,26,13,13,20,11
SPAL Ferrara,20,1,17,2,28,23,5,20,12
FC Sudtirol,20,1,17,2,17,16,1,20,13
Cagliari,20,1,17,2,18,26,-8,20,14
Perugia,20,1,16,3,25,19,6,19,15
Venezia,20,1,15,4,30,25,5,18,16
Cittadella,20,0,16,4,13,22,-9,16,17
Ternana,20,0,15,5,24,26,-2,15,18
Brescia,20,0,11,9,17,29,-12,11,19
Cosenza,20,0,6,14,18,32,-14,6,20
Frosinone,21,19,2,0,39,16,23,59,1
Bari 1908,21,17,4,0,50,13,37,55,2
Modena,21,9,12,0,35,30,5,39,3
Parma,21,9,11,1,27,19,8,38,4
Genoa,21,8,13,0,17,8,9,37,5
Pisa,21,8,13,0,33,26,7,37,6
Reggina,21,7,13,1,32,24,8,34,7
Palermo,21,4,16,1,25,30,-5,28,8
Cagliari,21,2,17,2,21,27,-6,23,9
Ascoli,21,2,16,3,29,24,5,22,10
Como,21,2,15,4,18,31,-13,21,11
Benevento,21,1,18,2,28,14,14,21,12
SPAL Ferrara,21,1,18,2,28,23,5,21,13
FC Sudtirol,21,1,18,2,17,16,1,21,14
Perugia,21,1,17,3,27,20,7,20,15
Venezia,21,1,16,4,31,26,5,19,16
Cittadella,21,0,17,4,14,22,-8,17,17
Ternana,21,0,16,5,25,29,-4,16,18
Brescia,21,0,12,9,22,30,-8,12,19
Cosenza,21,0,7,14,19,33,-14,7,20
Frosinone,22,20,2,0,41,16,25,62,1
Bari 1908,22,17,5,0,51,13,38,56,2
Modena,22,10,12,0,36,30,6,42,3
Pisa,22,9,13,0,35,26,9,40,4
Genoa,22,9,13,0,17,8,9,40,5
Parma,22,9,12,1,29,21,8,39,6
Reggina,22,8,13,1,34,24,10,37,7
Palermo,22,4,17,1,25,30,-5,29,8
Cagliari,22,2,18,2,22,28,-6,24,9
Ascoli,22,2,17,3,30,25,5,23,10
SPAL Ferrara,22,1,19,2,29,25,4,22,11
FC Sudtirol,22,1,19,2,17,17,0,22,12
Como,22,2,15,5,20,31,-11,21,13
Benevento,22,1,18,3,30,15,15,21,14
Perugia,22,1,18,3,28,21,7,21,15
Venezia,22,1,17,4,32,27,5,20,16
Cittadella,22,0,18,4,15,23,-8,18,17
Ternana,22,0,17,5,25,32,-7,17,18
Brescia,22,0,13,9,22,30,-8,13,19
Cosenza,22,0,8,14,21,33,-12,8,20
Frosinone,23,21,2,0,43,16,27,65,1
Bari 1908,23,17,6,0,52,14,38,57,2
Pisa,23,10,13,0,37,26,11,43,3
Modena,23,10,13,0,38,30,8,43,4
Genoa,23,9,14,0,17,10,7,41,5
Reggina,23,9,13,1,37,25,12,40,6
Parma,23,9,13,1,31,22,9,40,7
Palermo,23,4,18,1,26,32,-6,30,8
Cagliari,23,3,18,2,24,30,-6,27,9
FC Sudtirol,23,2,19,2,20,18,2,25,10
Ascoli,23,2,18,3,32,28,4,24,11
Venezia,23,2,17,4,34,29,5,23,12
SPAL Ferrara,23,1,20,2,30,29,1,23,13
Como,23,2,16,5,21,33,-12,22,14
Benevento,23,1,19,3,30,16,14,22,15
Perugia,23,1,19,3,30,21,9,22,16
Cittadella,23,0,19,4,17,26,-9,19,17
Ternana,23,0,18,5,27,32,-5,18,18
Brescia,23,0,13,10,24,31,-7,13,19
Cosenza,23,0,8,15,22,34,-12,8,20
Frosinone,24,22,2,0,47,17,30,68,1
Bari 1908,24,18,6,0,54,14,40,60,2
Pisa,24,10,14,0,39,27,12,44,3
Genoa,24,10,14,0,21,10,11,44,4
Reggina,24,10,13,1,40,27,13,43,5
Modena,24,10,13,1,39,33,6,43,6
Parma,24,9,14,1,31,24,7,41,7
Palermo,24,4,19,1,26,32,-6,31,8
Cagliari,24,3,19,2,24,33,-9,28,9
FC Sudtirol,24,2,20,2,21,20,1,26,10
SPAL Ferrara,24,2,20,2,31,31,0,26,11
Ascoli,24,2,19,3,33,30,3,25,12
Venezia,24,2,18,4,34,30,4,24,13
Como,24,2,17,5,22,34,-12,23,14
Perugia,24,1,20,3,35,22,13,23,15
Benevento,24,1,20,3,30,18,12,23,16
Cittadella,24,0,20,4,18,27,-9,20,17
Ternana,24,0,19,5,29,32,-3,19,18
Brescia,24,0,14,10,25,32,-7,14,19
Cosenza,24,0,9,15,23,34,-11,9,20
Frosinone,25,23,2,0,50,17,33,71,1
Bari 1908,25,19,6,0,57,14,43,63,2
Pisa,25,11,14,0,39,27,12,47,3
Reggina,25,11,13,1,44,27,17,46,4
Modena,25,11,13,1,41,36,5,46,5
Genoa,25,10,15,0,22,11,11,45,6
Parma,25,10,14,1,33,24,9,44,7
Palermo,25,4,20,1,28,32,-4,32,8
FC Sudtirol,25,3,20,2,24,20,4,29,9
Cagliari,25,3,20,2,25,33,-8,29,10
SPAL Ferrara,25,2,21,2,31,31,0,27,11
Ascoli,25,2,20,3,34,31,3,26,12
Venezia,25,2,18,5,35,33,2,24,13
Como,25,2,18,5,23,36,-13,24,14
Perugia,25,1,21,3,36,23,13,24,15
Benevento,25,1,21,3,32,20,12,24,16
Ternana,25,1,19,5,30,32,-2,22,17
Cittadella,25,0,21,4,18,27,-9,21,18
Brescia,25,0,14,11,26,34,-8,14,19
Cosenza,25,0,10,15,24,36,-12,10,20
Frosinone,26,24,2,0,53,19,34,74,1
Bari 1908,26,20,6,0,58,15,43,66,2
Reggina,26,12,13,1,45,27,18,49,3
Pisa,26,11,15,0,39,28,11,48,4
Modena,26,11,14,1,43,37,6,47,5
Genoa,26,10,16,0,25,11,14,46,6
Parma,26,10,15,1,34,26,8,45,7
Palermo,26,4,21,1,28,34,-6,33,8
FC Sudtirol,26,3,21,2,24,20,4,30,9
Cagliari,26,3,21,2,26,33,-7,30,10
Perugia,26,2,21,3,37,23,14,27,11
SPAL Ferrara,26,2,21,3,31,35,-4,27,12
Ascoli,26,2,20,4,35,32,3,26,13
Venezia,26,2,19,5,36,35,1,25,14
Como,26,2,18,6,24,36,-12,24,15
Benevento,26,1,21,4,33,21,12,24,16
Ternana,26,1,20,5,30,32,-2,23,17
Cittadella,26,0,21,5,19,29,-10,21,18
Brescia,26,0,14,12,28,37,-9,14,19
Cosenza,26,0,10,16,27,37,-10,10,20
Frosinone,27,25,2,0,54,19,35,77,1
Bari 1908,27,20,7,0,58,16,42,67,2
Reggina,27,13,13,1,45,29,16,52,3
Pisa,27,12,15,0,41,29,12,51,4
Genoa,27,11,16,0,26,11,15,49,5
Modena,27,11,15,1,47,38,9,48,6
Parma,27,10,16,1,35,26,9,46,7
Palermo,27,4,22,1,28,34,-6,34,8
FC Sudtirol,27,3,22,2,24,20,4,31,9
Cagliari,27,3,22,2,26,33,-7,31,10
Perugia,27,2,22,3,38,23,15,28,11
SPAL Ferrara,27,2,22,3,33,35,-2,28,12
Ascoli,27,2,21,4,37,34,3,27,13
Venezia,27,2,19,6,37,36,1,25,14
Como,27,2,19,6,25,37,-12,25,15
Benevento,27,1,22,4,34,23,11,25,16
Ternana,27,1,21,5,31,33,-2,24,17
Cittadella,27,0,22,5,19,31,-12,22,18
Brescia,27,0,14,13,29,39,-10,14,19
Cosenza,27,0,11,16,27,38,-11,11,20
Frosinone,28,26,2,0,54,19,35,80,1
Bari 1908,28,21,7,0,58,16,42,70,2
Reggina,28,14,13,1,47,29,18,55,3
Pisa,28,13,15,0,43,30,13,54,4
Genoa,28,11,17,0,27,11,16,50,5
Modena,28,11,16,1,51,40,11,49,6
Parma,28,10,17,1,37,27,10,47,7
Palermo,28,4,23,1,30,35,-5,35,8
FC Sudtirol,28,3,23,2,26,20,6,32,9
Cagliari,28,3,23,2,26,33,-7,32,10
SPAL Ferrara,28,2,23,3,37,39,-2,29,11
Perugia,28,2,22,4,38,23,15,28,12
Ascoli,28,2,22,4,38,35,3,28,13
Venezia,28,2,20,6,38,38,0,26,14
Como,28,2,20,6,25,39,-14,26,15
Benevento,28,1,23,4,35,24,11,26,16
Ternana,28,1,22,5,31,34,-3,25,17
Cittadella,28,0,23,5,20,34,-14,23,18
Brescia,28,0,14,14,29,42,-13,14,19
Cosenza,28,0,11,17,27,39,-12,11,20
Frosinone,29,27,2,0,58,20,38,83,1
Bari 1908,29,21,8,0,59,17,42,71,2
Reggina,29,15,13,1,47,30,17,58,3
Pisa,29,14,15,0,43,31,12,57,4
Genoa,29,11,18,0,27,13,14,51,5
Modena,29,11,16,2,51,42,9,49,6
Parma,29,10,17,2,38,27,11,47,7
Palermo,29,4,23,2,30,37,-7,35,8
Cagliari,29,4,23,2,26,34,-8,35,9
FC Sudtirol,29,3,24,2,28,20,8,33,10
Perugia,29,2,23,4,39,26,13,29,11
SPAL Ferrara,29,2,23,4,37,42,-5,29,12
Ascoli,29,2,22,5,38,38,0,28,13
Venezia,29,2,20,7,38,46,-8,26,14
Como,29,2,20,7,25,43,-18,26,15
Benevento,29,1,23,5,35,28,7,26,16
Ternana,29,1,23,5,33,35,-2,26,17
Cittadella,29,0,23,6,21,35,-14,23,18
Brescia,29,0,14,15,29,48,-19,14,19
Cosenza,29,0,11,18,27,40,-13,11,20
Frosinone,30,28,2,0,59,21,38,86,1
