Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Olympique de Khouribga,13,0,4,9,8,6,2,4,15
Ittihad Tanger,13,0,1,12,4,28,-24,1,16
FAR de Rabat,14,10,4,0,28,8,20,34,1
FUS de Rabat,14,9,5,0,14,10,4,32,2
Raja Casablanca,14,8,6,0,16,6,10,30,3
Wydad AC,14,7,7,0,11,6,5,28,4
Olympique de Safi,14,6,6,2,23,11,12,24,5
Renaissance de Berkane,14,3,10,1,22,11,11,19,6
Maghrib de Fes,14,3,9,2,13,20,-7,18,7
Union de Touarga,14,1,11,2,10,10,0,14,8
Jeunesse Sportive Soualem,14,2,7,5,19,11,8,13,9
Mouloudia Oujda,14,2,7,5,18,19,-1,13,10
Difaa Jadida,14,2,7,5,13,18,-5,13,11
Hassania US Agadir,14,1,9,4,10,17,-7,12,12
SC Chabab Mohammedia,14,1,8,5,9,20,-11,11,13
Moghreb de Tetouan,14,1,5,8,23,24,-1,8,14
Olympique de Khouribga,14,0,4,10,9,6,3,4,15
Ittihad Tanger,14,0,1,13,4,28,-24,1,16
FAR de Rabat,15,11,4,0,30,9,21,37,1
FUS de Rabat,15,10,5,0,15,11,4,35,2
Raja Casablanca,15,8,7,0,16,8,8,31,3
Wydad AC,15,8,7,0,11,7,4,31,4
Olympique de Safi,15,6,7,2,23,13,10,25,5
Renaissance de Berkane,15,3,11,1,23,11,12,20,6
Maghrib de Fes,15,3,10,2,13,21,-8,19,7
Jeunesse Sportive Soualem,15,3,7,5,20,11,9,16,8
Union de Touarga,15,1,12,2,10,10,0,15,9
Mouloudia Oujda,15,2,8,5,20,20,0,14,10
Difaa Jadida,15,2,8,5,13,20,-7,14,11
SC Chabab Mohammedia,15,2,8,5,10,20,-10,14,12
Hassania US Agadir,15,1,10,4,12,17,-5,13,13
Moghreb de Tetouan,15,1,6,8,27,24,3,9,14
Olympique de Khouribga,15,0,4,11,9,7,2,4,15
Ittihad Tanger,15,0,1,14,4,29,-25,1,16
FAR de Rabat,16,12,4,0,30,9,21,40,1
FUS de Rabat,16,11,5,0,15,13,2,38,2
Raja Casablanca,16,8,8,0,18,9,9,32,3
Wydad AC,16,8,8,0,11,9,2,32,4
Olympique de Safi,16,6,8,2,23,14,9,26,5
Renaissance de Berkane,16,3,12,1,23,11,12,21,6
Maghrib de Fes,16,3,11,2,13,23,-10,20,7
Jeunesse Sportive Soualem,16,4,7,5,24,11,13,19,8
Union de Touarga,16,1,13,2,11,11,0,16,9
Mouloudia Oujda,16,2,9,5,22,22,0,15,10
Difaa Jadida,16,2,9,5,13,21,-8,15,11
SC Chabab Mohammedia,16,2,9,5,10,22,-12,15,12
Hassania US Agadir,16,1,10,5,13,17,-4,13,13
Moghreb de Tetouan,16,1,7,8,29,26,3,10,14
Olympique de Khouribga,16,0,5,11,10,7,3,5,15
Ittihad Tanger,16,0,1,15,4,32,-28,1,16
FAR de Rabat,17,12,5,0,31,11,20,41,1
FUS de Rabat,17,12,5,0,17,15,2,41,2
Raja Casablanca,17,9,8,0,21,10,11,35,3
Wydad AC,17,8,9,0,11,9,2,33,4
Olympique de Safi,17,6,9,2,23,14,9,27,5
Maghrib de Fes,17,4,11,2,15,24,-9,23,6
Renaissance de Berkane,17,3,13,1,24,11,13,22,7
Jeunesse Sportive Soualem,17,4,8,5,24,15,9,20,8
Union de Touarga,17,1,14,2,11,11,0,17,9
Difaa Jadida,17,2,10,5,14,22,-8,16,10
SC Chabab Mohammedia,17,2,10,5,10,22,-12,16,11
Mouloudia Oujda,17,2,9,6,22,24,-2,15,12
Hassania US Agadir,17,1,11,5,14,19,-5,14,13
Moghreb de Tetouan,17,2,7,8,29,26,3,13,14
Olympique de Khouribga,17,0,5,12,10,12,-2,5,15
Ittihad Tanger,17,0,1,16,5,34,-29,1,16
FUS de Rabat,18,13,5,0,18,15,3,44,1
FAR de Rabat,18,12,6,0,33,11,22,42,2
Raja Casablanca,18,10,8,0,22,10,12,38,3
Wydad AC,18,9,9,0,12,9,3,36,4
Olympique de Safi,18,7,9,2,26,15,11,30,5
Maghrib de Fes,18,4,12,2,16,24,-8,24,6
Jeunesse Sportive Soualem,18,5,8,5,25,15,10,23,7
Renaissance de Berkane,18,3,14,1,28,11,17,23,8
Union de Touarga,18,2,14,2,13,11,2,20,9
Mouloudia Oujda,18,2,10,6,24,24,0,16,10
Difaa Jadida,18,2,10,6,15,24,-9,16,11
SC Chabab Mohammedia,18,2,10,6,10,23,-13,16,12
Hassania US Agadir,18,1,12,5,15,22,-7,15,13
Moghreb de Tetouan,18,2,8,8,31,28,3,14,14
Olympique de Khouribga,18,0,6,12,10,14,-4,6,15
Ittihad Tanger,18,0,1,17,5,34,-29,1,16
FUS de Rabat,19,14,5,0,22,16,6,47,1
FAR de Rabat,19,13,6,0,34,11,23,45,2
Raja Casablanca,19,11,8,0,24,14,10,41,3
Wydad AC,19,10,9,0,12,9,3,39,4
Olympique de Safi,19,8,9,2,26,15,11,33,5
Renaissance de Berkane,19,4,14,1,31,12,19,26,6
Maghrib de Fes,19,4,13,2,17,24,-7,25,7
Jeunesse Sportive Soualem,19,5,9,5,25,16,9,24,8
Union de Touarga,19,2,15,2,13,11,2,21,9
Mouloudia Oujda,19,3,10,6,28,24,4,19,10
Difaa Jadida,19,3,10,6,16,24,-8,19,11
Hassania US Agadir,19,2,12,5,17,22,-5,18,12
Moghreb de Tetouan,19,3,8,8,32,28,4,17,13
SC Chabab Mohammedia,19,2,10,7,11,24,-13,16,14
Olympique de Khouribga,19,0,7,12,10,15,-5,7,15
Ittihad Tanger,19,0,1,18,5,38,-33,1,16
FAR de Rabat,20,14,6,0,36,11,25,48,1
FUS de Rabat,20,14,6,0,24,16,8,48,2
Raja Casablanca,20,11,9,0,24,14,10,42,3
Wydad AC,20,11,9,0,13,9,4,42,4
Olympique de Safi,20,9,9,2,27,15,12,36,5
Renaissance de Berkane,20,4,15,1,31,13,18,27,6
Maghrib de Fes,20,4,14,2,19,25,-6,26,7
Jeunesse Sportive Soualem,20,5,10,5,26,19,7,25,8
Union de Touarga,20,3,15,2,13,11,2,24,9
Mouloudia Oujda,20,3,11,6,29,25,4,20,10
Difaa Jadida,20,3,11,6,16,26,-10,20,11
Hassania US Agadir,20,2,13,5,17,22,-5,19,12
Moghreb de Tetouan,20,3,8,9,34,28,6,17,13
SC Chabab Mohammedia,20,2,10,8,14,24,-10,16,14
Olympique de Khouribga,20,0,8,12,10,15,-5,8,15
Ittihad Tanger,20,0,1,19,5,40,-35,1,16
FAR de Rabat,21,15,6,0,37,12,25,51,1
FUS de Rabat,21,15,6,0,25,16,9,51,2
Raja Casablanca,21,12,9,0,24,14,10,45,3
Wydad AC,21,11,10,0,13,9,4,43,4
Olympique de Safi,21,9,10,2,28,17,11,37,5
Renaissance de Berkane,21,5,15,1,31,13,18,30,6
Maghrib de Fes,21,5,14,2,19,25,-6,29,7
Jeunesse Sportive Soualem,21,5,10,6,26,20,6,25,8
Union de Touarga,21,3,16,2,13,12,1,25,9
Mouloudia Oujda,21,3,12,6,30,26,4,21,10
Difaa Jadida,21,3,12,6,16,26,-10,21,11
Hassania US Agadir,21,2,14,5,18,23,-5,20,12
Moghreb de Tetouan,21,3,8,10,36,29,7,17,13
SC Chabab Mohammedia,21,2,11,8,16,26,-10,17,14
Olympique de Khouribga,21,0,8,13,10,16,-6,8,15
Ittihad Tanger,21,0,2,19,5,41,-36,2,16
FAR de Rabat,22,16,6,0,38,13,25,54,1
FUS de Rabat,22,15,7,0,26,17,9,52,2
Raja Casablanca,22,12,10,0,25,17,8,46,3
Wydad AC,22,12,10,0,14,9,5,46,4
Olympique de Safi,22,10,10,2,29,18,11,40,5
Renaissance de Berkane,22,5,16,1,31,15,16,31,6
Maghrib de Fes,22,5,15,2,19,27,-8,30,7
Jeunesse Sportive Soualem,22,5,11,6,28,20,8,26,8
Union de Touarga,22,3,17,2,14,15,-1,26,9
Mouloudia Oujda,22,3,12,7,30,26,4,21,10
Difaa Jadida,22,3,12,7,16,29,-13,21,11
Hassania US Agadir,22,2,14,6,18,25,-7,20,12
SC Chabab Mohammedia,22,2,12,8,19,26,-7,18,13
Moghreb de Tetouan,22,3,8,11,36,34,2,17,14
Olympique de Khouribga,22,0,8,14,10,16,-6,8,15
Ittihad Tanger,22,0,2,20,5,43,-38,2,16
FAR de Rabat,23,17,6,0,41,14,27,57,1
FUS de Rabat,23,15,8,0,27,18,9,53,2
Raja Casablanca,23,12,11,0,27,17,10,47,3
Wydad AC,23,12,11,0,16,9,7,47,4
Olympique de Safi,23,10,11,2,29,18,11,41,5
Renaissance de Berkane,23,5,17,1,31,15,16,32,6
Maghrib de Fes,23,5,16,2,20,27,-7,31,7
Jeunesse Sportive Soualem,23,6,11,6,31,23,8,29,8
Union de Touarga,23,3,17,3,15,15,0,26,9
Mouloudia Oujda,23,3,12,8,31,28,3,21,10
Difaa Jadida,23,3,12,8,16,30,-14,21,11
Hassania US Agadir,23,2,14,7,18,26,-8,20,12
SC Chabab Mohammedia,23,2,13,8,19,27,-8,19,13
Moghreb de Tetouan,23,3,9,11,36,34,2,18,14
Olympique de Khouribga,23,0,8,15,11,16,-5,8,15
Ittihad Tanger,23,0,2,21,5,46,-41,2,16
FAR de Rabat,24,18,6,0,44,15,29,60,1
FUS de Rabat,24,15,9,0,27,20,7,54,2
Raja Casablanca,24,12,12,0,29,18,11,48,3
Wydad AC,24,12,12,0,16,11,5,48,4
Olympique de Safi,24,10,12,2,29,19,10,42,5
Renaissance de Berkane,24,5,17,2,31,16,15,32,6
Maghrib de Fes,24,5,16,3,21,29,-8,31,7
Jeunesse Sportive Soualem,24,6,12,6,31,24,7,30,8
Union de Touarga,24,3,18,3,17,17,0,27,9
Mouloudia Oujda,24,3,12,9,32,31,1,21,10
Difaa Jadida,24,3,12,9,16,32,-16,21,11
SC Chabab Mohammedia,24,2,14,8,19,29,-10,20,12
Hassania US Agadir,24,2,14,8,18,28,-10,20,13
Moghreb de Tetouan,24,3,10,11,37,34,3,19,14
Olympique de Khouribga,24,0,8,16,11,16,-5,8,15
Ittihad Tanger,24,0,2,22,8,46,-38,2,16
FAR de Rabat,25,19,6,0,44,18,26,63,1
FUS de Rabat,25,16,9,0,29,20,9,57,2
Raja Casablanca,25,13,12,0,30,18,12,51,3
Wydad AC,25,13,12,0,17,12,5,51,4
Olympique de Safi,25,10,12,3,29,19,10,42,5
Renaissance de Berkane,25,5,18,2,31,18,13,33,6
Maghrib de Fes,25,5,17,3,23,29,-6,32,7
Jeunesse Sportive Soualem,25,6,13,6,33,25,8,31,8
Union de Touarga,25,3,19,3,19,17,2,28,9
Mouloudia Oujda,25,3,13,9,33,31,2,22,10
Difaa Jadida,25,3,13,9,18,34,-16,22,11
Hassania US Agadir,25,2,15,8,18,29,-11,21,12
Moghreb de Tetouan,25,3,11,11,39,35,4,20,13
SC Chabab Mohammedia,25,2,14,9,19,31,-12,20,14
Olympique de Khouribga,25,0,9,16,11,16,-5,9,15
Ittihad Tanger,25,0,2,23,8,47,-39,2,16
FAR de Rabat,26,20,6,0,45,18,27,66,1
FUS de Rabat,26,17,9,0,29,21,8,60,2
Raja Casablanca,26,13,13,0,31,18,13,52,3
Wydad AC,26,13,13,0,20,13,7,52,4
Olympique de Safi,26,11,12,3,30,19,11,45,5
Renaissance de Berkane,26,5,19,2,31,19,12,34,6
Maghrib de Fes,26,5,18,3,27,29,-2,33,7
Jeunesse Sportive Soualem,26,6,14,6,34,26,8,32,8
Union de Touarga,26,3,20,3,20,19,1,29,9
Mouloudia Oujda,26,3,14,9,33,34,-1,23,10
Difaa Jadida,26,3,13,10,18,35,-17,22,11
Hassania US Agadir,26,2,16,8,19,29,-10,22,12
Moghreb de Tetouan,26,3,12,11,41,35,6,21,13
SC Chabab Mohammedia,26,2,15,9,19,33,-14,21,14
Olympique de Khouribga,26,0,9,17,11,17,-6,9,15
Ittihad Tanger,26,0,2,24,8,51,-43,2,16
FAR de Rabat,27,21,6,0,50,18,32,69,1
FUS de Rabat,27,18,9,0,32,21,11,63,2
Raja Casablanca,27,14,13,0,31,20,11,55,3
Wydad AC,27,14,13,0,21,15,6,55,4
Olympique de Safi,27,11,13,3,31,19,12,46,5
Renaissance de Berkane,27,5,20,2,33,20,13,35,6
Maghrib de Fes,27,5,19,3,29,31,-2,34,7
Jeunesse Sportive Soualem,27,6,15,6,34,27,7,33,8
Union de Touarga,27,3,21,3,23,21,2,30,9
Mouloudia Oujda,27,3,15,9,33,38,-5,24,10
Difaa Jadida,27,3,14,10,20,37,-17,23,11
Hassania US Agadir,27,2,17,8,19,30,-11,23,12
SC Chabab Mohammedia,27,2,16,9,19,33,-14,22,13
Moghreb de Tetouan,27,3,12,12,41,37,4,21,14
Olympique de Khouribga,27,0,9,18,11,18,-7,9,15
Ittihad Tanger,27,0,2,25,8,51,-43,2,16
FAR de Rabat,28,22,6,0,50,19,31,72,1
FUS de Rabat,28,18,10,0,32,21,11,64,2
Raja Casablanca,28,14,14,0,32,20,12,56,3
Wydad AC,28,14,14,0,24,16,8,56,4
Olympique de Safi,28,12,13,3,31,21,10,49,5
Renaissance de Berkane,28,5,21,2,33,20,13,36,6
Maghrib de Fes,28,5,20,3,29,31,-2,35,7
Jeunesse Sportive Soualem,28,6,16,6,34,29,5,34,8
Union de Touarga,28,3,22,3,23,23,0,31,9
Mouloudia Oujda,28,3,16,9,34,39,-5,25,10
Difaa Jadida,28,3,15,10,20,37,-17,24,11
Hassania US Agadir,28,2,18,8,19,31,-12,24,12
SC Chabab Mohammedia,28,2,17,9,21,35,-14,23,13
Moghreb de Tetouan,28,3,13,12,43,38,5,22,14
Olympique de Khouribga,28,0,9,19,11,18,-7,9,15
Ittihad Tanger,28,0,2,26,8,53,-45,2,16
FAR de Rabat,29,23,6,0,52,19,33,75,1
FUS de Rabat,29,19,10,0,32,22,10,67,2
Raja Casablanca,29,15,14,0,34,20,14,59,3
Wydad AC,29,15,14,0,25,16,9,59,4
Olympique de Safi,29,12,14,3,32,22,10,50,5
Renaissance de Berkane,29,5,22,2,33,22,11,37,6
Maghrib de Fes,29,5,21,3,29,31,-2,36,7
Jeunesse Sportive Soualem,29,6,17,6,34,30,4,35,8
Union de Touarga,29,3,23,3,24,23,1,32,9
Mouloudia Oujda,29,3,17,9,36,40,-4,26,10
Difaa Jadida,29,3,16,10,23,38,-15,25,11
Hassania US Agadir,29,2,19,8,21,31,-10,25,12
SC Chabab Mohammedia,29,2,18,9,22,35,-13,24,13
Moghreb de Tetouan,29,3,14,12,44,38,6,23,14
Olympique de Khouribga,29,0,10,19,12,19,-7,10,15
Ittihad Tanger,29,0,2,27,8,55,-47,2,16
FAR de Rabat,30,24,6,0,52,19,33,78,1
FUS de Rabat,30,19,11,0,32,22,10,68,2
Raja Casablanca,30,15,15,0,34,20,14,60,3
Wydad AC,30,15,15,0,26,16,10,60,4
Olympique de Safi,30,13,14,3,33,22,11,53,5
Renaissance de Berkane,30,5,23,2,34,22,12,38,6
Maghrib de Fes,30,5,22,3,31,32,-1,37,7
Jeunesse Sportive Soualem,30,6,18,6,34,31,3,36,8
Union de Touarga,30,3,24,3,25,24,1,33,9
Mouloudia Oujda,30,3,17,10,37,43,-6,26,10
Difaa Jadida,30,3,16,11,23,38,-15,25,11
Hassania US Agadir,30,2,19,9,21,32,-11,25,12
SC Chabab Mohammedia,30,2,18,10,22,36,-14,24,13
Moghreb de Tetouan,30,3,14,13,46,38,8,23,14
Olympique de Khouribga,30,0,10,20,13,20,-7,10,15
Ittihad Tanger,30,0,2,28,8,56,-48,2,16
