Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Sparta Rotterdam,9,4,5,0,18,11,7,17,6
Heerenveen,9,4,4,1,10,10,0,16,7
Waalwijk,9,4,3,2,15,11,4,15,8
NEC Nijmegen,9,3,5,1,17,4,13,14,9
Utrecht,9,2,5,2,14,12,2,11,10
For Sittard,9,2,5,2,11,13,-2,11,11
Vitesse,9,2,4,3,8,15,-7,10,12
Go Ahead Eagles,9,1,4,4,14,14,0,7,13
Groningen,9,1,3,5,8,14,-6,6,14
Volendam,9,0,2,7,8,16,-8,2,15
Excelsior,9,0,2,7,9,19,-10,2,16
FC Emmen,9,0,2,7,3,14,-11,2,17
Cambuur,9,0,1,8,9,21,-12,1,18
PSV Eindhoven,10,10,0,0,33,11,22,30,1
Ajax Amsterdam,10,8,2,0,21,6,15,26,2
Feyenoord Rotterdam,10,8,2,0,19,4,15,26,3
Twente Enschede,10,7,3,0,10,11,-1,24,4
AZ Alkmaar,10,6,3,1,17,8,9,21,5
Sparta Rotterdam,10,5,5,0,19,11,8,20,6
Waalwijk,10,5,3,2,18,11,7,18,7
NEC Nijmegen,10,4,5,1,19,4,15,17,8
Heerenveen,10,4,5,1,11,12,-1,17,9
Utrecht,10,3,5,2,15,13,2,14,10
For Sittard,10,3,5,2,14,14,0,14,11
Vitesse,10,2,4,4,9,19,-10,10,12
Go Ahead Eagles,10,1,5,4,15,17,-2,8,13
Groningen,10,1,3,6,9,15,-6,6,14
Excelsior,10,0,3,7,11,19,-8,3,15
Volendam,10,0,3,7,9,18,-9,3,16
FC Emmen,10,0,3,7,6,17,-11,3,17
Cambuur,10,0,1,9,9,24,-15,1,18
PSV Eindhoven,11,11,0,0,35,13,22,33,1
Ajax Amsterdam,11,9,2,0,25,6,19,29,2
Feyenoord Rotterdam,11,9,2,0,24,5,19,29,3
Twente Enschede,11,8,3,0,12,11,1,27,4
AZ Alkmaar,11,7,3,1,19,8,11,24,5
Sparta Rotterdam,11,6,5,0,21,12,9,23,6
Heerenveen,11,5,5,1,12,13,-1,20,7
Waalwijk,11,5,4,2,18,14,4,19,8
NEC Nijmegen,11,4,6,1,20,6,14,18,9
For Sittard,11,3,6,2,16,14,2,15,10
Utrecht,11,3,6,2,16,14,2,15,11
Vitesse,11,2,5,4,12,21,-9,11,12
Go Ahead Eagles,11,1,6,4,15,19,-4,9,13
Groningen,11,1,4,6,10,15,-5,7,14
Excelsior,11,0,4,7,12,20,-8,4,15
Volendam,11,0,3,8,11,19,-8,3,16
FC Emmen,11,0,3,8,6,19,-13,3,17
Cambuur,11,0,2,9,9,24,-15,2,18
PSV Eindhoven,12,12,0,0,38,14,24,36,1
Ajax Amsterdam,12,10,2,0,27,6,21,32,2
Feyenoord Rotterdam,12,10,2,0,26,5,21,32,3
Twente Enschede,12,9,3,0,17,12,5,30,4
Sparta Rotterdam,12,7,5,0,22,12,10,26,5
AZ Alkmaar,12,7,4,1,23,9,14,25,6
NEC Nijmegen,12,5,6,1,22,8,14,21,7
Heerenveen,12,5,6,1,15,17,-2,21,8
Waalwijk,12,5,5,2,18,16,2,20,9
Utrecht,12,4,6,2,18,15,3,18,10
For Sittard,12,4,6,2,17,14,3,18,11
Vitesse,12,3,5,4,13,21,-8,14,12
Go Ahead Eagles,12,2,6,4,20,23,-3,12,13
Groningen,12,1,4,7,10,17,-7,7,14
Excelsior,12,1,4,7,12,20,-8,7,15
Volendam,12,0,4,8,12,19,-7,4,16
FC Emmen,12,0,4,8,7,20,-13,4,17
Cambuur,12,0,2,10,9,26,-17,2,18
PSV Eindhoven,13,13,0,0,42,17,25,39,1
Ajax Amsterdam,13,11,2,0,29,7,22,35,2
Feyenoord Rotterdam,13,11,2,0,28,7,21,35,3
Twente Enschede,13,10,3,0,20,13,7,33,4
AZ Alkmaar,13,8,4,1,28,9,19,28,5
Sparta Rotterdam,13,7,6,0,25,12,13,27,6
NEC Nijmegen,13,6,6,1,24,8,16,24,7
Waalwijk,13,6,5,2,21,18,3,23,8
Heerenveen,13,5,6,2,16,20,-4,21,9
Utrecht,13,4,7,2,20,15,5,19,10
For Sittard,13,4,7,2,18,15,3,19,11
Go Ahead Eagles,13,3,6,4,21,23,-2,15,12
Vitesse,13,3,6,4,15,25,-10,15,13
Groningen,13,1,4,8,10,19,-9,7,14
Excelsior,13,1,4,8,14,24,-10,7,15
FC Emmen,13,0,5,8,10,21,-11,5,16
Volendam,13,0,4,9,12,19,-7,4,17
Cambuur,13,0,3,10,9,26,-17,3,18
PSV Eindhoven,14,14,0,0,44,17,27,42,1
Feyenoord Rotterdam,14,12,2,0,30,7,23,38,2
Ajax Amsterdam,14,11,2,1,29,7,22,35,3
Twente Enschede,14,10,4,0,21,13,8,34,4
AZ Alkmaar,14,9,4,1,34,9,25,31,5
NEC Nijmegen,14,7,6,1,26,9,17,27,6
Sparta Rotterdam,14,7,6,1,25,14,11,27,7
Waalwijk,14,7,5,2,22,19,3,26,8
Heerenveen,14,6,6,2,18,20,-2,24,9
Utrecht,14,5,7,2,24,16,8,22,10
For Sittard,14,4,7,3,18,15,3,19,11
Go Ahead Eagles,14,3,6,5,22,25,-3,15,12
Vitesse,14,3,6,5,16,28,-12,15,13
Groningen,14,1,5,8,10,19,-9,8,14
FC Emmen,14,1,5,8,12,23,-11,8,15
Excelsior,14,1,4,9,14,24,-10,7,16
Volendam,14,0,4,10,13,21,-8,4,17
Cambuur,14,0,3,11,10,26,-16,3,18
PSV Eindhoven,15,15,0,0,45,18,27,45,1
Feyenoord Rotterdam,15,13,2,0,33,8,25,41,2
Ajax Amsterdam,15,12,2,1,32,11,21,38,3
Twente Enschede,15,11,4,0,22,13,9,37,4
AZ Alkmaar,15,10,4,1,38,9,29,34,5
Sparta Rotterdam,15,8,6,1,26,15,11,30,6
Waalwijk,15,8,5,2,24,19,5,29,7
NEC Nijmegen,15,7,7,1,27,9,18,28,8
Utrecht,15,6,7,2,28,16,12,25,9
Heerenveen,15,6,6,3,19,21,-2,24,10
For Sittard,15,5,7,3,18,16,2,22,11
Vitesse,15,4,6,5,17,29,-12,18,12
Go Ahead Eagles,15,3,7,5,24,26,-2,16,13
Groningen,15,1,6,8,10,21,-11,9,14
Excelsior,15,1,5,9,17,26,-9,8,15
FC Emmen,15,1,5,9,13,23,-10,8,16
Volendam,15,0,5,10,14,24,-10,5,17
Cambuur,15,0,3,12,10,27,-17,3,18
PSV Eindhoven,16,15,1,0,45,20,25,46,1
Feyenoord Rotterdam,16,14,2,0,33,8,25,44,2
Ajax Amsterdam,16,13,2,1,35,11,24,41,3
Twente Enschede,16,11,5,0,22,14,8,38,4
AZ Alkmaar,16,11,4,1,41,9,32,37,5
NEC Nijmegen,16,8,7,1,29,10,19,31,6
Sparta Rotterdam,16,8,6,2,27,16,11,30,7
Waalwijk,16,8,6,2,25,21,4,30,8
Utrecht,16,6,7,3,30,18,12,25,9
Heerenveen,16,6,6,4,20,22,-2,24,10
For Sittard,16,5,7,4,19,21,-2,22,11
Go Ahead Eagles,16,4,7,5,27,26,1,19,12
Vitesse,16,4,7,5,19,30,-11,19,13
Groningen,16,1,7,8,11,23,-12,10,14
Excelsior,16,1,6,9,18,28,-10,9,15
FC Emmen,16,1,5,10,14,27,-13,8,16
Volendam,16,0,6,10,17,26,-9,6,17
Cambuur,16,0,4,12,10,29,-19,4,18
PSV Eindhoven,17,16,1,0,48,21,27,49,1
Feyenoord Rotterdam,17,15,2,0,35,8,27,47,2
Ajax Amsterdam,17,14,2,1,38,12,26,44,3
Twente Enschede,17,12,5,0,23,14,9,41,4
AZ Alkmaar,17,12,4,1,45,11,34,40,5
NEC Nijmegen,17,9,7,1,30,11,19,34,6
Sparta Rotterdam,17,8,7,2,28,18,10,31,7
Waalwijk,17,8,6,3,25,22,3,30,8
Utrecht,17,7,7,3,30,20,10,28,9
Heerenveen,17,6,7,4,20,23,-3,25,10
Go Ahead Eagles,17,5,7,5,29,28,1,22,11
For Sittard,17,5,7,5,20,21,-1,22,12
Vitesse,17,5,7,5,21,30,-9,22,13
Groningen,17,1,7,9,11,25,-14,10,14
Volendam,17,1,6,10,22,26,-4,9,15
Excelsior,17,1,6,10,18,30,-12,9,16
FC Emmen,17,1,6,10,15,27,-12,9,17
Cambuur,17,0,4,13,10,33,-23,4,18
Feyenoord Rotterdam,18,16,2,0,38,10,28,50,1
PSV Eindhoven,18,16,2,0,48,22,26,50,2
Ajax Amsterdam,18,15,2,1,43,13,30,47,3
Twente Enschede,18,13,5,0,27,15,12,44,4
AZ Alkmaar,18,13,4,1,48,13,35,43,5
NEC Nijmegen,18,10,7,1,32,11,21,37,6
Sparta Rotterdam,18,9,7,2,30,18,12,34,7
Waalwijk,18,9,6,3,26,23,3,33,8
Utrecht,18,8,7,3,34,21,13,31,9
Heerenveen,18,6,8,4,20,24,-4,26,10
Go Ahead Eagles,18,5,8,5,29,29,0,23,11
Vitesse,18,5,8,5,23,31,-8,23,12
For Sittard,18,5,7,6,22,23,-1,22,13
FC Emmen,18,1,7,10,16,29,-13,10,14
Groningen,18,1,7,10,12,27,-15,10,15
Volendam,18,1,6,11,23,29,-6,9,16
Excelsior,18,1,6,11,19,31,-12,9,17
Cambuur,18,0,4,14,10,33,-23,4,18
Feyenoord Rotterdam,19,17,2,0,44,10,34,53,1
PSV Eindhoven,19,16,3,0,49,23,26,51,2
Ajax Amsterdam,19,16,2,1,45,17,28,50,3
Twente Enschede,19,14,5,0,29,15,14,47,4
AZ Alkmaar,19,14,4,1,51,13,38,46,5
NEC Nijmegen,19,10,8,1,32,12,20,38,6
Sparta Rotterdam,19,10,7,2,31,18,13,37,7
Utrecht,19,9,7,3,34,23,11,34,8
Waalwijk,19,9,6,4,27,25,2,33,9
Heerenveen,19,7,8,4,22,25,-3,29,10
For Sittard,19,6,7,6,25,24,1,25,11
Go Ahead Eagles,19,5,8,6,30,32,-2,23,12
Vitesse,19,5,8,6,23,34,-11,23,13
Groningen,19,1,8,10,13,29,-16,11,14
Excelsior,19,1,7,11,22,32,-10,10,15
FC Emmen,19,1,7,11,16,30,-14,10,16
Volendam,19,1,6,12,23,29,-6,9,17
Cambuur,19,0,4,15,10,35,-25,4,18
Feyenoord Rotterdam,20,18,2,0,48,10,38,56,1
Ajax Amsterdam,20,17,2,1,51,18,33,53,2
PSV Eindhoven,20,16,4,0,53,25,28,52,3
Twente Enschede,20,15,5,0,30,16,14,50,4
AZ Alkmaar,20,15,4,1,54,15,39,49,5
Sparta Rotterdam,20,11,7,2,35,18,17,40,6
NEC Nijmegen,20,10,8,2,32,15,17,38,7
Utrecht,20,9,8,3,34,25,9,35,8
Waalwijk,20,9,6,5,28,26,2,33,9
Heerenveen,20,7,8,5,24,29,-5,29,10
Go Ahead Eagles,20,6,8,6,35,32,3,26,11
Vitesse,20,6,8,6,24,35,-11,26,12
For Sittard,20,6,7,7,26,27,-1,25,13
Excelsior,20,1,8,11,25,35,-10,11,14
Groningen,20,1,8,11,13,30,-17,11,15
Volendam,20,1,7,12,24,32,-8,10,16
FC Emmen,20,1,7,12,17,33,-16,10,17
Cambuur,20,0,4,16,11,40,-29,4,18
Feyenoord Rotterdam,21,19,2,0,49,11,38,59,1
Ajax Amsterdam,21,18,2,1,58,18,40,56,2
PSV Eindhoven,21,17,4,0,56,27,29,55,3
Twente Enschede,21,16,5,0,30,17,13,53,4
AZ Alkmaar,21,15,5,1,56,15,41,50,5
NEC Nijmegen,21,11,8,2,35,15,20,41,6
Sparta Rotterdam,21,11,8,2,35,19,16,41,7
Utrecht,21,9,9,3,34,26,8,36,8
Waalwijk,21,9,7,5,29,27,2,34,9
Heerenveen,21,7,9,5,25,31,-6,30,10
Go Ahead Eagles,21,7,8,6,37,32,5,29,11
Vitesse,21,6,8,7,24,39,-15,26,12
For Sittard,21,6,7,8,27,27,0,25,13
Volendam,21,1,8,12,26,34,-8,11,14
Excelsior,21,1,8,12,26,36,-10,11,15
Groningen,21,1,8,12,16,32,-16,11,16
FC Emmen,21,1,8,12,17,34,-17,11,17
Cambuur,21,0,4,17,11,42,-31,4,18
Feyenoord Rotterdam,22,20,2,0,50,13,37,62,1
Ajax Amsterdam,22,19,2,1,65,20,45,59,2
PSV Eindhoven,22,18,4,0,59,27,32,58,3
Twente Enschede,22,17,5,0,34,17,17,56,4
AZ Alkmaar,22,16,5,1,61,15,46,53,5
Sparta Rotterdam,22,12,8,2,35,21,14,44,6
NEC Nijmegen,22,11,8,3,36,15,21,41,7
Utrecht,22,10,9,3,36,26,10,39,8
Waalwijk,22,10,7,5,30,28,2,37,9
Heerenveen,22,7,10,5,26,32,-6,31,10
Go Ahead Eagles,22,7,9,6,38,33,5,30,11
For Sittard,22,6,8,8,27,28,-1,26,12
Vitesse,22,6,8,8,24,39,-15,26,13
FC Emmen,22,1,9,12,17,36,-19,12,14
Volendam,22,1,8,13,26,35,-9,11,15
Excelsior,22,1,8,13,26,40,-14,11,16
Groningen,22,1,8,13,16,35,-19,11,17
Cambuur,22,0,4,18,12,45,-33,4,18
Feyenoord Rotterdam,23,21,2,0,52,13,39,65,1
Ajax Amsterdam,23,20,2,1,65,20,45,62,2
PSV Eindhoven,23,19,4,0,63,28,35,61,3
Twente Enschede,23,18,5,0,35,17,18,59,4
AZ Alkmaar,23,16,6,1,62,16,46,54,5
Sparta Rotterdam,23,13,8,2,37,21,16,47,6
NEC Nijmegen,23,11,9,3,36,16,20,42,7
Utrecht,23,11,9,3,36,28,8,42,8
Waalwijk,23,10,8,5,32,31,1,38,9
Heerenveen,23,7,11,5,27,32,-5,32,10
Go Ahead Eagles,23,7,9,7,39,38,1,30,11
For Sittard,23,6,9,8,32,29,3,27,12
Vitesse,23,6,8,9,26,43,-17,26,13
Excelsior,23,1,9,13,28,41,-13,12,14
FC Emmen,23,1,9,13,18,38,-20,12,15
Volendam,23,1,8,14,27,39,-12,11,16
Groningen,23,1,8,14,16,36,-20,11,17
Cambuur,23,0,4,19,13,47,-34,4,18
Feyenoord Rotterdam,24,22,2,0,52,14,38,68,1
Ajax Amsterdam,24,21,2,1,67,22,45,65,2
PSV Eindhoven,24,19,5,0,65,29,36,62,3
Twente Enschede,24,19,5,0,35,17,18,62,4
AZ Alkmaar,24,16,7,1,64,16,48,55,5
Sparta Rotterdam,24,14,8,2,39,21,18,50,6
Utrecht,24,12,9,3,41,29,12,45,7
NEC Nijmegen,24,11,10,3,36,18,18,43,8
Waalwijk,24,10,8,6,34,33,1,38,9
Go Ahead Eagles,24,8,9,7,40,40,0,33,10
Heerenveen,24,7,12,5,27,32,-5,33,11
For Sittard,24,6,9,9,32,32,0,27,12
Vitesse,24,6,8,10,27,45,-18,26,13
Volendam,24,1,9,14,30,42,-12,12,14
Excelsior,24,1,9,14,29,43,-14,12,15
FC Emmen,24,1,9,14,18,40,-22,12,16
Groningen,24,1,8,15,16,38,-22,11,17
Cambuur,24,0,4,20,13,49,-36,4,18
Feyenoord Rotterdam,25,23,2,0,58,15,43,71,1
Ajax Amsterdam,25,22,2,1,73,22,51,68,2
Twente Enschede,25,20,5,0,35,19,16,65,3
PSV Eindhoven,25,19,6,0,66,33,33,63,4
AZ Alkmaar,25,16,8,1,66,17,49,56,5
Sparta Rotterdam,25,15,8,2,40,23,17,53,6
Utrecht,25,12,9,4,43,31,12,45,7
NEC Nijmegen,25,11,10,4,36,21,15,43,8
Waalwijk,25,10,8,7,34,38,-4,38,9
Go Ahead Eagles,25,8,9,8,40,44,-4,33,10
Heerenveen,25,7,12,6,28,33,-5,33,11
For Sittard,25,6,9,10,32,34,-2,27,12
Vitesse,25,6,8,11,27,49,-22,26,13
Volendam,25,1,10,14,31,43,-12,13,14
FC Emmen,25,1,10,14,18,41,-23,13,15
Excelsior,25,1,9,15,31,47,-16,12,16
Groningen,25,1,8,16,16,44,-28,11,17
Cambuur,25,0,4,21,13,51,-38,4,18
Feyenoord Rotterdam,26,24,2,0,61,15,46,74,1
Ajax Amsterdam,26,23,2,1,79,22,57,71,2
Twente Enschede,26,21,5,0,36,19,17,68,3
PSV Eindhoven,26,20,6,0,70,35,35,66,4
AZ Alkmaar,26,17,8,1,67,18,49,59,5
Sparta Rotterdam,26,15,9,2,40,23,17,54,6
Utrecht,26,13,9,4,43,31,12,48,7
NEC Nijmegen,26,12,10,4,38,21,17,46,8
Waalwijk,26,11,8,7,34,38,-4,41,9
Heerenveen,26,7,13,6,28,35,-7,34,10
Go Ahead Eagles,26,8,9,9,40,46,-6,33,11
For Sittard,26,6,10,10,33,35,-2,28,12
Vitesse,26,6,9,11,29,50,-21,27,13
Volendam,26,1,11,14,32,43,-11,14,14
FC Emmen,26,1,10,15,18,43,-25,13,15
Excelsior,26,1,9,16,31,48,-17,12,16
Groningen,26,1,9,16,18,47,-29,12,17
Cambuur,26,0,4,22,13,51,-38,4,18
Feyenoord Rotterdam,27,25,2,0,63,16,47,77,1
Ajax Amsterdam,27,24,2,1,81,24,57,74,2
Twente Enschede,27,22,5,0,39,20,19,71,3
PSV Eindhoven,27,21,6,0,72,36,36,69,4
AZ Alkmaar,27,18,8,1,70,19,51,62,5
Sparta Rotterdam,27,16,9,2,41,24,17,57,6
Utrecht,27,13,9,5,44,33,11,48,7
NEC Nijmegen,27,12,11,4,39,21,18,47,8
Waalwijk,27,11,9,7,35,40,-5,42,9
Heerenveen,27,7,14,6,30,35,-5,35,10
Go Ahead Eagles,27,8,9,10,41,48,-7,33,11
For Sittard,27,6,10,11,37,40,-3,28,12
Vitesse,27,6,9,12,31,52,-21,27,13
Volendam,27,1,11,15,34,44,-10,14,14
FC Emmen,27,1,10,16,19,48,-29,13,15
Excelsior,27,1,9,17,31,53,-22,12,16
Groningen,27,1,9,17,18,50,-32,12,17
Cambuur,27,0,4,23,13,52,-39,4,18
Feyenoord Rotterdam,28,26,2,0,63,16,47,80,1
Ajax Amsterdam,28,25,2,1,85,24,61,77,2
Twente Enschede,28,23,5,0,42,21,21,74,3
PSV Eindhoven,28,22,6,0,72,37,35,72,4
AZ Alkmaar,28,19,8,1,73,20,53,65,5
Sparta Rotterdam,28,17,9,2,41,24,17,60,6
NEC Nijmegen,28,13,11,4,40,21,19,50,7
Utrecht,28,13,9,6,45,36,9,48,8
Waalwijk,28,12,9,7,39,41,-2,45,9
Heerenveen,28,7,15,6,31,36,-5,36,10
Go Ahead Eagles,28,8,10,10,43,48,-5,34,11
For Sittard,28,6,11,11,38,43,-5,29,12
Vitesse,28,6,10,12,33,53,-20,28,13
Volendam,28,1,11,16,35,45,-10,14,14
Excelsior,28,1,10,17,32,53,-21,13,15
FC Emmen,28,1,10,17,19,49,-30,13,16
Groningen,28,1,10,17,18,51,-33,13,17
Cambuur,28,0,4,24,15,54,-39,4,18
Feyenoord Rotterdam,29,26,3,0,63,17,46,81,1
Ajax Amsterdam,29,25,3,1,89,27,62,78,2
Twente Enschede,29,24,5,0,42,21,21,77,3
PSV Eindhoven,29,23,6,0,74,39,35,75,4
AZ Alkmaar,29,19,9,1,74,20,54,66,5
Sparta Rotterdam,29,18,9,2,45,24,21,63,6
NEC Nijmegen,29,13,12,4,42,21,21,51,7
Utrecht,29,13,10,6,45,39,6,49,8
Waalwijk,29,12,9,8,41,41,0,45,9
Heerenveen,29,7,16,6,31,38,-7,37,10
Go Ahead Eagles,29,8,10,11,45,48,-3,34,11
For Sittard,29,6,11,12,39,47,-8,29,12
Vitesse,29,6,10,13,35,53,-18,28,13
Volendam,29,1,11,17,39,48,-9,14,14
Excelsior,29,1,10,18,32,55,-23,13,15
FC Emmen,29,1,10,18,20,54,-34,13,16
Groningen,29,1,10,18,19,55,-36,13,17
Cambuur,29,0,4,25,15,58,-43,4,18
Feyenoord Rotterdam,30,27,3,0,65,17,48,84,1
Ajax Amsterdam,30,26,3,1,93,29,64,81,2
Twente Enschede,30,24,6,0,44,22,22,78,3
