Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Gangwon FC,18,2,13,3,36,30,6,19,7
Daegu FC,18,2,12,4,23,28,-5,18,8
Suwon City FC,18,2,12,4,20,31,-11,18,9
FC Seoul,18,1,14,3,14,16,-2,17,10
Suwon Bluewings,18,1,13,4,19,24,-5,16,11
Seongnam FC,18,0,2,16,16,24,-8,2,12
Ulsan Hyundai,19,14,5,0,24,18,6,47,1
Jeonbuk FC,19,11,8,0,34,19,15,41,2
Pohang Steelers,19,4,15,0,21,19,2,27,3
Incheon United,19,2,16,1,21,23,-2,22,4
Jeju United,19,2,15,2,24,24,0,21,5
Gimcheon Sangmu,19,2,14,3,28,20,8,20,6
Gangwon FC,19,2,14,3,37,30,7,20,7
Daegu FC,19,2,13,4,25,30,-5,19,8
Suwon City FC,19,2,13,4,21,32,-11,19,9
FC Seoul,19,1,15,3,18,16,2,18,10
Suwon Bluewings,19,1,14,4,19,26,-7,17,11
Seongnam FC,19,0,2,17,17,25,-8,2,12
Ulsan Hyundai,20,15,5,0,25,19,6,50,1
Jeonbuk FC,20,11,9,0,35,20,15,42,2
Pohang Steelers,20,4,16,0,23,20,3,28,3
Incheon United,20,2,17,1,22,24,-2,23,4
Jeju United,20,2,16,2,24,24,0,22,5
Gimcheon Sangmu,20,2,15,3,32,21,11,21,6
Gangwon FC,20,2,15,3,38,32,6,21,7
Daegu FC,20,2,14,4,25,33,-8,20,8
Suwon City FC,20,2,14,4,23,33,-10,20,9
FC Seoul,20,1,16,3,18,18,0,19,10
Suwon Bluewings,20,1,15,4,20,26,-6,18,11
Seongnam FC,20,0,2,18,17,26,-9,2,12
Ulsan Hyundai,21,16,5,0,26,19,7,53,1
Jeonbuk FC,21,12,9,0,35,20,15,45,2
Pohang Steelers,21,5,16,0,24,21,3,31,3
Incheon United,21,2,18,1,23,25,-2,24,4
Jeju United,21,2,17,2,26,26,0,23,5
Gimcheon Sangmu,21,2,16,3,33,22,11,22,6
Gangwon FC,21,2,16,3,39,32,7,22,7
Daegu FC,21,2,15,4,25,34,-9,21,8
Suwon City FC,21,2,15,4,25,35,-10,21,9
FC Seoul,21,1,17,3,19,20,-1,20,10
Suwon Bluewings,21,1,16,4,23,28,-5,19,11
Seongnam FC,21,0,2,19,18,31,-13,2,12
Ulsan Hyundai,22,16,6,0,27,19,8,54,1
Jeonbuk FC,22,12,10,0,36,21,15,46,2
Pohang Steelers,22,6,16,0,24,22,2,34,3
Incheon United,22,2,19,1,25,26,-1,25,4
Jeju United,22,2,18,2,26,27,-1,24,5
Gimcheon Sangmu,22,2,17,3,34,24,10,23,6
Gangwon FC,22,2,17,3,39,32,7,23,7
Daegu FC,22,2,15,5,26,35,-9,21,8
Suwon City FC,22,2,15,5,26,35,-9,21,9
FC Seoul,22,1,17,4,20,21,-1,20,10
Suwon Bluewings,22,1,16,5,23,32,-9,19,11
Seongnam FC,22,0,2,20,19,31,-12,2,12
