Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
SV Ried,5,0,2,3,3,5,-2,2,9
Austria Lustenau,5,0,1,4,8,10,-2,1,10
TSV Hartberg,5,0,1,4,4,11,-7,1,11
Wolfsberger AC,5,0,1,4,1,11,-10,1,12
RB Salzburg,6,6,0,0,15,1,14,18,1
Sturm Graz,6,5,1,0,10,3,7,16,2
Rapid Wien,6,3,1,2,15,9,6,10,3
LASK Linz,6,3,1,2,10,8,2,10,4
Austria Wien,6,2,3,1,9,13,-4,9,5
WSG Tirol,6,2,2,2,13,10,3,8,6
SK Austria Klagenfurt,6,2,2,2,13,18,-5,8,7
Wolfsberger AC,6,1,1,4,3,12,-9,4,8
SCR Altach,6,0,2,4,9,10,-1,2,9
SV Ried,6,0,2,4,3,7,-4,2,10
Austria Lustenau,6,0,1,5,10,10,0,1,11
TSV Hartberg,6,0,1,5,4,13,-9,1,12
RB Salzburg,7,7,0,0,16,1,15,21,1
Sturm Graz,7,6,1,0,10,3,7,19,2
LASK Linz,7,4,1,2,12,8,4,13,3
Austria Wien,7,3,3,1,11,13,-2,12,4
Rapid Wien,7,3,2,2,16,10,6,11,5
WSG Tirol,7,3,2,2,16,10,6,11,6
SK Austria Klagenfurt,7,3,2,2,13,18,-5,11,7
Wolfsberger AC,7,1,1,5,4,17,-13,4,8
SCR Altach,7,0,3,4,10,11,-1,3,9
Austria Lustenau,7,0,2,5,11,12,-1,2,10
SV Ried,7,0,2,5,3,9,-6,2,11
TSV Hartberg,7,0,1,6,7,15,-8,1,12
RB Salzburg,8,7,1,0,16,2,14,22,1
Sturm Graz,8,7,1,0,14,4,10,22,2
LASK Linz,8,5,1,2,12,11,1,16,3
Austria Wien,8,4,3,1,12,15,-3,15,4
WSG Tirol,8,4,2,2,19,11,8,14,5
SK Austria Klagenfurt,8,4,2,2,17,18,-1,14,6
Rapid Wien,8,3,3,2,19,12,7,12,7
Wolfsberger AC,8,2,1,5,6,18,-12,7,8
SCR Altach,8,0,3,5,10,16,-6,3,9
Austria Lustenau,8,0,2,6,12,15,-3,2,10
SV Ried,8,0,2,6,3,9,-6,2,11
TSV Hartberg,8,0,1,7,9,17,-8,1,12
RB Salzburg,9,8,1,0,19,2,17,25,1
Sturm Graz,9,7,2,0,17,5,12,23,2
LASK Linz,9,5,1,3,13,11,2,16,3
Rapid Wien,9,4,3,2,21,14,7,15,4
Austria Wien,9,4,3,2,13,15,-2,15,5
WSG Tirol,9,4,2,3,19,11,8,14,6
SK Austria Klagenfurt,9,4,2,3,17,20,-3,14,7
Wolfsberger AC,9,3,1,5,8,20,-12,10,8
SCR Altach,9,0,3,6,13,17,-4,3,9
Austria Lustenau,9,0,3,6,12,16,-4,3,10
SV Ried,9,0,2,7,4,11,-7,2,11
TSV Hartberg,9,0,1,8,10,19,-9,1,12
RB Salzburg,10,9,1,0,23,2,21,28,1
Sturm Graz,10,7,3,0,17,5,12,24,2
LASK Linz,10,6,1,3,15,11,4,19,3
Rapid Wien,10,5,3,2,22,14,8,18,4
Austria Wien,10,4,4,2,15,15,0,16,5
SK Austria Klagenfurt,10,4,3,3,19,22,-3,15,6
WSG Tirol,10,4,2,4,19,14,5,14,7
Wolfsberger AC,10,3,1,6,8,24,-16,10,8
Austria Lustenau,10,0,4,6,16,16,0,4,9
SCR Altach,10,0,3,7,15,19,-4,3,10
SV Ried,10,0,2,8,4,13,-9,2,11
TSV Hartberg,10,0,2,8,10,20,-10,2,12
RB Salzburg,11,10,1,0,25,2,23,31,1
Sturm Graz,11,8,3,0,18,6,12,27,2
LASK Linz,11,7,1,3,16,13,3,22,3
Rapid Wien,11,6,3,2,24,14,10,21,4
Austria Wien,11,4,5,2,15,17,-2,17,5
SK Austria Klagenfurt,11,4,3,4,20,22,-2,15,6
WSG Tirol,11,4,2,5,21,15,6,14,7
Wolfsberger AC,11,3,2,6,11,30,-19,11,8
Austria Lustenau,11,0,4,7,17,19,-2,4,9
SCR Altach,11,0,3,8,16,20,-4,3,10
TSV Hartberg,11,0,3,8,12,23,-11,3,11
SV Ried,11,0,3,8,4,16,-12,3,12
RB Salzburg,12,11,1,0,26,5,21,34,1
Sturm Graz,12,9,3,0,19,7,12,30,2
Rapid Wien,12,7,3,2,25,15,10,24,3
LASK Linz,12,7,2,3,17,16,1,23,4
Austria Wien,12,4,5,3,15,17,-2,17,5
WSG Tirol,12,4,3,5,23,16,7,15,6
SK Austria Klagenfurt,12,4,3,5,21,25,-4,15,7
Wolfsberger AC,12,3,3,6,17,32,-15,12,8
SCR Altach,12,0,4,8,17,21,-4,4,9
Austria Lustenau,12,0,4,8,17,22,-5,4,10
TSV Hartberg,12,0,3,9,13,23,-10,3,11
SV Ried,12,0,3,9,5,16,-11,3,12
RB Salzburg,13,12,1,0,27,5,22,37,1
Sturm Graz,13,10,3,0,22,7,15,33,2
LASK Linz,13,8,2,3,19,16,3,26,3
Rapid Wien,13,7,3,3,25,17,8,24,4
Austria Wien,13,4,5,4,16,18,-2,17,5
WSG Tirol,13,4,4,5,25,17,8,16,6
SK Austria Klagenfurt,13,4,4,5,23,29,-6,16,7
Wolfsberger AC,13,3,4,6,21,36,-15,13,8
SCR Altach,13,0,4,9,18,23,-5,4,9
Austria Lustenau,13,0,4,9,19,25,-6,4,10
SV Ried,13,0,4,9,6,17,-11,4,11
TSV Hartberg,13,0,3,10,13,25,-12,3,12
RB Salzburg,14,13,1,0,30,7,23,40,1
Sturm Graz,14,10,4,0,23,8,15,34,2
LASK Linz,14,9,2,3,21,18,3,29,3
Rapid Wien,14,7,4,3,27,19,8,25,4
WSG Tirol,14,5,4,5,26,18,8,19,5
Austria Wien,14,4,6,4,18,21,-3,18,6
SK Austria Klagenfurt,14,4,5,5,25,32,-7,17,7
Wolfsberger AC,14,4,4,6,21,38,-17,16,8
SCR Altach,14,0,5,9,20,23,-3,5,9
Austria Lustenau,14,0,4,10,19,25,-6,4,10
SV Ried,14,0,4,10,6,17,-11,4,11
TSV Hartberg,14,0,3,11,18,30,-12,3,12
RB Salzburg,15,14,1,0,33,7,26,43,1
Sturm Graz,15,11,4,0,23,8,15,37,2
LASK Linz,15,10,2,3,23,18,5,32,3
Rapid Wien,15,7,5,3,27,20,7,26,4
SK Austria Klagenfurt,15,5,5,5,26,32,-6,20,5
WSG Tirol,15,5,4,6,27,20,7,19,6
Wolfsberger AC,15,5,4,6,23,41,-18,19,7
Austria Wien,15,4,7,4,22,23,-1,19,8
Austria Lustenau,15,1,4,10,21,27,-6,7,9
SCR Altach,15,0,5,10,21,27,-6,5,10
SV Ried,15,0,4,11,6,20,-14,4,11
TSV Hartberg,15,0,3,12,20,31,-11,3,12
RB Salzburg,16,15,1,0,34,8,26,46,1
Sturm Graz,16,12,4,0,24,10,14,40,2
LASK Linz,16,10,3,3,24,19,5,33,3
Rapid Wien,16,7,6,3,31,21,10,27,4
WSG Tirol,16,6,4,6,27,20,7,22,5
Austria Wien,16,5,7,4,24,23,1,22,6
SK Austria Klagenfurt,16,5,5,6,27,34,-7,20,7
Wolfsberger AC,16,5,5,6,25,44,-19,20,8
Austria Lustenau,16,1,4,11,23,29,-6,7,9
SCR Altach,16,0,5,11,22,30,-8,5,10
SV Ried,16,0,4,12,6,20,-14,4,11
TSV Hartberg,16,0,3,13,20,32,-12,3,12
RB Salzburg,17,16,1,0,36,8,28,49,1
Sturm Graz,17,13,4,0,24,10,14,43,2
LASK Linz,17,11,3,3,24,19,5,36,3
Rapid Wien,17,8,6,3,31,22,9,30,4
WSG Tirol,17,7,4,6,28,20,8,25,5
SK Austria Klagenfurt,17,6,5,6,27,34,-7,23,6
Wolfsberger AC,17,6,5,6,27,45,-18,23,7
Austria Wien,17,5,8,4,25,25,0,23,8
Austria Lustenau,17,2,4,11,25,29,-4,10,9
SCR Altach,17,0,5,12,22,34,-12,5,10
TSV Hartberg,17,0,4,13,23,32,-9,4,11
SV Ried,17,0,4,13,6,22,-16,4,12
RB Salzburg,18,17,1,0,41,8,33,52,1
Sturm Graz,18,14,4,0,26,10,16,46,2
LASK Linz,18,12,3,3,25,22,3,39,3
Rapid Wien,18,9,6,3,33,23,10,33,4
SK Austria Klagenfurt,18,7,5,6,31,36,-5,26,5
Wolfsberger AC,18,7,5,6,29,47,-18,26,6
Austria Wien,18,6,8,4,28,25,3,26,7
WSG Tirol,18,7,4,7,28,23,5,25,8
Austria Lustenau,18,3,4,11,26,30,-4,13,9
TSV Hartberg,18,0,5,13,24,33,-9,5,10
SCR Altach,18,0,5,13,24,35,-11,5,11
SV Ried,18,0,5,13,6,24,-18,5,12
RB Salzburg,19,17,2,0,42,11,31,53,1
Sturm Graz,19,15,4,0,26,11,15,49,2
LASK Linz,19,12,4,3,25,22,3,40,3
Rapid Wien,19,9,7,3,34,24,10,34,4
Austria Wien,19,7,8,4,29,26,3,29,5
WSG Tirol,19,7,5,7,30,25,5,26,6
SK Austria Klagenfurt,19,7,5,7,32,37,-5,26,7
Wolfsberger AC,19,7,5,7,30,48,-18,26,8
Austria Lustenau,19,3,4,12,27,31,-4,13,9
SCR Altach,19,0,5,14,26,36,-10,5,10
TSV Hartberg,19,0,5,14,24,36,-12,5,11
SV Ried,19,0,5,14,6,24,-18,5,12
RB Salzburg,20,18,2,0,45,11,34,56,1
Sturm Graz,20,16,4,0,29,11,18,52,2
LASK Linz,20,13,4,3,26,24,2,43,3
Rapid Wien,20,10,7,3,36,25,11,37,4
Austria Wien,20,7,8,5,30,28,2,29,5
WSG Tirol,20,7,6,7,30,27,3,27,6
SK Austria Klagenfurt,20,7,6,7,35,41,-6,27,7
Wolfsberger AC,20,7,6,7,31,50,-19,27,8
Austria Lustenau,20,3,5,12,28,33,-5,14,9
SCR Altach,20,0,5,15,26,37,-11,5,10
TSV Hartberg,20,0,5,15,25,37,-12,5,11
SV Ried,20,0,5,15,6,24,-18,5,12
RB Salzburg,21,19,2,0,45,12,33,59,1
Sturm Graz,21,17,4,0,30,12,18,55,2
LASK Linz,21,14,4,3,29,25,4,46,3
Rapid Wien,21,11,7,3,38,26,12,40,4
Austria Wien,21,7,9,5,30,31,-1,30,5
WSG Tirol,21,7,7,7,34,30,4,28,6
SK Austria Klagenfurt,21,7,7,7,37,41,-4,28,7
Wolfsberger AC,21,7,7,7,35,52,-17,28,8
Austria Lustenau,21,3,6,12,31,35,-4,15,9
SCR Altach,21,0,5,16,28,41,-13,5,10
TSV Hartberg,21,0,5,16,25,38,-13,5,11
SV Ried,21,0,5,16,6,24,-18,5,12
RB Salzburg,22,20,2,0,45,12,33,62,1
Sturm Graz,22,18,4,0,32,13,19,58,2
LASK Linz,22,15,4,3,30,26,4,49,3
Rapid Wien,22,11,8,3,40,27,13,41,4
Austria Wien,22,7,10,5,32,33,-1,31,5
WSG Tirol,22,7,8,7,37,30,7,29,6
SK Austria Klagenfurt,22,7,8,7,39,43,-4,29,7
Wolfsberger AC,22,7,8,7,38,54,-16,29,8
Austria Lustenau,22,3,7,12,33,39,-6,16,9
SCR Altach,22,0,5,17,29,42,-13,5,10
TSV Hartberg,22,0,5,17,25,40,-15,5,11
SV Ried,22,0,5,17,6,27,-21,5,12
