Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Botafogo Rio de Janeiro,22,7,11,4,28,21,7,32,8
Corinthians Paulista,22,6,14,2,24,15,9,32,9
America MG,22,5,12,5,41,26,15,27,10
Santos FC,22,4,15,3,21,24,-3,27,11
Goias Esporte Clube,22,4,11,7,22,33,-11,23,12
Atletico Clube Goianiense,22,3,13,6,18,40,-22,22,13
Atletico Paranaense,22,3,10,9,21,35,-14,19,14
Coritiba FC,22,2,13,7,26,26,0,19,15
Cuiaba Esporte Clube,22,1,12,9,19,28,-9,15,16
Bragantino,22,2,8,12,20,28,-8,14,17
Ceara SC,22,1,10,11,17,31,-14,13,18
Avai FC,22,1,10,11,17,33,-16,13,19
Esporte Clube Juventude,22,0,7,15,18,36,-18,7,20
Sociedade Esportiva Palmeiras,23,21,2,0,46,17,29,65,1
Fluminense Rio de Janeiro,23,19,3,1,37,19,18,60,2
Sao Paulo FC,23,11,10,2,30,24,6,43,3
Atletico Mineiro,23,11,10,2,26,23,3,43,4
Flamengo Rio de Janeiro,23,11,10,2,28,28,0,43,5
Internacional,23,10,12,1,37,16,21,42,6
Fortaleza,23,10,11,2,22,15,7,41,7
Corinthians Paulista,23,7,14,2,25,17,8,35,8
Botafogo Rio de Janeiro,23,7,12,4,28,21,7,33,9
America MG,23,5,13,5,41,26,15,28,10
Santos FC,23,4,16,3,21,25,-4,28,11
Goias Esporte Clube,23,4,12,7,24,33,-9,24,12
Atletico Clube Goianiense,23,3,13,7,19,44,-25,22,13
Atletico Paranaense,23,3,11,9,21,38,-17,20,14
Coritiba FC,23,2,13,8,27,27,0,19,15
Cuiaba Esporte Clube,23,2,12,9,21,28,-7,18,16
Ceara SC,23,2,10,11,19,33,-14,16,17
Bragantino,23,2,9,12,23,31,-8,15,18
Avai FC,23,1,11,11,18,34,-16,14,19
Esporte Clube Juventude,23,0,7,16,20,37,-17,7,20
Sociedade Esportiva Palmeiras,24,22,2,0,48,17,31,68,1
Fluminense Rio de Janeiro,24,19,4,1,40,19,21,61,2
Sao Paulo FC,24,12,10,2,31,25,6,46,3
Flamengo Rio de Janeiro,24,12,10,2,32,28,4,46,4
Internacional,24,11,12,1,38,16,22,45,5
Atletico Mineiro,24,11,11,2,27,27,0,44,6
Fortaleza,24,10,12,2,23,15,8,42,7
Corinthians Paulista,24,8,14,2,27,17,10,38,8
Botafogo Rio de Janeiro,24,7,13,4,28,22,6,34,9
America MG,24,6,13,5,42,26,16,31,10
Santos FC,24,5,16,3,22,26,-4,31,11
Goias Esporte Clube,24,4,13,7,25,34,-9,25,12
Atletico Paranaense,24,4,11,9,21,38,-17,23,13
Atletico Clube Goianiense,24,3,13,8,20,46,-26,22,14
Coritiba FC,24,2,13,9,28,28,0,19,15
Cuiaba Esporte Clube,24,2,13,9,24,28,-4,19,16
Ceara SC,24,2,11,11,20,34,-14,17,17
Bragantino,24,2,10,12,24,34,-10,16,18
Avai FC,24,1,12,11,19,34,-15,15,19
Esporte Clube Juventude,24,0,7,17,23,37,-14,7,20
Sociedade Esportiva Palmeiras,25,22,3,0,48,19,29,69,1
Fluminense Rio de Janeiro,25,19,5,1,40,19,21,62,2
Flamengo Rio de Janeiro,25,13,10,2,36,29,7,49,3
Sao Paulo FC,25,13,10,2,32,26,6,49,4
Internacional,25,12,12,1,40,17,23,48,5
Fortaleza,25,11,12,2,24,15,9,45,6
Atletico Mineiro,25,11,12,2,27,27,0,45,7
