Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
AIK Solna,5,1,4,0,2,2,0,7,3
IF Elfsborg,5,1,3,1,9,4,5,6,4
Halmstads BK,5,1,3,1,2,1,1,6,5
Djurgardens,5,1,3,1,6,8,-2,6,6
IFK Norrkoping,5,1,2,2,8,5,3,5,7
Hammarby IF,5,1,2,2,6,9,-3,5,8
IFK Goteborg,5,1,2,2,3,9,-6,5,9
Kalmar FF,5,1,2,2,7,14,-7,5,10
Hacken,5,1,1,3,4,7,-3,4,11
Varbergs BoIS,5,1,1,3,4,7,-3,4,12
Degerfors,5,0,2,3,4,3,1,2,13
Sirius,5,0,2,3,6,11,-5,2,14
Ostersunds FK,5,0,1,4,3,11,-8,1,15
Orebro SK,5,0,1,4,3,12,-9,1,16
Malmo FF,6,5,1,0,3,5,-2,16,1
IF Elfsborg,6,2,3,1,11,5,6,9,2
Mjallby AIF,6,2,3,1,8,5,3,9,3
AIK Solna,6,1,5,0,3,3,0,8,4
Halmstads BK,6,1,4,1,2,1,1,7,5
Djurgardens,6,1,4,1,6,9,-3,7,6
IFK Norrkoping,6,1,3,2,8,7,1,6,7
Hammarby IF,6,1,3,2,8,10,-2,6,8
Kalmar FF,6,1,3,2,8,16,-8,6,9
IFK Goteborg,6,1,3,2,5,14,-9,6,10
Hacken,6,1,1,4,5,9,-4,4,11
Varbergs BoIS,6,1,1,4,4,9,-5,4,12
Degerfors,6,0,2,4,4,5,-1,2,13
Sirius,6,0,2,4,10,17,-7,2,14
Ostersunds FK,6,0,1,5,3,13,-10,1,15
Orebro SK,6,0,1,5,4,16,-12,1,16
Malmo FF,7,6,1,0,9,5,4,19,1
IF Elfsborg,7,3,3,1,12,5,7,12,2
Mjallby AIF,7,2,4,1,10,6,4,10,3
IFK Norrkoping,7,2,3,2,12,8,4,9,4
AIK Solna,7,1,6,0,5,4,1,9,5
Halmstads BK,7,1,5,1,3,1,2,8,6
Djurgardens,7,1,5,1,7,10,-3,8,7
Hammarby IF,7,1,3,3,10,14,-4,6,8
Kalmar FF,7,1,3,3,9,18,-9,6,9
IFK Goteborg,7,1,3,3,5,17,-12,6,10
Varbergs BoIS,7,1,1,5,4,9,-5,4,11
Hacken,7,1,1,5,5,12,-7,4,12
Degerfors,7,0,2,5,5,8,-3,2,13
Sirius,7,0,2,5,12,22,-10,2,14
Ostersunds FK,7,0,1,6,4,15,-11,1,15
Orebro SK,7,0,1,6,4,16,-12,1,16
Malmo FF,8,7,1,0,15,5,10,22,1
IF Elfsborg,8,3,4,1,13,6,7,13,2
AIK Solna,8,2,6,0,5,4,1,12,3
Mjallby AIF,8,2,5,1,13,8,5,11,4
IFK Norrkoping,8,2,4,2,12,10,2,10,5
Halmstads BK,8,1,6,1,3,2,1,9,6
Djurgardens,8,1,6,1,8,11,-3,9,7
Hammarby IF,8,1,4,3,10,18,-8,7,8
Kalmar FF,8,1,4,3,10,20,-10,7,9
IFK Goteborg,8,1,4,3,5,18,-13,7,10
Varbergs BoIS,8,1,1,6,6,10,-4,4,11
Hacken,8,1,1,6,5,14,-9,4,12
Degerfors,8,0,2,6,7,11,-4,2,13
Sirius,8,0,2,6,17,23,-6,2,14
Orebro SK,8,0,1,7,5,18,-13,1,15
Ostersunds FK,8,0,1,7,4,17,-13,1,16
Malmo FF,9,8,1,0,16,6,10,25,1
IF Elfsborg,9,4,4,1,13,7,6,16,2
AIK Solna,9,3,6,0,7,5,2,15,3
Mjallby AIF,9,2,6,1,14,8,6,12,4
IFK Norrkoping,9,2,5,2,14,11,3,11,5
Kalmar FF,9,2,4,3,12,20,-8,10,6
Halmstads BK,9,1,7,1,4,3,1,10,7
Djurgardens,9,1,7,1,8,13,-5,10,8
Hammarby IF,9,1,5,3,13,20,-7,8,9
IFK Goteborg,9,1,4,4,8,20,-12,7,10
Varbergs BoIS,9,1,1,7,7,12,-5,4,11
Hacken,9,1,1,7,5,15,-10,4,12
Sirius,9,0,2,7,20,26,-6,2,13
Degerfors,9,0,2,7,8,18,-10,2,14
Ostersunds FK,9,0,1,8,5,19,-14,1,15
Orebro SK,9,0,1,8,6,23,-17,1,16
Malmo FF,10,9,1,0,17,7,10,28,1
AIK Solna,10,4,6,0,10,5,5,18,2
IF Elfsborg,10,4,5,1,14,8,6,17,3
Mjallby AIF,10,2,7,1,18,10,8,13,4
IFK Norrkoping,10,2,6,2,16,12,4,12,5
Hammarby IF,10,2,5,3,14,21,-7,11,6
Kalmar FF,10,2,5,3,12,20,-8,11,7
Halmstads BK,10,1,8,1,6,3,3,11,8
Djurgardens,10,1,8,1,11,14,-3,11,9
IFK Goteborg,10,1,5,4,9,20,-11,8,10
Varbergs BoIS,10,1,1,8,8,13,-5,4,11
Hacken,10,1,1,8,9,16,-7,4,12
Sirius,10,0,2,8,21,27,-6,2,13
Degerfors,10,0,2,8,10,18,-8,2,14
Ostersunds FK,10,0,1,9,5,20,-15,1,15
Orebro SK,10,0,1,9,6,25,-19,1,16
Malmo FF,11,10,1,0,20,7,13,31,1
AIK Solna,11,5,6,0,12,5,7,21,2
IF Elfsborg,11,5,5,1,16,10,6,20,3
Hammarby IF,11,3,5,3,16,21,-5,14,4
Mjallby AIF,11,2,8,1,18,11,7,14,5
Djurgardens,11,2,8,1,12,15,-3,14,6
IFK Norrkoping,11,2,7,2,17,13,4,13,7
Kalmar FF,11,2,6,3,13,20,-7,12,8
Halmstads BK,11,1,9,1,8,3,5,12,9
IFK Goteborg,11,1,6,4,10,21,-11,9,10
Hacken,11,2,1,8,11,16,-5,7,11
Varbergs BoIS,11,1,2,8,9,14,-5,5,12
Sirius,11,0,3,8,22,28,-6,3,13
Degerfors,11,0,2,9,12,19,-7,2,14
Orebro SK,11,0,2,9,6,27,-21,2,15
Ostersunds FK,11,0,1,10,5,21,-16,1,16
Malmo FF,12,11,1,0,22,8,14,34,1
AIK Solna,12,6,6,0,12,5,7,24,2
IF Elfsborg,12,6,5,1,16,10,6,23,3
Mjallby AIF,12,3,8,1,21,12,9,17,4
Djurgardens,12,3,8,1,15,15,0,17,5
Hammarby IF,12,3,6,3,16,21,-5,15,6
IFK Norrkoping,12,2,8,2,19,14,5,14,7
Kalmar FF,12,2,7,3,14,21,-7,13,8
Halmstads BK,12,1,10,1,8,3,5,13,9
IFK Goteborg,12,2,6,4,12,21,-9,12,10
Varbergs BoIS,12,2,2,8,10,14,-4,8,11
Hacken,12,2,2,8,11,16,-5,8,12
Degerfors,12,1,2,9,14,21,-7,5,13
Sirius,12,0,4,8,23,30,-7,4,14
Orebro SK,12,0,3,9,8,28,-20,3,15
Ostersunds FK,12,0,1,11,5,23,-18,1,16
Malmo FF,13,12,1,0,25,9,16,37,1
AIK Solna,13,7,6,0,14,6,8,27,2
IF Elfsborg,13,7,5,1,17,10,7,26,3
Mjallby AIF,13,4,8,1,22,12,10,20,4
Djurgardens,13,3,9,1,19,16,3,18,5
Hammarby IF,13,3,7,3,20,23,-3,16,6
Halmstads BK,13,2,10,1,13,4,9,16,7
IFK Norrkoping,13,2,9,2,20,16,4,15,8
Kalmar FF,13,2,8,3,17,22,-5,14,9
IFK Goteborg,13,2,6,5,13,22,-9,12,10
Hacken,13,2,3,8,11,18,-7,9,11
Varbergs BoIS,13,2,2,9,12,15,-3,8,12
Degerfors,13,1,3,9,14,21,-7,6,13
Sirius,13,0,4,9,23,31,-8,4,14
Orebro SK,13,0,3,10,8,30,-22,3,15
Ostersunds FK,13,0,2,11,7,25,-18,2,16
Malmo FF,14,13,1,0,27,10,17,40,1
AIK Solna,14,8,6,0,18,8,10,30,2
IF Elfsborg,14,8,5,1,18,11,7,29,3
Mjallby AIF,14,5,8,1,22,12,10,23,4
Djurgardens,14,4,9,1,21,17,4,21,5
Hammarby IF,14,4,7,3,21,23,-2,19,6
IFK Norrkoping,14,3,9,2,22,17,5,18,7
Halmstads BK,14,2,11,1,14,4,10,17,8
Kalmar FF,14,2,9,3,18,25,-7,15,9
IFK Goteborg,14,2,7,5,13,25,-12,13,10
Hacken,14,2,4,8,14,21,-7,10,11
Varbergs BoIS,14,2,3,9,13,16,-3,9,12
Degerfors,14,1,4,9,14,22,-8,7,13
Sirius,14,0,4,10,25,33,-8,4,14
Orebro SK,14,0,4,10,8,33,-25,4,15
Ostersunds FK,14,0,3,11,8,26,-18,3,16
Malmo FF,15,14,1,0,30,10,20,43,1
AIK Solna,15,9,6,0,21,8,13,33,2
IF Elfsborg,15,9,5,1,19,12,7,32,3
Mjallby AIF,15,5,9,1,24,13,11,24,4
Djurgardens,15,5,9,1,21,18,3,24,5
IFK Norrkoping,15,4,9,2,24,17,7,21,6
Hammarby IF,15,4,8,3,21,25,-4,20,7
Halmstads BK,15,2,12,1,17,6,11,18,8
Kalmar FF,15,2,10,3,22,25,-3,16,9
IFK Goteborg,15,2,8,5,14,28,-14,14,10
Hacken,15,2,5,8,15,22,-7,11,11
Varbergs BoIS,15,2,3,10,13,18,-5,9,12
Sirius,15,1,4,10,27,33,-6,7,13
Degerfors,15,1,4,10,15,23,-8,7,14
Orebro SK,15,0,4,11,8,34,-26,4,15
Ostersunds FK,15,0,3,12,8,28,-20,3,16
Malmo FF,16,15,1,0,34,12,22,46,1
AIK Solna,16,10,6,0,24,9,15,36,2
IF Elfsborg,16,9,6,1,22,14,8,33,3
Mjallby AIF,16,6,9,1,26,13,13,27,4
Djurgardens,16,5,10,1,22,18,4,25,5
IFK Norrkoping,16,5,9,2,26,17,9,24,6
Hammarby IF,16,5,8,3,21,28,-7,23,7
Kalmar FF,16,3,10,3,24,25,-1,19,8
Halmstads BK,16,2,13,1,23,6,17,19,9
IFK Goteborg,16,3,8,5,16,29,-13,17,10
Hacken,16,2,6,8,16,25,-9,12,11
Varbergs BoIS,16,2,3,11,15,19,-4,9,12
Sirius,16,1,5,10,30,33,-3,8,13
Degerfors,16,1,5,10,15,25,-10,8,14
Orebro SK,16,0,4,12,8,34,-26,4,15
Ostersunds FK,16,0,3,13,9,30,-21,3,16
Malmo FF,17,15,2,0,34,12,22,47,1
AIK Solna,17,11,6,0,26,10,16,39,2
IF Elfsborg,17,10,6,1,25,14,11,36,3
Mjallby AIF,17,6,10,1,26,13,13,28,4
Hammarby IF,17,6,8,3,22,28,-6,26,5
Djurgardens,17,5,11,1,24,19,5,26,6
IFK Norrkoping,17,5,10,2,27,17,10,25,7
Kalmar FF,17,4,10,3,27,27,0,22,8
Halmstads BK,17,2,14,1,24,8,16,20,9
IFK Goteborg,17,3,9,5,16,29,-13,18,10
Hacken,17,2,7,8,17,28,-11,13,11
Varbergs BoIS,17,3,3,11,16,19,-3,12,12
Sirius,17,1,6,10,30,33,-3,9,13
Degerfors,17,1,5,11,16,27,-11,8,14
Orebro SK,17,0,4,13,8,35,-27,4,15
Ostersunds FK,17,0,3,14,10,31,-21,3,16
Malmo FF,18,15,3,0,36,14,22,48,1
AIK Solna,18,11,7,0,27,11,16,40,2
IF Elfsborg,18,11,6,1,26,15,11,39,3
Mjallby AIF,18,7,10,1,28,15,13,31,4
Hammarby IF,18,7,8,3,29,29,0,29,5
Djurgardens,18,6,11,1,25,19,6,29,6
IFK Norrkoping,18,6,10,2,33,21,12,28,7
Kalmar FF,18,5,10,3,29,27,2,25,8
Halmstads BK,18,2,15,1,25,9,16,21,9
IFK Goteborg,18,3,10,5,17,30,-13,19,10
Hacken,18,2,8,8,19,31,-12,14,11
Varbergs BoIS,18,3,4,11,16,19,-3,13,12
Sirius,18,1,6,11,30,36,-6,9,13
Degerfors,18,1,6,11,19,32,-13,9,14
Orebro SK,18,0,4,14,8,36,-28,4,15
Ostersunds FK,18,0,3,15,12,34,-22,3,16
Malmo FF,19,15,4,0,36,14,22,49,1
AIK Solna,19,12,7,0,32,13,19,43,2
IF Elfsborg,19,12,6,1,27,15,12,42,3
Hammarby IF,19,8,8,3,31,30,1,32,4
Mjallby AIF,19,7,11,1,29,16,13,32,5
Djurgardens,19,6,12,1,25,19,6,30,6
IFK Norrkoping,19,6,11,2,38,23,15,29,7
Kalmar FF,19,5,11,3,30,28,2,26,8
Halmstads BK,19,2,15,2,25,10,15,21,9
IFK Goteborg,19,3,11,5,18,31,-13,20,10
Hacken,19,3,8,8,19,33,-14,17,11
Varbergs BoIS,19,3,5,11,16,19,-3,14,12
Sirius,19,1,7,11,31,39,-8,10,13
Degerfors,19,1,6,12,22,34,-12,9,14
Orebro SK,19,0,4,15,9,38,-29,4,15
Ostersunds FK,19,0,3,16,14,37,-23,3,16
Malmo FF,20,15,5,0,38,14,24,50,1
AIK Solna,20,13,7,0,35,13,22,46,2
IF Elfsborg,20,12,7,1,28,17,11,43,3
Hammarby IF,20,8,9,3,33,30,3,33,4
Mjallby AIF,20,7,12,1,30,18,12,33,5
Djurgardens,20,7,12,1,29,19,10,33,6
IFK Norrkoping,20,7,11,2,40,23,17,32,7
Kalmar FF,20,6,11,3,31,33,-2,29,8
Halmstads BK,20,2,16,2,27,10,17,22,9
IFK Goteborg,20,3,12,5,19,33,-14,21,10
Hacken,20,4,8,8,20,33,-13,20,11
Varbergs BoIS,20,3,6,11,16,19,-3,15,12
Sirius,20,1,7,12,33,39,-6,10,13
Degerfors,20,1,7,12,23,36,-13,10,14
Orebro SK,20,0,4,16,10,42,-32,4,15
Ostersunds FK,20,0,3,17,15,40,-25,3,16
Malmo FF,21,15,6,0,39,16,23,51,1
AIK Solna,21,14,7,0,35,13,22,49,2
IF Elfsborg,21,12,7,2,28,19,9,43,3
Hammarby IF,21,9,9,3,36,33,3,36,4
Djurgardens,21,8,12,1,31,19,12,36,5
Mjallby AIF,21,7,12,2,30,21,9,33,6
IFK Norrkoping,21,7,11,3,40,23,17,32,7
Kalmar FF,21,6,12,3,32,33,-1,30,8
IFK Goteborg,21,3,13,5,20,36,-16,22,9
Halmstads BK,21,2,16,3,28,12,16,22,10
Hacken,21,4,9,8,21,36,-15,21,11
Varbergs BoIS,21,3,7,11,16,20,-4,16,12
Degerfors,21,2,7,12,24,36,-12,13,13
Sirius,21,1,8,12,34,43,-9,11,14
Orebro SK,21,0,4,17,10,42,-32,4,15
Ostersunds FK,21,0,3,18,18,41,-23,3,16
Malmo FF,22,15,7,0,41,17,24,52,1
AIK Solna,22,14,8,0,38,14,24,50,2
IF Elfsborg,22,12,8,2,29,20,9,44,3
Hammarby IF,22,10,9,3,38,36,2,39,4
Djurgardens,22,9,12,1,35,22,13,39,5
Mjallby AIF,22,7,13,2,30,22,8,34,6
IFK Norrkoping,22,7,12,3,41,26,15,33,7
Kalmar FF,22,7,12,3,33,35,-2,33,8
Hacken,22,5,9,8,22,37,-15,24,9
IFK Goteborg,22,3,14,5,22,38,-16,23,10
Halmstads BK,22,2,17,3,28,12,16,23,11
Varbergs BoIS,22,3,8,11,16,21,-5,17,12
Degerfors,22,2,7,13,25,37,-12,13,13
Sirius,22,1,9,12,35,46,-11,12,14
Ostersunds FK,22,0,4,18,20,41,-21,4,15
Orebro SK,22,0,4,18,10,44,-34,4,16
Malmo FF,23,15,8,0,43,20,23,53,1
AIK Solna,23,14,9,0,40,14,26,51,2
IF Elfsborg,23,12,9,2,31,24,7,45,3
Hammarby IF,23,11,9,3,40,37,3,42,4
Djurgardens,23,10,12,1,38,22,16,42,5
Mjallby AIF,23,7,14,2,30,22,8,35,6
IFK Norrkoping,23,7,12,4,41,27,14,33,7
Kalmar FF,23,7,12,4,36,35,1,33,8
Hacken,23,5,10,8,22,38,-16,25,9
IFK Goteborg,23,3,15,5,25,39,-14,24,10
Halmstads BK,23,2,17,4,28,14,14,23,11
Varbergs BoIS,23,3,9,11,19,24,-5,18,12
Degerfors,23,2,8,13,26,38,-12,14,13
Sirius,23,1,10,12,36,47,-11,13,14
Ostersunds FK,23,0,4,19,20,44,-24,4,15
Orebro SK,23,0,4,19,11,45,-34,4,16
Malmo FF,24,16,8,0,44,24,20,56,1
AIK Solna,24,14,10,0,43,15,28,52,2
IF Elfsborg,24,12,10,2,34,27,7,46,3
Djurgardens,24,11,12,1,38,23,15,45,4
Hammarby IF,24,11,10,3,43,39,4,43,5
Mjallby AIF,24,7,15,2,32,22,10,36,6
IFK Norrkoping,24,7,13,4,42,28,14,34,7
Kalmar FF,24,7,13,4,39,36,3,34,8
Hacken,24,6,10,8,23,39,-16,28,9
IFK Goteborg,24,4,15,5,25,42,-17,27,10
Halmstads BK,24,2,18,4,28,14,14,24,11
Varbergs BoIS,24,3,10,11,20,25,-5,19,12
Sirius,24,2,10,12,38,48,-10,16,13
Degerfors,24,2,9,13,27,39,-12,15,14
Ostersunds FK,24,0,5,19,22,45,-23,5,15
Orebro SK,24,0,4,20,11,47,-36,4,16
Malmo FF,25,17,8,0,45,26,19,59,1
AIK Solna,25,15,10,0,45,16,29,55,2
IF Elfsborg,25,13,10,2,35,28,7,49,3
Djurgardens,25,12,12,1,39,23,16,48,4
Hammarby IF,25,12,10,3,45,42,3,46,5
Mjallby AIF,25,7,16,2,33,22,11,37,6
IFK Norrkoping,25,7,14,4,44,28,16,35,7
Kalmar FF,25,7,14,4,44,39,5,35,8
IFK Goteborg,25,5,15,5,28,43,-15,30,9
Hacken,25,6,11,8,25,40,-15,29,10
Halmstads BK,25,2,19,4,28,14,14,25,11
Varbergs BoIS,25,3,11,11,23,27,-4,20,12
Sirius,25,3,10,12,41,49,-8,19,13
Degerfors,25,2,10,13,28,40,-12,16,14
Ostersunds FK,25,0,5,20,22,47,-25,5,15
Orebro SK,25,0,4,21,13,49,-36,4,16
Malmo FF,26,18,8,0,47,26,21,62,1
AIK Solna,26,16,10,0,48,18,30,58,2
IF Elfsborg,26,14,10,2,37,29,8,52,3
Djurgardens,26,13,12,1,40,24,16,51,4
Hammarby IF,26,13,10,3,48,43,5,49,5
Mjallby AIF,26,8,16,2,35,22,13,40,6
IFK Norrkoping,26,8,14,4,45,29,16,38,7
Kalmar FF,26,8,14,4,47,41,6,38,8
IFK Goteborg,26,6,15,5,30,44,-14,33,9
Hacken,26,7,11,8,26,43,-17,32,10
Halmstads BK,26,2,20,4,29,15,14,26,11
Varbergs BoIS,26,4,11,11,23,28,-5,23,12
Sirius,26,3,10,13,42,51,-9,19,13
Degerfors,26,2,11,13,28,42,-14,17,14
Ostersunds FK,26,0,5,21,22,48,-26,5,15
Orebro SK,26,0,5,21,15,51,-36,5,16
Malmo FF,27,18,9,0,48,30,18,63,1
AIK Solna,27,16,11,0,48,18,30,59,2
Djurgardens,27,14,12,1,41,26,15,54,3
IF Elfsborg,27,14,11,2,38,31,7,53,4
Hammarby IF,27,13,10,4,48,45,3,49,5
Mjallby AIF,27,8,17,2,35,23,12,41,6
IFK Norrkoping,27,8,14,5,45,30,15,38,7
Kalmar FF,27,8,14,5,47,45,2,38,8
IFK Goteborg,27,6,16,5,30,46,-16,34,9
Hacken,27,7,11,9,29,47,-18,32,10
Varbergs BoIS,27,5,11,11,25,29,-4,26,11
Halmstads BK,27,2,20,5,30,15,15,26,12
Sirius,27,3,11,13,45,51,-6,20,13
Degerfors,27,2,11,14,28,45,-17,17,14
Ostersunds FK,27,0,5,22,23,48,-25,5,15
Orebro SK,27,0,5,22,16,53,-37,5,16
Malmo FF,28,19,9,0,50,32,18,66,1
AIK Solna,28,17,11,0,48,20,28,62,2
Djurgardens,28,15,12,1,43,27,16,57,3
IF Elfsborg,28,15,11,2,41,31,10,56,4
Hammarby IF,28,13,11,4,51,46,5,50,5
Mjallby AIF,28,8,18,2,35,23,12,42,6
IFK Norrkoping,28,8,15,5,48,31,17,39,7
Kalmar FF,28,8,15,5,51,46,5,39,8
IFK Goteborg,28,7,16,5,34,48,-14,37,9
Hacken,28,7,12,9,30,48,-18,33,10
Varbergs BoIS,28,5,12,11,26,30,-4,27,11
Halmstads BK,28,2,21,5,30,18,12,27,12
Sirius,28,3,12,13,46,52,-6,21,13
Degerfors,28,2,11,15,29,47,-18,17,14
Ostersunds FK,28,0,5,23,24,51,-27,5,15
Orebro SK,28,0,5,23,16,55,-39,5,16
Malmo FF,29,19,10,0,53,33,20,67,1
AIK Solna,29,17,12,0,51,21,30,63,2
Djurgardens,29,15,13,1,45,27,18,58,3
IF Elfsborg,29,15,12,2,42,32,10,57,4
Hammarby IF,29,13,12,4,52,49,3,51,5
Mjallby AIF,29,8,19,2,36,24,12,43,6
IFK Norrkoping,29,8,16,5,50,32,18,40,7
Kalmar FF,29,8,16,5,53,48,5,40,8
IFK Goteborg,29,8,16,5,36,48,-12,40,9
Hacken,29,7,12,10,33,48,-15,33,10
Varbergs BoIS,29,6,12,11,26,31,-5,30,11
Halmstads BK,29,2,22,5,30,18,12,28,12
Sirius,29,3,12,14,48,56,-8,21,13
Degerfors,29,2,11,16,30,50,-20,17,14
Ostersunds FK,29,0,5,24,25,53,-28,5,15
Orebro SK,29,0,5,24,17,57,-40,5,16
Malmo FF,30,20,10,0,54,35,19,70,1
AIK Solna,30,17,13,0,52,21,31,64,2
Djurgardens,30,15,14,1,46,28,18,59,3
IF Elfsborg,30,15,13,2,42,32,10,58,4
Hammarby IF,30,13,13,4,53,50,3,52,5
Mjallby AIF,30,8,20,2,36,24,12,44,6
IFK Norrkoping,30,8,17,5,51,32,19,41,7
Kalmar FF,30,8,17,5,56,51,5,41,8
IFK Goteborg,30,8,17,5,36,50,-14,41,9
Hacken,30,7,13,10,35,51,-16,34,10
Varbergs BoIS,30,6,13,11,28,31,-3,31,11
Halmstads BK,30,2,23,5,30,18,12,29,12
Sirius,30,3,12,15,49,56,-7,21,13
Degerfors,30,2,11,17,31,50,-19,17,14
Ostersunds FK,30,0,5,25,26,55,-29,5,15
Orebro SK,30,0,5,25,17,58,-41,5,16
