Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Nordsjalland,14,12,2,0,19,7,12,38,1
FC Kobenhavn,14,7,6,1,23,22,1,27,2
Viborg,14,6,8,0,15,18,-3,26,3
Midtjylland,14,4,9,1,23,13,10,21,4
Horsens,14,3,11,0,24,12,12,20,5
Aarhus,14,3,11,0,16,16,0,20,6
Silkeborg,14,3,10,1,30,26,4,19,7
Odense,14,3,7,4,13,24,-11,16,8
Randers FC,14,2,9,3,23,25,-2,15,9
Brondby,14,2,7,5,21,34,-13,13,10
Aalborg,14,0,5,9,21,23,-2,5,11
Lyngby,14,0,1,13,17,21,-4,1,12
Nordsjalland,15,13,2,0,20,7,13,41,1
FC Kobenhavn,15,8,6,1,25,25,0,30,2
Viborg,15,7,8,0,19,19,0,29,3
Midtjylland,15,4,10,1,23,13,10,22,4
Horsens,15,3,12,0,24,13,11,21,5
Aarhus,15,3,12,0,17,19,-2,21,6
Silkeborg,15,3,11,1,33,26,7,20,7
Randers FC,15,3,9,3,24,26,-2,18,8
Odense,15,3,8,4,15,25,-10,17,9
Brondby,15,2,7,6,23,34,-11,13,10
Aalborg,15,0,5,10,21,27,-6,5,11
Lyngby,15,0,1,14,19,22,-3,1,12
Nordsjalland,16,14,2,0,26,9,17,44,1
FC Kobenhavn,16,9,6,1,28,25,3,33,2
Viborg,16,8,8,0,20,21,-1,32,3
Midtjylland,16,4,11,1,25,13,12,23,4
Horsens,16,3,13,0,25,13,12,22,5
Aarhus,16,3,13,0,20,20,0,22,6
Silkeborg,16,3,12,1,33,29,4,21,7
Randers FC,16,3,10,3,25,27,-2,19,8
Odense,16,3,8,5,15,26,-11,17,9
Brondby,16,2,8,6,27,34,-7,14,10
Aalborg,16,0,5,11,24,27,-3,5,11
Lyngby,16,0,1,15,20,23,-3,1,12
Nordsjalland,17,15,2,0,28,10,18,47,1
FC Kobenhavn,17,9,7,1,29,25,4,34,2
Viborg,17,8,9,0,20,21,-1,33,3
Midtjylland,17,4,12,1,27,15,12,24,4
Horsens,17,3,14,0,26,15,11,23,5
Silkeborg,17,3,13,1,33,29,4,22,6
Aarhus,17,3,13,1,20,21,-1,22,7
Randers FC,17,3,11,3,26,30,-4,20,8
Odense,17,3,9,5,15,29,-14,18,9
Brondby,17,2,9,6,28,35,-7,15,10
Aalborg,17,0,5,12,24,28,-4,5,11
Lyngby,17,0,1,16,21,23,-2,1,12
Nordsjalland,18,16,2,0,28,11,17,50,1
FC Kobenhavn,18,10,7,1,36,25,11,37,2
Viborg,18,8,10,0,23,23,0,34,3
Horsens,18,4,14,0,27,18,9,26,4
Midtjylland,18,4,13,1,30,18,12,25,5
Silkeborg,18,3,14,1,36,30,6,23,6
Aarhus,18,3,14,1,20,21,-1,23,7
Randers FC,18,3,11,4,26,32,-6,20,8
Odense,18,3,10,5,15,32,-17,19,9
Brondby,18,2,10,6,29,35,-6,16,10
Aalborg,18,0,5,13,27,28,-1,5,11
Lyngby,18,0,1,17,21,23,-2,1,12
Nordsjalland,19,17,2,0,30,12,18,53,1
FC Kobenhavn,19,11,7,1,38,27,11,40,2
Viborg,19,9,10,0,25,24,1,37,3
Midtjylland,19,5,13,1,32,21,11,28,4
Horsens,19,4,15,0,30,21,9,27,5
Silkeborg,19,4,14,1,38,31,7,26,6
Aarhus,19,4,14,1,24,21,3,26,7
Randers FC,19,4,11,4,26,35,-9,23,8
Odense,19,3,11,5,18,35,-17,20,9
Brondby,19,2,11,6,30,36,-6,17,10
Aalborg,19,0,5,14,27,30,-3,5,11
Lyngby,19,0,2,17,22,25,-3,2,12
Nordsjalland,20,18,2,0,32,13,19,56,1
FC Kobenhavn,20,11,8,1,39,28,11,41,2
Viborg,20,9,11,0,25,27,-2,38,3
Midtjylland,20,5,14,1,34,22,12,29,4
Silkeborg,20,4,15,1,41,32,9,27,5
Horsens,20,4,15,1,31,22,9,27,6
Aarhus,20,4,15,1,24,22,2,27,7
Randers FC,20,4,12,4,28,36,-8,24,8
Odense,20,3,12,5,19,35,-16,21,9
Brondby,20,2,12,6,31,37,-6,18,10
Aalborg,20,0,5,15,30,31,-1,5,11
Lyngby,20,0,2,18,23,27,-4,2,12
Nordsjalland,21,19,2,0,36,14,22,59,1
FC Kobenhavn,21,11,9,1,41,32,9,42,2
Viborg,21,9,12,0,30,27,3,39,3
Midtjylland,21,5,15,1,34,27,7,30,4
Horsens,21,4,16,1,32,25,7,28,5
Aarhus,21,4,16,1,24,22,2,28,6
Silkeborg,21,4,15,2,41,34,7,27,7
Randers FC,21,4,13,4,29,39,-10,25,8
Odense,21,3,13,5,22,35,-13,22,9
Brondby,21,2,13,6,31,40,-9,19,10
Aalborg,21,0,5,16,31,33,-2,5,11
Lyngby,21,0,2,19,24,33,-9,2,12
Nordsjalland,22,20,2,0,39,14,25,62,1
FC Kobenhavn,22,11,9,2,41,33,8,42,2
Viborg,22,9,13,0,31,29,2,40,3
Midtjylland,22,5,15,2,35,28,7,30,4
Horsens,22,4,16,2,33,29,4,28,5
Aarhus,22,4,16,2,25,22,3,28,6
Silkeborg,22,4,15,3,41,37,4,27,7
Randers FC,22,4,13,5,30,41,-11,25,8
Odense,22,3,13,6,23,37,-14,22,9
Brondby,22,2,13,7,33,46,-13,19,10
Aalborg,22,0,5,17,32,35,-3,5,11
Lyngby,22,0,2,20,24,36,-12,2,12
