Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Tigres de la Universidad Autonoma,10,9,1,0,13,7,6,28,2
Club de Futbol America,10,7,3,0,42,11,31,24,3
CF Pachuca,10,7,1,2,19,22,-3,22,4
Atletico San Luis,10,6,3,1,12,12,0,21,5
Club Necaxa,10,4,3,3,18,14,4,15,6
Santos Laguna,10,3,4,3,16,20,-4,13,7
Deportivo Guadalajara,10,2,7,1,12,5,7,13,8
Pumas de la UNAM,10,3,2,5,14,22,-8,11,9
Puebla FC,10,1,4,5,9,16,-7,7,10
Deportivo Toluca,10,0,6,4,9,16,-7,6,11
Atlas Guadalajara,10,1,2,7,14,33,-19,5,12
Gallos Blancos Queretaro FC,10,0,4,6,12,21,-9,4,13
Club Tijuana,10,0,3,7,6,12,-6,3,14
FC Juarez,10,0,2,8,18,31,-13,2,15
Club Leon,10,0,1,9,3,16,-13,1,16
Cruz Azul,10,0,1,9,10,24,-14,1,17
Mazatlan,10,0,0,10,13,29,-16,0,18
CF Monterrey,11,10,1,0,38,18,20,31,1
Tigres de la Universidad Autonoma,11,10,1,0,13,7,6,31,2
Club de Futbol America,11,8,3,0,48,12,36,27,3
CF Pachuca,11,8,1,2,24,25,-1,25,4
Atletico San Luis,11,7,3,1,12,12,0,24,5
Club Necaxa,11,4,4,3,19,14,5,16,6
Santos Laguna,11,4,4,3,19,21,-2,16,7
Deportivo Guadalajara,11,2,8,1,12,5,7,14,8
Pumas de la UNAM,11,3,2,6,14,22,-8,11,9
Atlas Guadalajara,11,2,2,7,20,34,-14,8,10
Puebla FC,11,1,5,5,10,19,-9,8,11
Deportivo Toluca,11,0,7,4,9,17,-8,7,12
Gallos Blancos Queretaro FC,11,0,5,6,13,22,-9,5,13
Club Tijuana,11,0,3,8,7,12,-5,3,14
FC Juarez,11,0,3,8,22,33,-11,3,15
Cruz Azul,11,0,2,9,12,26,-14,2,16
Club Leon,11,0,1,10,3,19,-16,1,17
Mazatlan,11,0,0,11,13,29,-16,0,18
CF Monterrey,12,11,1,0,41,18,23,34,1
Tigres de la Universidad Autonoma,12,11,1,0,13,7,6,34,2
Club de Futbol America,12,9,3,0,49,13,36,30,3
CF Pachuca,12,9,1,2,27,26,1,28,4
Atletico San Luis,12,8,3,1,14,12,2,27,5
Club Necaxa,12,5,4,3,19,16,3,19,6
Santos Laguna,12,4,5,3,19,23,-4,17,7
Deportivo Guadalajara,12,2,9,1,12,6,6,15,8
Pumas de la UNAM,12,3,3,6,14,22,-8,12,9
Deportivo Toluca,12,1,7,4,10,18,-8,10,10
Atlas Guadalajara,12,2,3,7,22,37,-15,9,11
Puebla FC,12,1,5,6,10,22,-12,8,12
Gallos Blancos Queretaro FC,12,0,5,7,13,24,-11,5,13
Club Tijuana,12,0,4,8,9,12,-3,4,14
FC Juarez,12,0,3,9,23,37,-14,3,15
Cruz Azul,12,0,3,9,12,27,-15,3,16
Club Leon,12,0,1,11,3,21,-18,1,17
Mazatlan,12,0,0,12,13,31,-18,0,18
CF Monterrey,13,12,1,0,43,21,22,37,1
Tigres de la Universidad Autonoma,13,12,1,0,15,7,8,37,2
Club de Futbol America,13,10,3,0,55,15,40,33,3
CF Pachuca,13,10,1,2,28,27,1,31,4
Atletico San Luis,13,9,3,1,15,12,3,30,5
Santos Laguna,13,5,5,3,22,23,-1,20,6
Club Necaxa,13,5,4,4,20,16,4,19,7
Deportivo Guadalajara,13,2,10,1,14,7,7,16,8
Pumas de la UNAM,13,4,3,6,14,23,-9,15,9
Atlas Guadalajara,13,3,3,7,23,37,-14,12,10
Puebla FC,13,2,5,6,12,22,-10,11,11
Deportivo Toluca,13,1,8,4,12,19,-7,11,12
FC Juarez,13,1,3,9,27,37,-10,6,13
Gallos Blancos Queretaro FC,13,0,5,8,13,27,-14,5,14
Club Tijuana,13,0,4,9,9,13,-4,4,15
Cruz Azul,13,0,3,10,13,28,-15,3,16
Club Leon,13,0,1,12,3,24,-21,1,17
Mazatlan,13,0,0,13,14,33,-19,0,18
CF Monterrey,14,13,1,0,49,25,24,40,1
Tigres de la Universidad Autonoma,14,13,1,0,21,8,13,40,2
Club de Futbol America,14,10,3,1,56,18,38,33,3
Atletico San Luis,14,10,3,1,17,13,4,33,4
CF Pachuca,14,10,2,2,31,30,1,32,5
Santos Laguna,14,6,5,3,23,25,-2,23,6
Club Necaxa,14,6,4,4,20,16,4,22,7
Pumas de la UNAM,14,4,4,6,15,24,-9,16,8
Deportivo Guadalajara,14,2,10,2,15,9,6,16,9
Puebla FC,14,3,5,6,13,23,-10,14,10
Atlas Guadalajara,14,3,3,8,25,39,-14,12,11
Deportivo Toluca,14,1,9,4,16,19,-3,12,12
FC Juarez,14,1,4,9,31,40,-9,7,13
Club Tijuana,14,0,5,9,9,14,-5,5,14
Gallos Blancos Queretaro FC,14,0,5,9,13,28,-15,5,15
Cruz Azul,14,0,4,10,14,28,-14,4,16
Club Leon,14,0,1,13,3,26,-23,1,17
Mazatlan,14,0,0,14,15,35,-20,0,18
Tigres de la Universidad Autonoma,15,14,1,0,22,8,14,43,1
CF Monterrey,15,13,1,1,50,26,24,40,2
Club de Futbol America,15,11,3,1,61,18,43,36,3
Atletico San Luis,15,11,3,1,18,16,2,36,4
CF Pachuca,15,11,2,2,34,31,3,35,5
Club Necaxa,15,7,4,4,21,19,2,25,6
Santos Laguna,15,6,6,3,27,25,2,24,7
Deportivo Guadalajara,15,3,10,2,18,9,9,19,8
Pumas de la UNAM,15,4,5,6,19,25,-6,17,9
Puebla FC,15,4,5,6,14,23,-9,17,10
Deportivo Toluca,15,2,9,4,17,19,-2,15,11
Atlas Guadalajara,15,3,3,9,27,40,-13,12,12
FC Juarez,15,1,4,10,36,41,-5,7,13
Club Tijuana,15,0,6,9,9,15,-6,6,14
Gallos Blancos Queretaro FC,15,0,6,9,13,30,-17,6,15
Cruz Azul,15,0,5,10,14,28,-14,5,16
Club Leon,15,0,2,13,3,26,-23,2,17
Mazatlan,15,0,0,15,16,35,-19,0,18
Tigres de la Universidad Autonoma,16,15,1,0,26,11,15,46,1
CF Monterrey,16,14,1,1,50,26,24,43,2
Club de Futbol America,16,12,3,1,66,18,48,39,3
Atletico San Luis,16,12,3,1,19,17,2,39,4
CF Pachuca,16,12,2,2,36,32,4,38,5
Santos Laguna,16,7,6,3,31,26,5,27,6
Club Necaxa,16,7,4,5,21,19,2,25,7
Deportivo Guadalajara,16,4,10,2,18,10,8,22,8
Puebla FC,16,4,6,6,16,25,-9,18,9
Deportivo Toluca,16,3,9,4,17,19,-2,18,10
Pumas de la UNAM,16,4,5,7,19,25,-6,17,11
Atlas Guadalajara,16,3,4,9,28,40,-12,13,12
FC Juarez,16,2,4,10,36,43,-7,10,13
Gallos Blancos Queretaro FC,16,1,6,9,14,31,-17,9,14
Club Tijuana,16,0,7,9,9,15,-6,7,15
Cruz Azul,16,0,6,10,15,28,-13,6,16
Club Leon,16,0,2,14,3,28,-25,2,17
Mazatlan,16,0,0,16,16,38,-22,0,18
Tigres de la Universidad Autonoma,17,16,1,0,31,11,20,49,1
CF Monterrey,17,15,1,1,57,27,30,46,2
Atletico San Luis,17,13,3,1,20,18,2,42,3
CF Pachuca,17,13,2,2,37,32,5,41,4
Club de Futbol America,17,12,4,1,66,18,48,40,5
Santos Laguna,17,7,6,4,31,28,3,27,6
Club Necaxa,17,7,5,5,21,21,0,26,7
Deportivo Guadalajara,17,5,10,2,18,11,7,25,8
Puebla FC,17,5,6,6,19,27,-8,21,9
Deportivo Toluca,17,4,9,4,19,20,-1,21,10
Pumas de la UNAM,17,5,5,7,20,25,-5,20,11
Atlas Guadalajara,17,4,4,9,33,42,-9,16,12
FC Juarez,17,3,4,10,38,43,-5,13,13
Gallos Blancos Queretaro FC,17,1,6,10,14,31,-17,9,14
Club Tijuana,17,0,8,9,9,15,-6,8,15
Cruz Azul,17,0,6,11,18,30,-12,6,16
Club Leon,17,0,2,15,3,30,-27,2,17
Mazatlan,17,0,0,17,18,42,-24,0,18
Tigres de la Universidad Autonoma,18,17,1,0,33,12,21,52,1
CF Monterrey,18,16,1,1,57,29,28,49,2
Atletico San Luis,18,14,3,1,22,18,4,45,3
CF Pachuca,18,14,2,2,40,33,7,44,4
Club de Futbol America,18,13,4,1,67,18,49,43,5
Santos Laguna,18,8,6,4,34,29,5,30,6
Deportivo Guadalajara,18,6,10,2,19,11,8,28,7
Club Necaxa,18,7,5,6,22,28,-6,26,8
Pumas de la UNAM,18,6,5,7,23,27,-4,23,9
Puebla FC,18,5,7,6,19,30,-11,22,10
Deportivo Toluca,18,4,10,4,19,20,-1,22,11
Atlas Guadalajara,18,4,5,9,35,44,-9,17,12
FC Juarez,18,4,4,10,38,44,-6,16,13
Gallos Blancos Queretaro FC,18,2,6,10,16,31,-15,12,14
Cruz Azul,18,1,6,11,19,31,-12,9,15
Club Tijuana,18,0,8,10,10,17,-7,8,16
Club Leon,18,0,3,15,5,32,-27,3,17
Mazatlan,18,0,0,18,19,45,-26,0,18
Tigres de la Universidad Autonoma,19,18,1,0,34,13,21,55,1
CF Monterrey,19,17,1,1,62,29,33,52,2
Atletico San Luis,19,15,3,1,24,19,5,48,3
CF Pachuca,19,14,2,3,41,34,7,44,4
Club de Futbol America,19,13,4,2,69,22,47,43,5
Santos Laguna,19,9,6,4,36,29,7,33,6
Deportivo Guadalajara,19,7,10,2,19,12,7,31,7
Club Necaxa,19,7,5,7,22,31,-9,26,8
Puebla FC,19,6,7,6,22,31,-9,25,9
Deportivo Toluca,19,5,10,4,22,20,2,25,10
Pumas de la UNAM,19,6,6,7,23,29,-6,24,11
Atlas Guadalajara,19,5,5,9,36,47,-11,20,12
FC Juarez,19,4,5,10,41,47,-6,17,13
Gallos Blancos Queretaro FC,19,2,7,10,17,33,-16,13,14
Cruz Azul,19,1,6,12,19,32,-13,9,15
Club Tijuana,19,0,9,10,11,17,-6,9,16
Club Leon,19,0,4,15,6,32,-26,4,17
Mazatlan,19,0,0,19,19,45,-26,0,18
Tigres de la Universidad Autonoma,20,19,1,0,35,14,21,58,1
CF Monterrey,20,18,1,1,63,29,34,55,2
Atletico San Luis,20,16,3,1,29,20,9,51,3
CF Pachuca,20,15,2,3,42,34,8,47,4
Club de Futbol America,20,13,5,2,70,22,48,44,5
Santos Laguna,20,9,7,4,37,30,7,34,6
Deportivo Guadalajara,20,8,10,2,23,12,11,34,7
Club Necaxa,20,7,5,8,22,34,-12,26,8
Puebla FC,20,6,8,6,24,32,-8,26,9
Deportivo Toluca,20,5,11,4,22,20,2,26,10
Pumas de la UNAM,20,6,7,7,25,31,-6,25,11
FC Juarez,20,5,5,10,44,49,-5,20,12
Atlas Guadalajara,20,5,5,10,37,50,-13,20,13
Gallos Blancos Queretaro FC,20,2,7,11,21,35,-14,13,14
Club Tijuana,20,1,9,10,12,19,-7,12,15
Cruz Azul,20,1,7,12,21,33,-12,10,16
Club Leon,20,0,5,15,7,33,-26,5,17
Mazatlan,20,0,0,20,21,48,-27,0,18
Tigres de la Universidad Autonoma,21,20,1,0,41,16,25,61,1
CF Monterrey,21,19,1,1,66,29,37,58,2
Atletico San Luis,21,16,4,1,29,20,9,52,3
CF Pachuca,21,16,2,3,48,34,14,50,4
Club de Futbol America,21,13,6,2,71,25,46,45,5
Santos Laguna,21,10,7,4,40,32,8,37,6
Deportivo Guadalajara,21,9,10,2,26,12,14,37,7
Puebla FC,21,7,8,6,26,35,-9,29,8
Deportivo Toluca,21,6,11,4,22,21,1,29,9
Club Necaxa,21,7,5,9,26,36,-10,26,10
Pumas de la UNAM,21,6,7,8,26,36,-10,25,11
Atlas Guadalajara,21,6,5,10,41,52,-11,23,12
FC Juarez,21,5,5,11,44,49,-5,20,13
Gallos Blancos Queretaro FC,21,3,7,11,22,35,-13,16,14
Club Tijuana,21,1,10,10,12,20,-8,13,15
Cruz Azul,21,1,8,12,22,33,-11,11,16
Club Leon,21,0,5,16,8,34,-26,5,17
Mazatlan,21,0,1,20,21,49,-28,1,18
Tigres de la Universidad Autonoma,22,21,1,0,44,17,27,64,1
CF Monterrey,22,20,1,1,66,32,34,61,2
Atletico San Luis,22,17,4,1,30,20,10,55,3
CF Pachuca,22,16,3,3,50,37,13,51,4
Club de Futbol America,22,14,6,2,73,28,45,48,5
Deportivo Guadalajara,22,10,10,2,27,12,15,40,6
Santos Laguna,22,10,8,4,41,32,9,38,7
Deportivo Toluca,22,7,11,4,23,21,2,32,8
Puebla FC,22,7,8,7,27,36,-9,29,9
Club Necaxa,22,7,6,9,27,36,-9,27,10
Atlas Guadalajara,22,7,5,10,41,56,-15,26,11
Pumas de la UNAM,22,6,8,8,26,36,-10,26,12
FC Juarez,22,6,5,11,46,53,-7,23,13
Gallos Blancos Queretaro FC,22,3,8,11,25,36,-11,17,14
Club Tijuana,22,1,11,10,12,21,-9,14,15
Cruz Azul,22,1,9,12,24,37,-13,12,16
Club Leon,22,0,6,16,8,34,-26,6,17
Mazatlan,22,0,1,21,21,52,-31,1,18
Tigres de la Universidad Autonoma,23,22,1,0,47,17,30,67,1
CF Monterrey,23,20,1,2,68,35,33,61,2
Atletico San Luis,23,18,4,1,33,21,12,58,3
CF Pachuca,23,17,3,3,53,38,15,54,4
Club de Futbol America,23,14,6,3,75,30,45,48,5
Deportivo Guadalajara,23,11,10,2,28,13,15,43,6
Santos Laguna,23,10,8,5,44,37,7,38,7
Deportivo Toluca,23,8,11,4,27,22,5,35,8
Puebla FC,23,8,8,7,27,36,-9,32,9
Club Necaxa,23,7,6,10,29,38,-9,27,10
FC Juarez,23,7,5,11,49,54,-5,26,11
Atlas Guadalajara,23,7,5,11,43,57,-14,26,12
Pumas de la UNAM,23,6,8,9,26,38,-12,26,13
Gallos Blancos Queretaro FC,23,4,8,11,26,36,-10,20,14
Club Tijuana,23,1,11,11,13,24,-11,14,15
Cruz Azul,23,1,9,13,24,37,-13,12,16
Club Leon,23,0,6,17,8,36,-28,6,17
Mazatlan,23,0,1,22,24,54,-30,1,18
Tigres de la Universidad Autonoma,24,23,1,0,50,17,33,70,1
CF Monterrey,24,21,1,2,72,36,36,64,2
Atletico San Luis,24,18,5,1,33,21,12,59,3
CF Pachuca,24,18,3,3,55,40,15,57,4
Club de Futbol America,24,14,7,3,78,35,43,49,5
Deportivo Guadalajara,24,12,10,2,33,13,20,46,6
Santos Laguna,24,10,9,5,47,39,8,39,7
Puebla FC,24,9,8,7,28,36,-8,35,8
Deportivo Toluca,24,8,11,5,27,22,5,35,9
FC Juarez,24,7,6,11,51,55,-4,27,10
Club Necaxa,24,7,6,11,32,38,-6,27,11
Atlas Guadalajara,24,7,6,11,46,59,-13,27,12
Pumas de la UNAM,24,6,8,10,27,44,-17,26,13
Gallos Blancos Queretaro FC,24,4,9,11,27,39,-12,21,14
Cruz Azul,24,2,9,13,27,37,-10,15,15
Club Tijuana,24,1,11,12,13,25,-12,14,16
Club Leon,24,0,7,17,8,37,-29,7,17
Mazatlan,24,0,1,23,25,57,-32,1,18
Tigres de la Universidad Autonoma,25,24,1,0,51,17,34,73,1
CF Monterrey,25,21,1,3,72,36,36,64,2
Atletico San Luis,25,19,5,1,33,22,11,62,3
CF Pachuca,25,18,3,4,58,41,17,57,4
Club de Futbol America,25,14,7,4,80,37,43,49,5
Deportivo Guadalajara,25,12,11,2,34,13,21,47,6
Santos Laguna,25,10,9,6,47,40,7,39,7
Deportivo Toluca,25,9,11,5,29,22,7,38,8
Puebla FC,25,9,9,7,28,38,-10,36,9
FC Juarez,25,7,6,12,51,57,-6,27,10
Club Necaxa,25,7,6,12,32,38,-6,27,11
Atlas Guadalajara,25,7,6,12,47,60,-13,27,12
Pumas de la UNAM,25,6,8,11,27,46,-19,26,13
Gallos Blancos Queretaro FC,25,5,9,11,31,40,-9,24,14
Cruz Azul,25,3,9,13,27,37,-10,18,15
Club Tijuana,25,1,11,13,14,27,-13,14,16
Club Leon,25,0,8,17,9,38,-29,8,17
Mazatlan,25,0,1,24,26,59,-33,1,18
Tigres de la Universidad Autonoma,26,25,1,0,53,17,36,76,1
CF Monterrey,26,22,1,3,75,36,39,67,2
Atletico San Luis,26,19,6,1,36,22,14,63,3
CF Pachuca,26,18,4,4,60,43,17,58,4
Club de Futbol America,26,14,8,4,83,38,45,50,5
Deportivo Guadalajara,26,13,11,2,34,14,20,50,6
Deportivo Toluca,26,10,11,5,31,22,9,41,7
Santos Laguna,26,10,9,7,48,41,7,39,8
Puebla FC,26,10,9,7,32,39,-7,39,9
FC Juarez,26,8,6,12,54,57,-3,30,10
Club Necaxa,26,7,6,13,32,39,-7,27,11
Atlas Guadalajara,26,7,6,13,49,63,-14,27,12
Pumas de la UNAM,26,6,8,12,27,48,-21,26,13
Gallos Blancos Queretaro FC,26,5,10,11,32,40,-8,25,14
Cruz Azul,26,3,10,13,27,37,-10,19,15
Club Tijuana,26,1,11,14,14,28,-14,14,16
Club Leon,26,0,9,17,10,40,-30,9,17
Mazatlan,26,0,2,24,27,60,-33,2,18
Tigres de la Universidad Autonoma,27,26,1,0,55,17,38,79,1
CF Monterrey,27,23,1,3,76,37,39,70,2
Atletico San Luis,27,20,6,1,37,22,15,66,3
CF Pachuca,27,19,4,4,62,46,16,61,4
Deportivo Guadalajara,27,14,11,2,35,14,21,53,5
Club de Futbol America,27,14,9,4,84,38,46,51,6
Deportivo Toluca,27,10,12,5,32,22,10,42,7
Santos Laguna,27,10,10,7,48,41,7,40,8
Puebla FC,27,10,10,7,33,41,-8,40,9
FC Juarez,27,9,6,12,56,58,-2,33,10
Club Necaxa,27,7,7,13,34,41,-7,28,11
Atlas Guadalajara,27,7,6,14,50,64,-14,27,12
Pumas de la UNAM,27,6,9,12,27,49,-22,27,13
Gallos Blancos Queretaro FC,27,5,11,11,33,41,-8,26,14
Cruz Azul,27,3,11,13,28,38,-10,20,15
Club Tijuana,27,1,12,14,14,29,-15,15,16
Club Leon,27,0,10,17,13,42,-29,10,17
Mazatlan,27,0,2,25,27,61,-34,2,18
Tigres de la Universidad Autonoma,28,27,1,0,57,18,39,82,1
CF Monterrey,28,23,2,3,76,41,35,71,2
Atletico San Luis,28,20,7,1,37,22,15,67,3
CF Pachuca,28,19,5,4,62,46,16,62,4
Deportivo Guadalajara,28,14,12,2,38,16,22,54,5
Club de Futbol America,28,14,10,4,85,40,45,52,6
Deportivo Toluca,28,11,12,5,34,22,12,45,7
Santos Laguna,28,10,10,8,48,41,7,40,8
Puebla FC,28,10,10,8,34,41,-7,40,9
FC Juarez,28,9,7,12,57,60,-3,34,10
Gallos Blancos Queretaro FC,28,6,11,11,34,41,-7,29,11
