Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Darmstadt 98,3,2,1,0,4,1,3,7,2
Paderborn,3,1,2,0,8,3,5,5,3
Hamburger SV,3,1,2,0,3,4,-1,5,4
Heidenheim,3,1,2,0,2,5,-3,5,5
Hannover 96,3,0,3,0,5,2,3,3,6
Greuther Furth,3,0,2,1,7,1,6,2,7
Fortuna Dusseldorf,3,0,2,1,6,4,2,2,8
St Pauli,3,0,2,1,3,2,1,2,9
Holstein Kiel,3,0,2,1,5,8,-3,2,10
Arminia Bielefeld,3,0,1,2,3,5,-2,1,11
Hansa Rostock,3,0,1,2,5,8,-3,1,12
Karlsruher SC,3,0,1,2,1,5,-4,1,13
Braunschweig,3,0,1,2,3,10,-7,1,14
Nurnberg,3,0,0,3,1,2,-1,0,15
Jahn Regensburg,3,0,0,3,2,5,-3,0,16
Sandhausen,3,0,0,3,2,6,-4,0,17
Magdeburg,3,0,0,3,3,9,-6,0,18
Kaiserslautern,4,4,0,0,4,4,0,12,1
Darmstadt 98,4,3,1,0,5,2,3,10,2
Paderborn,4,2,2,0,11,3,8,8,3
Hamburger SV,4,2,2,0,7,4,3,8,4
Heidenheim,4,2,2,0,5,7,-2,8,5
Greuther Furth,4,1,2,1,11,2,9,5,6
St Pauli,4,1,2,1,8,2,6,5,7
Hannover 96,4,0,4,0,6,4,2,4,8
Fortuna Dusseldorf,4,0,3,1,10,4,6,3,9
Holstein Kiel,4,0,3,1,7,10,-3,3,10
Arminia Bielefeld,4,0,2,2,6,6,0,2,11
Hansa Rostock,4,0,2,2,6,9,-3,2,12
Karlsruher SC,4,0,2,2,2,6,-4,2,13
Braunschweig,4,0,2,2,6,11,-5,2,14
Nurnberg,4,0,1,3,3,3,0,1,15
Sandhausen,4,0,0,4,3,6,-3,0,16
Jahn Regensburg,4,0,0,4,4,8,-4,0,17
Magdeburg,4,0,0,4,4,10,-6,0,18
Kaiserslautern,5,5,0,0,7,5,2,15,1
Darmstadt 98,5,4,1,0,7,3,4,13,2
Paderborn,5,3,2,0,13,3,10,11,3
Hamburger SV,5,3,2,0,9,6,3,11,4
Heidenheim,5,3,2,0,7,8,-1,11,5
Greuther Furth,5,2,2,1,11,3,8,8,6
St Pauli,5,2,2,1,9,2,7,8,7
Hannover 96,5,1,4,0,8,7,1,7,8
Fortuna Dusseldorf,5,1,3,1,12,5,7,6,9
Holstein Kiel,5,1,3,1,7,11,-4,6,10
Arminia Bielefeld,5,0,3,2,7,7,0,3,11
Karlsruher SC,5,0,3,2,5,7,-2,3,12
Hansa Rostock,5,0,3,2,7,10,-3,3,13
Braunschweig,5,0,3,2,7,12,-5,3,14
Nurnberg,5,0,2,3,3,3,0,2,15
Magdeburg,5,0,1,4,7,11,-4,1,16
Sandhausen,5,0,1,4,4,8,-4,1,17
Jahn Regensburg,5,0,0,5,5,10,-5,0,18
Darmstadt 98,6,5,1,0,8,4,4,16,1
Kaiserslautern,6,5,1,0,9,7,2,16,2
Paderborn,6,4,2,0,17,6,11,14,3
Heidenheim,6,4,2,0,13,9,4,14,4
Hamburger SV,6,4,2,0,9,6,3,14,5
Greuther Furth,6,3,2,1,13,3,10,11,6
St Pauli,6,3,2,1,12,3,9,11,7
Hannover 96,6,2,4,0,9,7,2,10,8
Fortuna Dusseldorf,6,2,3,1,15,5,10,9,9
Holstein Kiel,6,2,3,1,12,11,1,9,10
Hansa Rostock,6,0,4,2,8,11,-3,4,11
Arminia Bielefeld,6,0,4,2,8,11,-3,4,12
Karlsruher SC,6,0,4,2,5,9,-4,4,13
Braunschweig,6,0,4,2,7,14,-7,4,14
Nurnberg,6,0,3,3,7,5,2,3,15
Sandhausen,6,0,2,4,6,12,-6,2,16
Magdeburg,6,0,1,5,9,11,-2,1,17
Jahn Regensburg,6,0,1,5,5,11,-6,1,18
Kaiserslautern,7,6,1,0,13,9,4,19,1
Paderborn,7,5,2,0,20,8,12,17,2
Darmstadt 98,7,5,2,0,10,4,6,17,3
Hamburger SV,7,4,3,0,14,8,6,15,4
Heidenheim,7,4,3,0,13,12,1,15,5
St Pauli,7,4,2,1,16,5,11,14,6
Greuther Furth,7,3,2,2,13,7,6,11,7
Hannover 96,7,2,4,1,10,10,0,10,8
Fortuna Dusseldorf,7,2,3,2,15,8,7,9,9
Holstein Kiel,7,2,3,2,12,16,-4,9,10
Sandhausen,7,1,2,4,9,14,-5,5,11
Hansa Rostock,7,0,4,3,10,12,-2,4,12
Arminia Bielefeld,7,0,4,3,9,13,-4,4,13
Karlsruher SC,7,0,4,3,5,11,-6,4,14
Braunschweig,7,0,4,3,7,17,-10,4,15
Nurnberg,7,0,3,4,7,8,-1,3,16
Magdeburg,7,0,2,5,12,13,-1,2,17
Jahn Regensburg,7,0,2,5,7,12,-5,2,18
Kaiserslautern,8,7,1,0,16,9,7,22,1
Paderborn,8,6,2,0,20,8,12,20,2
Darmstadt 98,8,6,2,0,12,4,8,20,3
Hamburger SV,8,5,3,0,15,10,5,18,4
Heidenheim,8,5,3,0,15,12,3,18,5
St Pauli,8,4,3,1,17,7,10,15,6
Greuther Furth,8,3,3,2,15,9,6,12,7
Hannover 96,8,2,5,1,11,11,0,11,8
Fortuna Dusseldorf,8,2,4,2,16,9,7,10,9
Holstein Kiel,8,2,4,2,13,16,-3,10,10
Sandhausen,8,2,2,4,10,15,-5,8,11
Arminia Bielefeld,8,0,5,3,11,14,-3,5,12
Karlsruher SC,8,0,5,3,7,12,-5,5,13
Braunschweig,8,0,5,3,8,18,-10,5,14
Nurnberg,8,0,4,4,7,8,-1,4,15
Hansa Rostock,8,0,4,4,10,16,-6,4,16
Magdeburg,8,0,3,5,13,14,-1,3,17
Jahn Regensburg,8,0,3,5,9,14,-5,3,18
Paderborn,9,7,2,0,23,9,14,23,1
Darmstadt 98,9,7,2,0,14,4,10,23,2
Kaiserslautern,9,7,2,0,17,10,7,23,3
Hamburger SV,9,6,3,0,16,11,5,21,4
Heidenheim,9,6,3,0,15,13,2,21,5
St Pauli,9,5,3,1,19,8,11,18,6
Greuther Furth,9,3,4,2,20,12,8,13,7
Hannover 96,9,2,6,1,13,11,2,12,8
Fortuna Dusseldorf,9,2,5,2,18,11,7,11,9
Holstein Kiel,9,2,5,2,14,17,-3,11,10
Sandhausen,9,2,2,5,10,18,-8,8,11
Arminia Bielefeld,9,0,6,3,13,15,-2,6,12
Karlsruher SC,9,0,6,3,8,13,-5,6,13
Braunschweig,9,0,6,3,9,19,-10,6,14
Nurnberg,9,0,5,4,9,8,1,5,15
Hansa Rostock,9,0,5,4,13,17,-4,5,16
Magdeburg,9,0,4,5,15,15,0,4,17
Jahn Regensburg,9,0,4,5,10,17,-7,4,18
Paderborn,10,8,2,0,25,9,16,26,1
Darmstadt 98,10,8,2,0,15,6,9,26,2
Kaiserslautern,10,8,2,0,18,12,6,26,3
St Pauli,10,6,3,1,21,8,13,21,4
Hamburger SV,10,6,3,1,17,13,4,21,5
Heidenheim,10,6,3,1,15,13,2,21,6
Greuther Furth,10,3,4,3,20,14,6,13,7
Hannover 96,10,2,6,2,13,12,1,12,8
Fortuna Dusseldorf,10,2,5,3,19,12,7,11,9
Holstein Kiel,10,2,5,3,15,20,-5,11,10
Sandhausen,10,2,3,5,11,19,-8,9,11
Braunschweig,10,0,7,3,10,20,-10,7,12
Arminia Bielefeld,10,0,6,4,14,18,-4,6,13
Hansa Rostock,10,0,6,4,13,20,-7,6,14
Karlsruher SC,10,0,6,4,8,15,-7,6,15
Magdeburg,10,0,5,5,19,18,1,5,16
Nurnberg,10,0,5,5,10,9,1,5,17
Jahn Regensburg,10,0,4,6,10,19,-9,4,18
Paderborn,11,9,2,0,29,9,20,29,1
Darmstadt 98,11,9,2,0,17,8,9,29,2
Kaiserslautern,11,8,3,0,22,14,8,27,3
Hamburger SV,11,6,4,1,18,15,3,22,4
Heidenheim,11,6,4,1,15,14,1,22,5
St Pauli,11,6,3,2,21,9,12,21,6
Greuther Furth,11,3,5,3,22,17,5,14,7
Hannover 96,11,2,7,2,15,17,-2,13,8
Fortuna Dusseldorf,11,2,6,3,20,12,8,12,9
Holstein Kiel,11,2,6,3,17,22,-5,12,10
Sandhausen,11,2,4,5,12,22,-10,10,11
Braunschweig,11,0,8,3,11,21,-10,8,12
Hansa Rostock,11,0,7,4,13,22,-9,7,13
Arminia Bielefeld,11,0,6,5,17,21,-4,6,14
Karlsruher SC,11,0,6,5,8,18,-10,6,15
Magdeburg,11,0,5,6,22,22,0,5,16
Nurnberg,11,0,5,6,11,13,-2,5,17
Jahn Regensburg,11,0,5,6,11,20,-9,5,18
Paderborn,12,10,2,0,32,9,23,32,1
Darmstadt 98,12,10,2,0,17,8,9,32,2
Kaiserslautern,12,9,3,0,24,15,9,30,3
Heidenheim,12,7,4,1,19,16,3,25,4
Hamburger SV,12,6,5,1,20,15,5,23,5
St Pauli,12,6,4,2,22,10,12,22,6
Fortuna Dusseldorf,12,3,6,3,23,14,9,15,7
Greuther Furth,12,3,5,4,23,17,6,14,8
Hannover 96,12,2,7,3,17,18,-1,13,9
Holstein Kiel,12,2,6,4,17,24,-7,12,10
Sandhausen,12,2,4,6,13,23,-10,10,11
Braunschweig,12,0,9,3,12,21,-9,9,12
Hansa Rostock,12,0,8,4,14,22,-8,8,13
Magdeburg,12,0,6,6,23,23,0,6,14
Arminia Bielefeld,12,0,6,6,17,21,-4,6,15
Jahn Regensburg,12,0,6,6,12,21,-9,6,16
Karlsruher SC,12,0,6,6,10,19,-9,6,17
Nurnberg,12,0,5,7,12,15,-3,5,18
Paderborn,13,11,2,0,33,11,22,35,1
Darmstadt 98,13,11,2,0,22,9,13,35,2
Kaiserslautern,13,10,3,0,28,16,12,33,3
Heidenheim,13,8,4,1,22,16,6,28,4
Hamburger SV,13,7,5,1,22,16,6,26,5
St Pauli,13,6,5,2,22,10,12,23,6
Greuther Furth,13,4,5,4,23,17,6,17,7
Fortuna Dusseldorf,13,3,7,3,24,14,10,16,8
Hannover 96,13,2,8,3,18,20,-2,14,9
Holstein Kiel,13,2,7,4,17,26,-9,13,10
Braunschweig,13,1,9,3,13,23,-10,12,11
Sandhausen,13,2,5,6,13,27,-14,11,12
Hansa Rostock,13,0,9,4,17,22,-5,9,13
Magdeburg,13,0,7,6,25,23,2,7,14
Arminia Bielefeld,13,0,7,6,18,22,-4,7,15
Karlsruher SC,13,0,7,6,12,20,-8,7,16
Jahn Regensburg,13,0,6,7,13,23,-10,6,17
Nurnberg,13,0,5,8,13,17,-4,5,18
Paderborn,14,12,2,0,36,11,25,38,1
Darmstadt 98,14,12,2,0,24,11,13,38,2
Kaiserslautern,14,10,4,0,30,18,12,34,3
Heidenheim,14,9,4,1,23,18,5,31,4
Hamburger SV,14,7,6,1,23,17,6,27,5
St Pauli,14,7,5,2,22,10,12,26,6
Fortuna Dusseldorf,14,4,7,3,25,16,9,19,7
Greuther Furth,14,4,6,4,24,21,3,18,8
Hannover 96,14,2,9,3,19,22,-3,15,9
Braunschweig,14,2,9,3,15,25,-10,15,10
Holstein Kiel,14,2,8,4,17,27,-10,14,11
Sandhausen,14,2,5,7,15,30,-15,11,12
Hansa Rostock,14,0,9,5,17,25,-8,9,13
Magdeburg,14,0,7,7,26,24,2,7,14
Arminia Bielefeld,14,0,7,7,18,24,-6,7,15
Karlsruher SC,14,0,7,7,14,22,-8,7,16
Nurnberg,14,0,6,8,14,20,-6,6,17
Jahn Regensburg,14,0,6,8,14,25,-11,6,18
Darmstadt 98,15,13,2,0,26,12,14,41,1
Paderborn,15,12,3,0,36,13,23,39,2
Kaiserslautern,15,11,4,0,31,19,12,37,3
Heidenheim,15,10,4,1,26,18,8,34,4
Hamburger SV,15,7,7,1,24,17,7,28,5
St Pauli,15,7,6,2,25,10,15,27,6
Fortuna Dusseldorf,15,5,7,3,26,17,9,22,7
Greuther Furth,15,4,7,4,24,22,2,19,8
Holstein Kiel,15,3,8,4,18,27,-9,17,9
Hannover 96,15,2,10,3,22,23,-1,16,10
Braunschweig,15,2,9,4,16,25,-9,15,11
Sandhausen,15,2,6,7,16,32,-16,12,12
Hansa Rostock,15,0,10,5,18,26,-8,10,13
Magdeburg,15,0,7,8,26,27,-1,7,14
Arminia Bielefeld,15,0,7,8,19,25,-6,7,15
Nurnberg,15,0,7,8,15,21,-6,7,16
Karlsruher SC,15,0,7,8,14,23,-9,7,17
Jahn Regensburg,15,0,6,9,15,27,-12,6,18
Darmstadt 98,16,14,2,0,26,12,14,44,1
Paderborn,16,13,3,0,39,13,26,42,2
Kaiserslautern,16,11,5,0,35,20,15,38,3
Heidenheim,16,11,4,1,27,19,8,37,4
Hamburger SV,16,8,7,1,26,17,9,31,5
St Pauli,16,7,7,2,25,12,13,28,6
Fortuna Dusseldorf,16,6,7,3,26,18,8,25,7
Greuther Furth,16,4,8,4,27,22,5,20,8
Hannover 96,16,3,10,3,27,24,3,19,9
Holstein Kiel,16,3,9,4,21,28,-7,18,10
Braunschweig,16,2,10,4,17,26,-9,16,11
Sandhausen,16,2,7,7,18,34,-16,13,12
Hansa Rostock,16,0,10,6,18,28,-10,10,13
Arminia Bielefeld,16,0,8,8,23,26,-3,8,14
Nurnberg,16,0,8,8,18,23,-5,8,15
Karlsruher SC,16,0,8,8,15,24,-9,8,16
Magdeburg,16,0,7,9,27,33,-6,7,17
Jahn Regensburg,16,0,7,9,15,27,-12,7,18
Darmstadt 98,17,15,2,0,30,15,15,47,1
Paderborn,17,13,4,0,42,13,29,43,2
Kaiserslautern,17,12,5,0,37,20,17,41,3
Heidenheim,17,12,4,1,31,20,11,40,4
Hamburger SV,17,9,7,1,27,19,8,34,5
St Pauli,17,8,7,2,26,14,12,31,6
Fortuna Dusseldorf,17,6,8,3,27,18,9,26,7
Holstein Kiel,17,4,9,4,24,28,-4,21,8
Greuther Furth,17,4,8,5,27,23,4,20,9
Hannover 96,17,3,11,3,28,25,3,20,10
Braunschweig,17,2,10,5,17,28,-11,16,11
Sandhausen,17,2,8,7,20,35,-15,14,12
Hansa Rostock,17,0,11,6,19,29,-10,11,13
Arminia Bielefeld,17,0,9,8,25,29,-4,9,14
Nurnberg,17,0,9,8,18,23,-5,9,15
Magdeburg,17,0,8,9,29,37,-8,8,16
Karlsruher SC,17,0,8,9,16,28,-12,8,17
Jahn Regensburg,17,0,7,10,16,27,-11,7,18
Darmstadt 98,18,16,2,0,33,15,18,50,1
Paderborn,18,14,4,0,45,13,32,46,2
Kaiserslautern,18,12,6,0,37,23,14,42,3
Heidenheim,18,12,5,1,35,21,14,41,4
Hamburger SV,18,10,7,1,33,19,14,37,5
St Pauli,18,8,8,2,26,15,11,32,6
Fortuna Dusseldorf,18,7,8,3,29,19,10,29,7
Holstein Kiel,18,5,9,4,28,28,0,24,8
Hannover 96,18,4,11,3,28,26,2,23,9
Greuther Furth,18,4,9,5,28,23,5,21,10
Braunschweig,18,2,11,5,19,30,-11,17,11
Sandhausen,18,2,9,7,21,38,-17,15,12
Hansa Rostock,18,0,11,7,19,31,-12,11,13
Arminia Bielefeld,18,0,10,8,28,29,-1,10,14
Nurnberg,18,0,10,8,20,25,-5,10,15
Karlsruher SC,18,0,9,9,16,33,-17,9,16
Magdeburg,18,0,8,10,29,42,-13,8,17
Jahn Regensburg,18,0,7,11,19,29,-10,7,18
Darmstadt 98,19,17,2,0,34,16,18,53,1
Paderborn,19,15,4,0,50,13,37,49,2
Heidenheim,19,13,5,1,37,21,16,44,3
Kaiserslautern,19,12,7,0,37,25,12,43,4
Hamburger SV,19,11,7,1,36,20,16,40,5
St Pauli,19,9,8,2,28,16,12,35,6
Fortuna Dusseldorf,19,8,8,3,30,20,10,32,7
Holstein Kiel,19,6,9,4,33,28,5,27,8
Hannover 96,19,5,11,3,29,26,3,26,9
Greuther Furth,19,4,9,6,28,28,0,21,10
Braunschweig,19,2,11,6,20,30,-10,17,11
Sandhausen,19,2,9,8,21,42,-21,15,12
Arminia Bielefeld,19,1,10,8,31,29,2,13,13
Hansa Rostock,19,0,12,7,19,31,-12,12,14
Nurnberg,19,0,10,9,22,29,-7,10,15
Karlsruher SC,19,0,10,9,18,35,-17,10,16
Jahn Regensburg,19,0,8,11,20,30,-10,8,17
Magdeburg,19,0,8,11,29,43,-14,8,18
Darmstadt 98,20,18,2,0,34,16,18,56,1
Paderborn,20,16,4,0,53,14,39,52,2
Heidenheim,20,14,5,1,41,21,20,47,3
Kaiserslautern,20,13,7,0,37,26,11,46,4
Hamburger SV,20,12,7,1,38,22,16,43,5
St Pauli,20,9,9,2,32,18,14,36,6
Fortuna Dusseldorf,20,8,9,3,33,21,12,33,7
Hannover 96,20,6,11,3,33,26,7,29,8
Holstein Kiel,20,6,10,4,39,28,11,28,9
Greuther Furth,20,4,10,6,30,29,1,22,10
Braunschweig,20,2,12,6,20,32,-12,18,11
Arminia Bielefeld,20,2,10,8,31,30,1,16,12
Sandhausen,20,2,10,8,22,43,-21,16,13
Hansa Rostock,20,0,13,7,19,32,-13,13,14
Nurnberg,20,0,11,9,23,29,-6,11,15
Karlsruher SC,20,0,11,9,19,36,-17,11,16
Magdeburg,20,0,9,11,33,44,-11,9,17
Jahn Regensburg,20,0,8,12,22,32,-10,8,18
Darmstadt 98,21,19,2,0,35,17,18,59,1
Paderborn,21,17,4,0,55,15,40,55,2
Kaiserslautern,21,14,7,0,39,27,12,49,3
Heidenheim,21,14,6,1,41,23,18,48,4
Hamburger SV,21,13,7,1,42,23,19,46,5
St Pauli,21,9,10,2,33,20,13,37,6
Fortuna Dusseldorf,21,8,10,3,34,21,13,34,7
Holstein Kiel,21,7,10,4,39,29,10,31,8
Hannover 96,21,6,12,3,35,27,8,30,9
Greuther Furth,21,4,11,6,31,29,2,23,10
Arminia Bielefeld,21,3,10,8,31,32,-1,19,11
Braunschweig,21,2,13,6,21,33,-12,19,12
Sandhausen,21,2,11,8,24,45,-21,17,13
Karlsruher SC,21,1,11,9,20,37,-17,14,14
Hansa Rostock,21,0,14,7,20,33,-13,14,15
Nurnberg,21,0,12,9,23,32,-9,12,16
Magdeburg,21,0,9,12,33,44,-11,9,17
Jahn Regensburg,21,0,9,12,23,35,-12,9,18
Darmstadt 98,22,20,2,0,38,18,20,62,1
Paderborn,22,17,5,0,57,20,37,56,2
Kaiserslautern,22,15,7,0,39,29,10,52,3
Heidenheim,22,15,6,1,43,25,18,51,4
Hamburger SV,22,14,7,1,44,25,19,49,5
St Pauli,22,9,11,2,34,21,13,38,6
Fortuna Dusseldorf,22,9,10,3,38,22,16,37,7
Holstein Kiel,22,8,10,4,41,34,7,34,8
Hannover 96,22,7,12,3,37,28,9,33,9
Greuther Furth,22,4,12,6,33,32,1,24,10
Braunschweig,22,2,14,6,21,35,-14,20,11
Arminia Bielefeld,22,3,10,9,33,32,1,19,12
Sandhausen,22,2,12,8,25,47,-22,18,13
Karlsruher SC,22,2,11,9,23,38,-15,17,14
Hansa Rostock,22,0,15,7,21,35,-14,15,15
Nurnberg,22,0,12,10,23,34,-11,12,16
Magdeburg,22,0,10,12,35,44,-9,10,17
Jahn Regensburg,22,0,10,12,26,39,-13,10,18
Darmstadt 98,23,21,2,0,39,18,21,65,1
Paderborn,23,18,5,0,59,20,39,59,2
Heidenheim,23,16,6,1,45,26,19,54,3
Kaiserslautern,23,15,7,1,41,32,9,52,4
Hamburger SV,23,14,8,1,44,26,18,50,5
Fortuna Dusseldorf,23,9,11,3,40,24,16,38,6
St Pauli,23,9,11,3,35,24,11,38,7
Hannover 96,23,8,12,3,38,28,10,36,8
Holstein Kiel,23,8,10,5,41,34,7,34,9
Greuther Furth,23,4,12,7,33,32,1,24,10
Arminia Bielefeld,23,4,10,9,35,33,2,22,11
Braunschweig,23,2,15,6,22,37,-15,21,12
Karlsruher SC,23,3,11,9,24,39,-15,20,13
Sandhausen,23,2,12,9,25,49,-24,18,14
Hansa Rostock,23,0,15,8,23,36,-13,15,15
Nurnberg,23,0,13,10,25,34,-9,13,16
Magdeburg,23,0,10,13,35,47,-12,10,17
Jahn Regensburg,23,0,10,13,26,43,-17,10,18
Darmstadt 98,24,22,2,0,42,19,23,68,1
Paderborn,24,19,5,0,62,20,42,62,2
Heidenheim,24,17,6,1,47,26,21,57,3
Kaiserslautern,24,16,7,1,45,32,13,55,4
Hamburger SV,24,15,8,1,45,28,17,53,5
Fortuna Dusseldorf,24,9,12,3,45,26,19,39,6
St Pauli,24,9,12,3,38,24,14,39,7
Hannover 96,24,8,13,3,39,29,10,37,8
Holstein Kiel,24,8,11,5,46,35,11,35,9
Greuther Furth,24,4,13,7,34,35,-1,25,10
Arminia Bielefeld,24,4,11,9,36,35,1,23,11
Braunschweig,24,2,15,7,23,38,-15,21,12
Karlsruher SC,24,3,11,10,25,39,-14,20,13
Sandhausen,24,2,13,9,27,49,-22,19,14
Hansa Rostock,24,0,16,8,24,38,-14,16,15
Nurnberg,24,0,13,11,25,35,-10,13,16
Magdeburg,24,0,11,13,35,50,-15,11,17
Jahn Regensburg,24,0,11,13,26,44,-18,11,18
Darmstadt 98,25,23,2,0,44,20,24,71,1
Paderborn,25,20,5,0,62,21,41,65,2
Heidenheim,25,18,6,1,48,28,20,60,3
Hamburger SV,25,16,8,1,46,28,18,56,4
Kaiserslautern,25,16,8,1,46,33,13,56,5
Fortuna Dusseldorf,25,10,12,3,48,29,19,42,6
St Pauli,25,9,13,3,39,25,14,40,7
Hannover 96,25,8,14,3,41,35,6,38,8
Holstein Kiel,25,8,12,5,46,37,9,36,9
Greuther Furth,25,4,14,7,35,36,-1,26,10
Arminia Bielefeld,25,4,11,10,37,37,0,23,11
Karlsruher SC,25,4,11,10,25,39,-14,23,12
Braunschweig,25,2,16,7,24,39,-15,22,13
Sandhausen,25,2,14,9,27,50,-23,20,14
Hansa Rostock,25,0,17,8,25,39,-14,17,15
Nurnberg,25,0,14,11,27,35,-8,14,16
Magdeburg,25,0,11,14,37,52,-15,11,17
Jahn Regensburg,25,0,11,14,28,45,-17,11,18
Darmstadt 98,26,24,2,0,46,20,26,74,1
Paderborn,26,20,5,1,62,21,41,65,2
Heidenheim,26,19,6,1,48,28,20,63,3
Hamburger SV,26,16,9,1,47,29,18,57,4
Kaiserslautern,26,16,8,2,48,34,14,56,5
Fortuna Dusseldorf,26,10,13,3,50,30,20,43,6
St Pauli,26,9,13,4,39,25,14,40,7
Holstein Kiel,26,9,12,5,47,40,7,39,8
Hannover 96,26,8,15,3,41,37,4,39,9
Greuther Furth,26,4,14,8,37,38,-1,26,10
Arminia Bielefeld,26,4,12,10,38,38,0,24,11
Karlsruher SC,26,4,12,10,26,40,-14,24,12
Braunschweig,26,2,16,8,24,42,-18,22,13
Sandhausen,26,2,14,10,28,55,-27,20,14
Hansa Rostock,26,0,17,9,28,43,-15,17,15
Nurnberg,26,0,15,11,29,36,-7,15,16
Magdeburg,26,0,11,15,38,54,-16,11,17
Jahn Regensburg,26,0,11,15,30,47,-17,11,18
Darmstadt 98,27,24,3,0,47,23,24,75,1
Paderborn,27,20,6,1,62,22,40,66,2
Heidenheim,27,19,7,1,48,30,18,64,3
Hamburger SV,27,17,9,1,47,29,18,60,4
Kaiserslautern,27,16,9,2,48,35,13,57,5
Fortuna Dusseldorf,27,11,13,3,53,30,23,46,6
Hannover 96,27,9,15,3,43,37,6,42,7
St Pauli,27,9,14,4,39,26,13,41,8
Holstein Kiel,27,9,13,5,49,41,8,40,9
Greuther Furth,27,4,14,9,39,41,-2,26,10
Arminia Bielefeld,27,4,12,11,38,39,-1,24,11
Karlsruher SC,27,4,12,11,26,41,-15,24,12
Braunschweig,27,2,16,9,25,43,-18,22,13
Sandhausen,27,2,14,11,30,56,-26,20,14
Hansa Rostock,27,0,17,10,29,45,-16,17,15
Nurnberg,27,0,16,11,30,37,-7,16,16
Magdeburg,27,0,11,16,39,54,-15,11,17
Jahn Regensburg,27,0,11,16,31,48,-17,11,18
Darmstadt 98,28,24,4,0,49,23,26,76,1
Paderborn,28,20,7,1,63,26,37,67,2
Heidenheim,28,20,7,1,49,32,17,67,3
Hamburger SV,28,17,10,1,49,32,17,61,4
Kaiserslautern,28,16,9,3,50,39,11,57,5
Fortuna Dusseldorf,28,11,13,4,55,32,23,46,6
Holstein Kiel,28,10,13,5,51,41,10,43,7
Hannover 96,28,9,16,3,45,38,7,43,8
St Pauli,28,9,14,5,41,27,14,41,9
Arminia Bielefeld,28,5,12,11,39,40,-1,27,10
Greuther Furth,28,4,14,10,39,44,-5,26,11
Karlsruher SC,28,4,13,11,28,47,-19,25,12
Braunschweig,28,2,16,10,25,47,-22,22,13
Sandhausen,28,2,14,12,30,59,-29,20,14
Hansa Rostock,28,0,17,11,29,47,-18,17,15
Nurnberg,28,0,16,12,31,39,-8,16,16
Jahn Regensburg,28,0,11,17,32,49,-17,11,17
Magdeburg,28,0,11,17,40,58,-18,11,18
Darmstadt 98,29,25,4,0,51,23,28,79,1
Paderborn,29,21,7,1,67,28,39,70,2
Heidenheim,29,21,7,1,50,32,18,70,3
Hamburger SV,29,18,10,1,49,32,17,64,4
Kaiserslautern,29,17,9,3,52,40,12,60,5
Fortuna Dusseldorf,29,11,14,4,55,34,21,47,6
Hannover 96,29,10,16,3,46,39,7,46,7
Holstein Kiel,29,10,14,5,52,42,10,44,8
St Pauli,29,9,15,5,42,28,14,42,9
Arminia Bielefeld,29,5,13,11,40,42,-2,28,10
Greuther Furth,29,4,15,10,42,45,-3,27,11
Karlsruher SC,29,4,13,12,30,50,-20,25,12
Braunschweig,29,2,17,10,28,47,-19,23,13
Sandhausen,29,2,15,12,32,62,-30,21,14
Hansa Rostock,29,0,18,11,29,48,-19,18,15
Nurnberg,29,0,17,12,32,41,-9,17,16
