Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Internazionale Milano,5,1,4,0,9,6,3,7,7
Atalanta,5,1,4,0,6,4,2,7,8
Roma,5,1,4,0,4,3,1,7,9
Udinese,5,1,4,0,4,5,-1,7,10
Fiorentina,5,1,3,1,8,7,1,6,11
Sassuolo,5,1,3,1,7,6,1,6,12
Empoli,5,1,3,1,4,4,0,6,13
Bologna,5,1,3,1,5,7,-2,6,14
Torino,5,1,3,1,3,5,-2,6,15
Salernitana,5,1,0,4,5,9,-4,3,16
Hellas Verona,5,0,1,4,6,2,4,1,17
Spezia,5,0,1,4,4,7,-3,1,18
Cremonese,5,0,1,4,1,7,-6,1,19
Sampdoria,5,0,0,5,3,8,-5,0,20
AC Milan,6,5,1,0,19,3,16,16,1
Napoli,6,5,1,0,14,6,8,16,2
Lazio,6,5,1,0,5,0,5,16,3
Juventus,6,3,3,0,4,5,-1,12,4
Monza,6,2,3,1,10,9,1,9,5
Fiorentina,6,2,3,1,8,7,1,9,6
Lecce,6,2,3,1,9,10,-1,9,7
Roma,6,1,5,0,4,6,-2,8,8
Internazionale Milano,6,1,4,1,11,7,4,7,9
Atalanta,6,1,4,1,8,4,4,7,10
Udinese,6,1,4,1,4,7,-3,7,11
Sassuolo,6,1,3,2,8,7,1,6,12
Empoli,6,1,3,2,5,5,0,6,13
Torino,6,1,3,2,4,5,-1,6,14
Bologna,6,1,3,2,6,8,-2,6,15
Salernitana,6,1,0,5,7,11,-4,3,16
Hellas Verona,6,0,1,5,6,3,3,1,17
Spezia,6,0,1,5,4,10,-6,1,18
Cremonese,6,0,1,5,1,13,-12,1,19
Sampdoria,6,0,0,6,3,9,-6,0,20
AC Milan,7,6,1,0,23,4,19,19,1
Napoli,7,6,1,0,18,10,8,19,2
Lazio,7,6,1,0,6,0,6,19,3
Juventus,7,4,3,0,4,6,-2,15,4
Roma,7,2,5,0,4,6,-2,11,5
Internazionale Milano,7,2,4,1,13,7,6,10,6
Atalanta,7,2,4,1,10,5,5,10,7
Fiorentina,7,2,4,1,9,7,2,10,8
Lecce,7,2,4,1,10,12,-2,10,9
Udinese,7,2,4,1,4,9,-5,10,10
Monza,7,2,3,2,10,10,0,9,11
Sassuolo,7,1,4,2,10,7,3,7,12
Torino,7,1,4,2,7,5,2,7,13
Empoli,7,1,4,2,5,5,0,7,14
Bologna,7,1,4,2,8,10,-2,7,15
Salernitana,7,1,1,5,8,12,-4,4,16
Hellas Verona,7,0,2,5,7,3,4,2,17
Cremonese,7,0,2,5,1,14,-13,2,18
Spezia,7,0,1,6,4,10,-6,1,19
Sampdoria,7,0,1,6,4,11,-7,1,20
AC Milan,8,7,1,0,23,5,18,22,1
Napoli,8,7,1,0,22,11,11,22,2
Lazio,8,7,1,0,8,0,8,22,3
Juventus,8,5,3,0,5,7,-2,18,4
Roma,8,3,5,0,6,8,-2,14,5
Internazionale Milano,8,3,4,1,16,8,8,13,6
Atalanta,8,3,4,1,13,8,5,13,7
Udinese,8,3,4,1,5,11,-6,13,8
Monza,8,3,3,2,13,11,2,12,9
Fiorentina,8,2,5,1,9,7,2,11,10
Lecce,8,2,4,2,10,12,-2,10,11
Sassuolo,8,1,5,2,12,8,4,8,12
Empoli,8,1,5,2,8,6,2,8,13
Torino,8,1,5,2,7,6,1,8,14
Bologna,8,1,5,2,8,15,-7,8,15
Spezia,8,1,1,6,5,10,-5,4,16
Salernitana,8,1,1,6,8,17,-9,4,17
Hellas Verona,8,0,3,5,8,6,2,3,18
Cremonese,8,0,2,6,2,17,-15,2,19
Sampdoria,8,0,1,7,5,11,-6,1,20
Napoli,9,8,1,0,23,11,12,25,1
Lazio,9,8,1,0,8,0,8,25,2
AC Milan,9,7,2,0,24,7,17,23,3
Juventus,9,6,3,0,5,7,-2,21,4
Roma,9,4,5,0,6,9,-3,17,5
Internazionale Milano,9,4,4,1,20,9,11,16,6
Atalanta,9,4,4,1,15,8,7,16,7
Monza,9,4,3,2,14,12,2,15,8
Udinese,9,3,5,1,5,12,-7,14,9
Lecce,9,3,4,2,11,12,-1,13,10
Fiorentina,9,2,5,2,9,8,1,11,11
Sassuolo,9,1,6,2,12,8,4,9,12
Torino,9,1,6,2,8,6,2,9,13
Empoli,9,1,6,2,9,9,0,9,14
Bologna,9,1,6,2,9,15,-6,9,15
Salernitana,9,2,1,6,12,18,-6,7,16
Spezia,9,1,2,6,5,13,-8,5,17
Hellas Verona,9,0,3,6,9,7,2,3,18
Sampdoria,9,0,2,7,5,12,-7,2,19
Cremonese,9,0,2,7,2,17,-15,2,20
Lazio,10,9,1,0,11,0,11,28,1
AC Milan,10,8,2,0,25,8,17,26,2
Napoli,10,8,2,0,23,12,11,26,3
Juventus,10,7,3,0,6,9,-3,24,4
Monza,10,5,3,2,15,14,1,18,5
Roma,10,4,6,0,6,10,-4,18,6
Internazionale Milano,10,4,4,2,21,12,9,16,7
Atalanta,10,4,4,2,15,8,7,16,8
Lecce,10,4,4,2,12,13,-1,16,9
Fiorentina,10,3,5,2,10,9,1,14,10
Udinese,10,3,5,2,5,13,-8,14,11
Sassuolo,10,1,6,3,16,8,8,9,12
Torino,10,1,6,3,8,7,1,9,13
Empoli,10,1,6,3,9,10,-1,9,14
Bologna,10,1,6,3,10,17,-7,9,15
Salernitana,10,2,2,6,12,19,-7,8,16
Hellas Verona,10,1,3,6,11,7,4,6,17
Spezia,10,1,3,6,5,14,-9,6,18
Sampdoria,10,0,2,8,6,12,-6,2,19
Cremonese,10,0,2,8,2,18,-16,2,20
Lazio,11,10,1,0,14,0,14,31,1
Napoli,11,9,2,0,28,14,14,29,2
AC Milan,11,8,3,0,27,8,19,27,3
Juventus,11,8,3,0,10,10,0,27,4
Lecce,11,5,4,2,13,14,-1,19,5
Roma,11,4,7,0,10,10,0,19,6
Monza,11,5,3,3,17,14,3,18,7
Internazionale Milano,11,4,5,2,22,13,9,17,8
Atalanta,11,4,5,2,19,10,9,17,9
Fiorentina,11,4,5,2,12,11,1,17,10
Udinese,11,3,6,2,6,13,-7,15,11
Sassuolo,11,1,7,3,16,11,5,10,12
Torino,11,1,7,3,9,7,2,10,13
Empoli,11,1,7,3,10,11,-1,10,14
Bologna,11,1,7,3,11,17,-6,10,15
Salernitana,11,2,3,6,13,19,-6,9,16
Hellas Verona,11,1,4,6,11,7,4,7,17
Spezia,11,1,4,6,6,15,-9,7,18
Sampdoria,11,0,2,9,6,12,-6,2,19
Cremonese,11,0,2,9,2,20,-18,2,20
Lazio,12,11,1,0,16,2,14,34,1
Napoli,12,10,2,0,29,16,13,32,2
Juventus,12,9,3,0,10,10,0,30,3
AC Milan,12,8,4,0,27,11,16,28,4
Fiorentina,12,5,5,2,12,12,0,20,5
Lecce,12,5,5,2,14,15,-1,20,6
Roma,12,4,8,0,10,10,0,20,7
Monza,12,5,4,3,18,16,2,19,8
Internazionale Milano,12,4,6,2,22,16,6,18,9
Atalanta,12,4,6,2,19,13,6,18,10
Udinese,12,3,7,2,7,13,-6,16,11
Torino,12,2,7,3,12,7,5,13,12
Salernitana,12,2,4,6,17,19,-2,10,13
Sassuolo,12,1,7,4,17,11,6,10,14
Bologna,12,1,7,4,12,17,-5,10,15
Empoli,12,1,7,4,10,15,-5,10,16
Hellas Verona,12,1,5,6,12,7,5,8,17
Spezia,12,1,4,7,6,17,-11,7,18
Sampdoria,12,0,2,10,6,12,-6,2,19
Cremonese,12,0,2,10,3,22,-19,2,20
Lazio,13,12,1,0,17,2,15,37,1
Napoli,13,11,2,0,32,16,16,35,2
Juventus,13,10,3,0,13,10,3,33,3
AC Milan,13,9,4,0,31,12,19,31,4
Internazionale Milano,13,5,6,2,22,16,6,21,5
Lecce,13,5,6,2,16,15,1,21,6
Roma,13,4,9,0,10,10,0,21,7
Monza,13,5,5,3,20,16,4,20,8
Fiorentina,13,5,5,3,12,12,0,20,9
Atalanta,13,4,7,2,21,16,5,19,10
Udinese,13,4,7,2,10,13,-3,19,11
Torino,13,2,8,3,16,9,7,14,12
Salernitana,13,2,4,7,18,23,-5,10,13
Sassuolo,13,1,7,5,17,14,3,10,14
Bologna,13,1,7,5,13,20,-7,10,15
Empoli,13,1,7,5,10,20,-10,10,16
Hellas Verona,13,1,6,6,13,7,6,9,17
Spezia,13,1,5,7,7,18,-11,8,18
Sampdoria,13,0,2,11,7,13,-6,2,19
Cremonese,13,0,2,11,5,24,-19,2,20
Napoli,14,12,2,0,34,16,18,38,1
Lazio,14,12,2,0,17,3,14,38,2
Juventus,14,11,3,0,14,10,4,36,3
AC Milan,14,10,4,0,32,13,19,34,4
Internazionale Milano,14,6,6,2,28,16,12,24,5
Atalanta,14,5,7,2,21,17,4,22,6
Lecce,14,5,7,2,17,15,2,22,7
Udinese,14,5,7,2,12,16,-4,22,8
Roma,14,4,10,0,12,12,0,22,9
Monza,14,5,6,3,22,19,3,21,10
Fiorentina,14,5,6,3,13,12,1,21,11
Torino,14,2,9,3,16,10,6,15,12
Salernitana,14,3,4,7,20,24,-4,13,13
Sassuolo,14,1,8,5,18,14,4,11,14
Bologna,14,1,8,5,14,21,-7,11,15
Empoli,14,1,8,5,10,20,-10,11,16
Hellas Verona,14,1,6,7,14,8,6,9,17
Spezia,14,1,6,7,7,19,-12,9,18
Sampdoria,14,0,2,12,7,14,-7,2,19
Cremonese,14,0,2,12,6,24,-18,2,20
Napoli,15,13,2,0,34,16,18,41,1
Lazio,15,13,2,0,17,4,13,41,2
Juventus,15,11,4,0,15,14,1,37,3
AC Milan,15,10,4,1,34,18,16,34,4
Internazionale Milano,15,7,6,2,30,17,13,27,5
Atalanta,15,6,7,2,23,22,1,25,6
Udinese,15,6,7,2,16,17,-1,25,7
Lecce,15,5,8,2,17,17,0,23,8
Roma,15,4,11,0,13,12,1,23,9
Monza,15,5,7,3,23,22,1,22,10
Fiorentina,15,5,7,3,13,16,-3,22,11
Torino,15,2,10,3,18,10,8,16,12
Salernitana,15,3,5,7,23,25,-2,14,13
Sassuolo,15,2,8,5,21,14,7,14,14
Bologna,15,1,9,5,15,21,-6,12,15
Empoli,15,1,9,5,13,23,-10,12,16
Hellas Verona,15,1,7,7,16,8,8,10,17
Spezia,15,1,6,8,8,19,-11,9,18
Sampdoria,15,0,2,13,7,15,-8,2,19
Cremonese,15,0,2,13,7,26,-19,2,20
Napoli,16,14,2,0,38,17,21,44,1
Lazio,16,14,2,0,19,4,15,44,2
Juventus,16,12,4,0,16,14,2,40,3
AC Milan,16,10,5,1,34,19,15,35,4
Internazionale Milano,16,8,6,2,31,17,14,30,5
Udinese,16,7,7,2,19,17,2,28,6
Atalanta,16,6,7,3,23,23,0,25,7
Lecce,16,5,9,2,18,18,0,24,8
Monza,16,5,8,3,24,22,2,23,9
Fiorentina,16,5,8,3,16,16,0,23,10
Roma,16,4,11,1,13,13,0,23,11
Torino,16,2,11,3,19,12,7,17,12
Sassuolo,16,2,9,5,24,14,10,15,13
Empoli,16,2,9,5,16,24,-8,15,14
Salernitana,16,3,5,8,24,26,-2,14,15
Bologna,16,1,9,6,16,24,-8,12,16
Hellas Verona,16,1,8,7,17,10,7,11,17
Spezia,16,1,7,8,8,22,-14,10,18
Sampdoria,16,0,2,14,7,18,-11,2,19
Cremonese,16,0,2,14,8,28,-20,2,20
Napoli,17,15,2,0,41,17,24,47,1
Lazio,17,15,2,0,20,6,14,47,2
Juventus,17,13,4,0,21,15,6,43,3
AC Milan,17,11,5,1,35,19,16,38,4
Internazionale Milano,17,9,6,2,32,20,12,33,5
Udinese,17,7,8,2,22,18,4,29,6
Atalanta,17,7,7,3,25,24,1,28,7
Lecce,17,5,10,2,19,20,-1,25,8
Fiorentina,17,5,9,3,16,17,-1,24,9
Roma,17,4,12,1,13,14,-1,24,10
Monza,17,5,8,4,27,26,1,23,11
Torino,17,3,11,3,21,12,9,20,12
Sassuolo,17,2,10,5,27,15,12,16,13
Empoli,17,2,10,5,16,25,-9,16,14
Salernitana,17,3,6,8,25,26,-1,15,15
Bologna,17,1,9,7,20,26,-6,12,16
Hellas Verona,17,1,8,8,17,10,7,11,17
Spezia,17,1,7,9,10,22,-12,10,18
Sampdoria,17,0,2,15,7,20,-13,2,19
Cremonese,17,0,2,15,9,29,-20,2,20
Napoli,18,16,2,0,43,18,25,50,1
Lazio,18,16,2,0,21,7,14,50,2
Juventus,18,14,4,0,22,16,6,46,3
AC Milan,18,11,6,1,35,19,16,39,4
Internazionale Milano,18,9,7,2,33,22,11,34,5
Udinese,18,8,8,2,24,20,4,32,6
Atalanta,18,8,7,3,28,24,4,31,7
Fiorentina,18,5,10,3,17,17,0,25,8
Lecce,18,5,10,3,19,20,-1,25,9
Roma,18,4,13,1,14,14,0,25,10
Monza,18,5,9,4,28,26,2,24,11
Torino,18,4,11,3,22,12,10,23,12
Sassuolo,18,2,11,5,28,19,9,17,13
Empoli,18,2,11,5,16,25,-9,17,14
Salernitana,18,3,6,9,27,27,0,15,15
Bologna,18,1,10,7,22,28,-6,13,16
Hellas Verona,18,1,9,8,17,11,6,12,17
Spezia,18,1,7,10,10,24,-14,10,18
Sampdoria,18,0,2,16,7,20,-13,2,19
Cremonese,18,0,2,16,9,30,-21,2,20
Napoli,19,17,2,0,44,18,26,53,1
Lazio,19,17,2,0,22,8,14,53,2
Juventus,19,15,4,0,23,16,7,49,3
AC Milan,19,12,6,1,38,19,19,42,4
Internazionale Milano,19,10,7,2,36,22,14,37,5
Udinese,19,9,8,2,25,21,4,35,6
Atalanta,19,9,7,3,31,25,6,34,7
Roma,19,5,13,1,15,15,0,28,8
Torino,19,5,11,3,23,12,11,26,9
Lecce,19,5,11,3,22,22,0,26,10
Monza,19,5,10,4,30,28,2,25,11
Fiorentina,19,5,10,4,17,19,-2,25,12
Empoli,19,2,12,5,18,30,-12,18,13
Sassuolo,19,2,11,6,28,21,7,17,14
Bologna,19,2,10,7,23,29,-6,16,15
Salernitana,19,3,6,10,28,30,-2,15,16
Hellas Verona,19,1,10,8,18,11,7,13,17
Spezia,19,1,8,10,10,26,-16,11,18
Sampdoria,19,0,2,17,7,21,-14,2,19
Cremonese,19,0,2,17,10,33,-23,2,20
Napoli,20,18,2,0,47,18,29,56,1
Lazio,20,17,3,0,23,8,15,54,2
Juventus,20,16,4,0,24,16,8,52,3
AC Milan,20,13,6,1,39,20,19,45,4
Internazionale Milano,20,11,7,2,42,23,19,40,5
Udinese,20,10,8,2,26,21,5,38,6
Atalanta,20,10,7,3,35,25,10,37,7
Roma,20,6,13,1,18,16,2,31,8
Torino,20,5,12,3,23,14,9,27,9
Lecce,20,5,12,3,25,24,1,27,10
Monza,20,5,11,4,30,28,2,26,11
Fiorentina,20,5,11,4,17,20,-3,26,12
Sassuolo,20,3,11,6,32,21,11,20,13
Empoli,20,2,12,6,18,31,-13,18,14
Bologna,20,2,11,7,26,30,-4,17,15
Salernitana,20,3,7,10,29,32,-3,16,16
Hellas Verona,20,1,10,9,19,15,4,13,17
Spezia,20,1,9,10,10,26,-16,12,18
Sampdoria,20,0,3,17,7,21,-14,3,19
Cremonese,20,0,2,18,10,37,-27,2,20
Napoli,21,19,2,0,49,18,31,59,1
Lazio,21,18,3,0,23,10,13,57,2
Juventus,21,17,4,0,27,17,10,55,3
AC Milan,21,13,7,1,39,24,15,46,4
Internazionale Milano,21,12,7,2,46,26,20,43,5
Atalanta,21,11,7,3,38,26,12,40,6
Udinese,21,10,9,2,27,22,5,39,7
Roma,21,7,13,1,19,16,3,34,8
Monza,21,6,11,4,31,28,3,29,9
Torino,21,5,13,3,23,15,8,28,10
Lecce,21,5,13,3,27,26,1,28,11
Fiorentina,21,5,12,4,18,21,-3,27,12
Sassuolo,21,4,11,6,36,23,13,23,13
Empoli,21,3,12,6,21,31,-10,21,14
Bologna,21,2,12,7,27,30,-3,18,15
Salernitana,21,3,8,10,30,35,-5,17,16
Hellas Verona,21,1,11,9,19,15,4,14,17
Spezia,21,1,9,11,14,30,-16,12,18
Sampdoria,21,0,3,18,7,24,-17,3,19
Cremonese,21,0,3,18,10,37,-27,3,20
Napoli,22,20,2,0,54,19,35,62,1
Lazio,22,19,3,0,24,11,13,60,2
Juventus,22,18,4,0,27,21,6,58,3
AC Milan,22,13,8,1,42,26,16,47,4
Internazionale Milano,22,12,8,2,48,27,21,44,5
Atalanta,22,11,8,3,39,28,11,41,6
Udinese,22,10,10,2,28,24,4,40,7
Roma,22,8,13,1,21,16,5,37,8
Lecce,22,6,13,3,28,26,2,31,9
Monza,22,6,12,4,32,28,4,30,10
Torino,22,5,14,3,24,16,8,29,11
Fiorentina,22,5,13,4,19,22,-3,28,12
Sassuolo,22,5,11,6,37,23,14,26,13
Empoli,22,4,12,6,22,35,-13,24,14
Bologna,22,2,13,7,28,31,-3,19,15
Salernitana,22,3,8,11,31,39,-8,17,16
Hellas Verona,22,1,12,9,22,16,6,15,17
Spezia,22,1,9,12,15,32,-17,12,18
Sampdoria,22,0,3,19,9,29,-20,3,19
Cremonese,22,0,3,19,10,38,-28,3,20
Napoli,23,21,2,0,63,19,44,65,1
Lazio,23,19,4,0,27,11,16,61,2
Juventus,23,19,4,0,28,21,7,61,3
AC Milan,23,13,9,1,42,28,14,48,4
Internazionale Milano,23,13,8,2,49,29,20,47,5
Atalanta,23,12,8,3,44,30,14,44,6
Udinese,23,10,11,2,31,24,7,41,7
Roma,23,9,13,1,23,16,7,40,8
Lecce,23,6,14,3,28,26,2,32,9
Monza,23,6,13,4,32,29,3,31,10
Fiorentina,23,6,13,4,21,23,-2,31,11
Torino,23,5,15,3,27,16,11,30,12
Sassuolo,23,5,11,7,37,25,12,26,13
Empoli,23,4,13,6,23,35,-12,25,14
Bologna,23,2,13,8,29,31,-2,19,15
Salernitana,23,3,8,12,34,42,-8,17,16
Hellas Verona,23,1,12,10,22,17,5,15,17
Spezia,23,1,10,12,17,34,-17,13,18
Cremonese,23,0,4,19,11,38,-27,4,19
Sampdoria,23,0,3,20,9,29,-20,3,20
Napoli,24,22,2,0,64,19,45,68,1
Lazio,24,20,4,0,33,11,22,64,2
Juventus,24,19,5,0,29,21,8,62,3
Internazionale Milano,24,14,8,2,51,30,21,50,4
AC Milan,24,13,9,2,42,30,12,48,5
Atalanta,24,13,8,3,46,30,16,47,6
Udinese,24,11,11,2,31,25,6,44,7
Roma,24,9,14,1,23,16,7,41,8
Lecce,24,6,14,4,28,26,2,32,9
Monza,24,6,13,5,32,31,1,31,10
Fiorentina,24,6,13,5,21,26,-5,31,11
Torino,24,5,16,3,28,17,11,31,12
Sassuolo,24,5,12,7,37,25,12,27,13
Empoli,24,4,13,7,24,35,-11,25,14
Bologna,24,3,13,8,31,32,-1,22,15
Salernitana,24,3,9,12,39,42,-3,18,16
Hellas Verona,24,1,12,11,22,19,3,15,17
Spezia,24,1,10,13,17,34,-17,13,18
Cremonese,24,0,5,19,13,39,-26,5,19
Sampdoria,24,0,3,21,9,30,-21,3,20
Napoli,25,23,2,0,67,20,47,71,1
Lazio,25,21,4,0,35,11,24,67,2
Juventus,25,20,5,0,29,21,8,65,3
Internazionale Milano,25,15,8,2,54,30,24,53,4
AC Milan,25,14,9,2,42,30,12,51,5
Atalanta,25,14,8,3,49,30,19,50,6
Udinese,25,12,11,2,35,25,10,47,7
Roma,25,10,14,1,29,17,12,44,8
Lecce,25,6,15,4,29,26,3,33,9
Monza,25,6,14,5,35,31,4,32,10
Fiorentina,25,6,14,5,22,27,-5,32,11
Torino,25,5,16,4,30,22,8,31,12
Sassuolo,25,5,13,7,37,25,12,28,13
Empoli,25,4,14,7,26,37,-11,26,14
Bologna,25,4,13,8,35,33,2,25,15
Salernitana,25,3,9,13,41,44,-3,18,16
Hellas Verona,25,1,13,11,22,20,2,16,17
Spezia,25,1,11,13,18,34,-16,14,18
Cremonese,25,0,5,20,13,41,-28,5,19
Sampdoria,25,0,3,22,9,31,-22,3,20
Napoli,26,24,2,0,69,20,49,74,1
Lazio,26,22,4,0,39,12,27,70,2
Juventus,26,21,5,0,31,22,9,68,3
Internazionale Milano,26,16,8,2,59,30,29,56,4
AC Milan,26,15,9,2,47,30,17,54,5
Atalanta,26,14,9,3,50,30,20,51,6
Udinese,26,12,11,3,37,26,11,47,7
Roma,26,11,14,1,30,18,12,47,8
Lecce,26,6,16,4,29,27,2,34,9
Monza,26,6,15,5,36,31,5,33,10
Fiorentina,26,6,15,5,22,31,-9,33,11
Torino,26,5,17,4,32,26,6,32,12
Sassuolo,26,5,13,8,37,27,10,28,13
Bologna,26,5,13,8,39,33,6,28,14
Empoli,26,4,15,7,27,38,-11,27,15
Salernitana,26,4,9,13,44,45,-1,21,16
Hellas Verona,26,1,13,12,23,20,3,16,17
Spezia,26,1,11,14,19,36,-17,14,18
Cremonese,26,0,6,20,13,42,-29,6,19
Sampdoria,26,0,3,23,10,35,-25,3,20
Napoli,27,25,2,0,69,21,48,77,1
Lazio,27,23,4,0,40,13,27,73,2
Juventus,27,21,6,0,32,22,10,69,3
AC Milan,27,16,9,2,48,31,17,57,4
Internazionale Milano,27,16,8,3,59,33,26,56,5
Atalanta,27,15,9,3,52,32,20,54,6
Roma,27,12,14,1,33,19,14,50,7
Udinese,27,12,12,3,40,26,14,48,8
Lecce,27,6,17,4,29,28,1,35,9
Monza,27,6,16,5,36,31,5,34,10
Fiorentina,27,6,16,5,22,32,-10,34,11
Torino,27,5,18,4,32,27,5,33,12
Sassuolo,27,5,14,8,37,27,10,29,13
Bologna,27,5,13,9,39,33,6,28,14
Empoli,27,4,15,8,27,39,-12,27,15
Salernitana,27,4,10,13,46,46,0,22,16
Hellas Verona,27,2,13,12,23,20,3,19,17
Spezia,27,1,12,14,19,38,-19,15,18
Cremonese,27,0,7,20,13,43,-30,7,19
Sampdoria,27,0,3,24,10,37,-27,3,20
Napoli,28,26,2,0,69,22,47,80,1
Lazio,28,23,5,0,44,14,30,74,2
Juventus,28,22,6,0,33,22,11,72,3
Internazionale Milano,28,16,9,3,62,35,27,57,4
Atalanta,28,16,9,3,56,33,23,57,5
AC Milan,28,16,9,3,50,32,18,57,6
Udinese,28,13,12,3,40,27,13,51,7
Roma,28,12,15,1,33,20,13,51,8
Lecce,28,6,17,5,29,31,-2,35,9
Monza,28,6,16,6,36,31,5,34,10
Fiorentina,28,6,16,6,22,33,-11,34,11
Torino,28,5,19,4,32,31,1,34,12
Sassuolo,28,5,14,9,37,29,8,29,13
Bologna,28,5,14,9,40,34,6,29,14
Empoli,28,4,16,8,30,39,-9,28,15
Salernitana,28,4,10,14,47,51,-4,22,16
Hellas Verona,28,2,13,13,24,21,3,19,17
Spezia,28,1,12,15,19,39,-20,15,18
Cremonese,28,0,8,20,13,45,-32,8,19
Sampdoria,28,0,3,25,11,41,-30,3,20
Napoli,29,27,2,0,72,22,50,83,1
Lazio,29,23,6,0,46,15,31,75,2
Juventus,29,22,7,0,35,22,13,73,3
Internazionale Milano,29,17,9,3,65,36,29,60,4
Atalanta,29,16,10,3,59,35,24,58,5
AC Milan,29,16,10,3,50,33,17,58,6
Roma,29,13,15,1,34,20,14,54,7
Udinese,29,13,13,3,40,27,13,52,8
Torino,29,6,19,4,34,31,3,37,9
Lecce,29,6,18,5,30,31,-1,36,10
Monza,29,6,17,6,38,35,3,35,11
Fiorentina,29,6,17,6,22,35,-13,35,12
Bologna,29,5,15,9,43,36,7,30,13
Sassuolo,29,5,14,10,38,29,9,29,14
Empoli,29,4,16,9,30,39,-9,28,15
Salernitana,29,4,10,15,47,52,-5,22,16
Hellas Verona,29,2,13,14,24,22,2,19,17
Spezia,29,1,12,16,19,41,-22,15,18
