Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Walsall,7,1,6,0,8,4,4,9,6
Northampton Town,7,1,5,1,13,9,4,8,7
Salford City,7,1,5,1,12,10,2,8,8
Tranmere,7,1,3,3,8,8,0,6,9
AFC Wimbledon,7,1,3,3,8,8,0,6,10
Swindon Town,7,1,3,3,6,7,-1,6,11
Mansfield Town,7,1,2,4,8,10,-2,5,12
Grimsby,7,0,2,5,8,5,3,2,13
Doncaster Rovers,7,0,2,5,6,7,-1,2,14
Colchester,7,0,2,5,1,8,-7,2,15
Harrogate Town,7,0,2,5,5,13,-8,2,16
Barrow,7,0,2,5,4,14,-10,2,17
Sutton United,7,0,2,5,3,14,-11,2,18
Newport County,7,0,2,5,0,11,-11,2,19
Crawley Town,7,0,1,6,9,9,0,1,20
Gillingham,7,0,1,6,3,7,-4,1,21
Crewe Alexandra,7,0,1,6,6,14,-8,1,22
Hartlepool,7,0,1,6,6,14,-8,1,23
Rochdale,7,0,0,7,4,16,-12,0,24
Leyton Orient,8,5,3,0,9,3,6,18,1
Walsall,8,2,6,0,11,4,7,12,2
Bradford,8,2,6,0,9,7,2,12,3
Stevenage,8,2,6,0,7,6,1,12,4
Carlisle,8,2,6,0,4,12,-8,12,5
Stockport County,8,2,5,1,8,3,5,11,6
Northampton Town,8,1,6,1,14,11,3,9,7
Salford City,8,1,6,1,12,11,1,9,8
AFC Wimbledon,8,1,4,3,11,10,1,7,9
Tranmere,8,1,4,3,9,10,-1,7,10
Swindon Town,8,1,4,3,7,8,-1,7,11
Mansfield Town,8,1,2,5,10,10,0,5,12
Grimsby,8,0,2,6,8,5,3,2,13
Doncaster Rovers,8,0,2,6,7,10,-3,2,14
Colchester,8,0,2,6,2,9,-7,2,15
Harrogate Town,8,0,2,6,6,14,-8,2,16
Sutton United,8,0,2,6,4,15,-11,2,17
Barrow,8,0,2,6,4,15,-11,2,18
Newport County,8,0,2,6,0,11,-11,2,19
Crawley Town,8,0,1,7,9,10,-1,1,20
Gillingham,8,0,1,7,3,10,-7,1,21
Crewe Alexandra,8,0,1,7,8,16,-8,1,22
Hartlepool,8,0,1,7,7,18,-11,1,23
Rochdale,8,0,0,8,6,19,-13,0,24
Leyton Orient,9,6,3,0,12,5,7,21,1
Bradford,9,3,6,0,11,8,3,15,2
Walsall,9,2,7,0,13,7,6,13,3
Stevenage,9,2,7,0,9,7,2,13,4
Carlisle,9,2,7,0,4,12,-8,13,5
Northampton Town,9,2,6,1,21,11,10,12,6
Stockport County,9,2,6,1,9,4,5,12,7
Salford City,9,1,7,1,15,13,2,10,8
AFC Wimbledon,9,1,4,4,12,11,1,7,9
Swindon Town,9,1,4,4,7,9,-2,7,10
Tranmere,9,1,4,4,10,13,-3,7,11
Mansfield Town,9,1,2,6,10,11,-1,5,12
Harrogate Town,9,1,2,6,10,16,-6,5,13
Grimsby,9,0,2,7,9,5,4,2,14
Doncaster Rovers,9,0,2,7,9,13,-4,2,15
Colchester,9,0,2,7,3,11,-8,2,16
Sutton United,9,0,2,7,5,15,-10,2,17
Newport County,9,0,2,7,0,12,-12,2,18
Barrow,9,0,2,7,5,20,-15,2,19
Crawley Town,9,0,1,8,9,12,-3,1,20
Gillingham,9,0,1,8,4,11,-7,1,21
Crewe Alexandra,9,0,1,8,8,17,-9,1,22
Hartlepool,9,0,1,8,8,26,-18,1,23
Rochdale,9,0,0,9,7,22,-15,0,24
Leyton Orient,10,7,3,0,14,5,9,24,1
Bradford,10,3,7,0,14,9,5,16,2
Stevenage,10,3,7,0,10,8,2,16,3
Carlisle,10,3,7,0,9,12,-3,16,4
Walsall,10,2,8,0,13,7,6,14,5
Northampton Town,10,2,7,1,21,12,9,13,6
Stockport County,10,2,7,1,11,4,7,13,7
Salford City,10,1,8,1,16,13,3,11,8
AFC Wimbledon,10,1,5,4,13,12,1,8,9
Tranmere,10,1,5,4,12,14,-2,8,10
Swindon Town,10,1,5,4,8,12,-4,8,11
Mansfield Town,10,1,3,6,11,12,-1,6,12
Harrogate Town,10,1,3,6,12,17,-5,6,13
Grimsby,10,0,3,7,11,6,5,3,14
Doncaster Rovers,10,0,3,7,9,16,-7,3,15
Colchester,10,0,3,7,3,13,-10,3,16
Sutton United,10,0,3,7,5,17,-12,3,17
Newport County,10,0,3,7,0,12,-12,3,18
Barrow,10,0,3,7,5,21,-16,3,19
Crawley Town,10,0,2,8,9,16,-7,2,20
Crewe Alexandra,10,0,2,8,10,19,-9,2,21
Gillingham,10,0,1,9,5,11,-6,1,22
Rochdale,10,0,1,9,7,24,-17,1,23
Hartlepool,10,0,1,9,10,28,-18,1,24
Leyton Orient,11,8,3,0,16,5,11,27,1
Carlisle,11,4,7,0,11,12,-1,19,2
Walsall,11,3,8,0,13,7,6,17,3
Bradford,11,3,8,0,14,11,3,17,4
Stevenage,11,3,8,0,12,9,3,17,5
Northampton Town,11,3,7,1,24,12,12,16,6
Stockport County,11,2,8,1,12,5,7,14,7
Salford City,11,2,8,1,17,13,4,14,8
AFC Wimbledon,11,1,6,4,15,14,1,9,9
Tranmere,11,1,6,4,12,15,-3,9,10
Swindon Town,11,1,6,4,9,12,-3,9,11
Mansfield Town,11,1,4,6,12,13,-1,7,12
Harrogate Town,11,1,3,7,12,17,-5,6,13
Grimsby,11,0,4,7,14,6,8,4,14
Sutton United,11,0,4,7,7,18,-11,4,15
Newport County,11,0,4,7,2,13,-11,4,16
Barrow,11,0,4,7,5,22,-17,4,17
Doncaster Rovers,11,0,3,8,9,17,-8,3,18
Colchester,11,0,3,8,3,14,-11,3,19
Crawley Town,11,0,2,9,11,17,-6,2,20
Crewe Alexandra,11,0,2,9,12,20,-8,2,21
Gillingham,11,0,1,10,6,12,-6,1,22
Rochdale,11,0,1,10,7,24,-17,1,23
Hartlepool,11,0,1,10,12,30,-18,1,24
Leyton Orient,12,9,3,0,18,5,13,30,1
Carlisle,12,5,7,0,11,14,-3,22,2
Bradford,12,4,8,0,16,13,3,20,3
Walsall,12,3,9,0,13,9,4,18,4
Stevenage,12,3,9,0,12,9,3,18,5
Northampton Town,12,3,8,1,25,15,10,17,6
Stockport County,12,3,8,1,15,8,7,17,7
Salford City,12,2,9,1,18,15,3,15,8
AFC Wimbledon,12,1,7,4,15,15,0,10,9
Tranmere,12,1,7,4,12,16,-4,10,10
Swindon Town,12,1,7,4,10,14,-4,10,11
Mansfield Town,12,1,5,6,13,15,-2,8,12
Harrogate Town,12,1,4,7,16,18,-2,7,13
Grimsby,12,0,5,7,15,8,7,5,14
Sutton United,12,0,5,7,7,19,-12,5,15
Newport County,12,0,5,7,2,15,-13,5,16
Barrow,12,0,5,7,7,23,-16,5,17
Doncaster Rovers,12,0,3,9,10,18,-8,3,18
Colchester,12,0,3,9,3,14,-11,3,19
Crawley Town,12,0,2,10,13,18,-5,2,20
Crewe Alexandra,12,0,2,10,13,22,-9,2,21
Gillingham,12,0,1,11,6,14,-8,1,22
Hartlepool,12,0,1,11,12,31,-19,1,23
Rochdale,12,0,1,11,7,27,-20,1,24
Leyton Orient,13,10,3,0,20,5,15,33,1
Carlisle,13,6,7,0,14,14,0,25,2
Bradford,13,5,8,0,18,13,5,23,3
Stevenage,13,4,9,0,13,9,4,21,4
Walsall,13,3,10,0,16,9,7,19,5
Stockport County,13,3,9,1,16,8,8,18,6
Northampton Town,13,3,9,1,25,18,7,18,7
Salford City,13,2,10,1,19,15,4,16,8
AFC Wimbledon,13,1,8,4,15,16,-1,11,9
Swindon Town,13,1,8,4,11,14,-3,11,10
Tranmere,13,1,8,4,15,20,-5,11,11
Mansfield Town,13,1,6,6,14,18,-4,9,12
Harrogate Town,13,1,5,7,17,19,-2,8,13
Grimsby,13,0,6,7,16,10,6,6,14
Sutton United,13,0,6,7,9,19,-10,6,15
Newport County,13,0,6,7,3,16,-13,6,16
Barrow,13,0,6,7,7,23,-16,6,17
Doncaster Rovers,13,0,4,9,11,19,-8,4,18
Colchester,13,0,4,9,7,16,-9,4,19
Crawley Town,13,0,2,11,14,21,-7,2,20
Crewe Alexandra,13,0,2,11,13,23,-10,2,21
Gillingham,13,0,1,12,6,16,-10,1,22
Hartlepool,13,0,1,12,13,34,-21,1,23
Rochdale,13,0,1,12,8,29,-21,1,24
Leyton Orient,14,11,3,0,21,5,16,36,1
Carlisle,14,7,7,0,17,14,3,28,2
Bradford,14,6,8,0,18,16,2,26,3
Stevenage,14,5,9,0,16,11,5,24,4
Walsall,14,4,10,0,18,9,9,22,5
Northampton Town,14,4,9,1,25,18,7,21,6
Stockport County,14,3,10,1,18,10,8,19,7
Salford City,14,3,10,1,22,15,7,19,8
Tranmere,14,2,8,4,15,21,-6,14,9
AFC Wimbledon,14,1,9,4,15,17,-2,12,10
Swindon Town,14,1,9,4,11,15,-4,12,11
Mansfield Town,14,1,7,6,16,21,-5,10,12
Harrogate Town,14,1,6,7,19,19,0,9,13
Grimsby,14,0,7,7,17,10,7,7,14
Newport County,14,0,7,7,4,18,-14,7,15
Barrow,14,0,7,7,8,27,-19,7,16
Sutton United,14,0,6,8,9,20,-11,6,17
Colchester,14,0,5,9,8,16,-8,5,18
Doncaster Rovers,14,0,5,9,11,20,-9,5,19
Crawley Town,14,0,3,11,15,22,-7,3,20
Crewe Alexandra,14,0,3,11,15,24,-9,3,21
Gillingham,14,0,1,13,6,17,-11,1,22
Rochdale,14,0,1,13,8,30,-22,1,23
Hartlepool,14,0,1,13,13,38,-25,1,24
Leyton Orient,15,12,3,0,23,6,17,39,1
Carlisle,15,8,7,0,19,14,5,31,2
Bradford,15,7,8,0,21,16,5,29,3
Stevenage,15,6,9,0,17,11,6,27,4
Walsall,15,5,10,0,18,9,9,25,5
Northampton Town,15,5,9,1,26,20,6,24,6
Stockport County,15,4,10,1,20,10,10,22,7
Salford City,15,3,11,1,23,17,6,20,8
AFC Wimbledon,15,2,9,4,16,17,-1,15,9
Tranmere,15,2,9,4,15,21,-6,15,10
Swindon Town,15,1,10,4,12,16,-4,13,11
Mansfield Town,15,1,8,6,17,21,-4,11,12
Harrogate Town,15,1,7,7,22,20,2,10,13
Grimsby,15,0,8,7,19,11,8,8,14
Newport County,15,0,8,7,5,18,-13,8,15
Barrow,15,0,8,7,8,28,-20,8,16
Doncaster Rovers,15,0,6,9,12,20,-8,6,17
Sutton United,15,0,6,9,9,20,-11,6,18
Colchester,15,0,5,10,10,17,-7,5,19
Crawley Town,15,0,4,11,17,22,-5,4,20
Crewe Alexandra,15,0,4,11,15,27,-12,4,21
Rochdale,15,0,2,13,9,31,-22,2,22
Gillingham,15,0,1,14,7,18,-11,1,23
Hartlepool,15,0,1,14,14,39,-25,1,24
Leyton Orient,16,13,3,0,24,6,18,42,1
Carlisle,16,9,7,0,21,14,7,34,2
Bradford,16,8,8,0,21,17,4,32,3
Stevenage,16,7,9,0,18,12,6,30,4
Walsall,16,6,10,0,19,10,9,28,5
Northampton Town,16,6,9,1,26,20,6,27,6
Stockport County,16,4,11,1,20,10,10,23,7
Salford City,16,4,11,1,24,18,6,23,8
AFC Wimbledon,16,2,10,4,17,18,-1,16,9
Tranmere,16,2,10,4,16,22,-6,16,10
Swindon Town,16,1,11,4,12,18,-6,14,11
Mansfield Town,16,1,9,6,18,21,-3,12,12
Harrogate Town,16,1,8,7,23,21,2,11,13
Barrow,16,1,8,7,8,30,-22,11,14
Sutton United,16,1,6,9,10,21,-11,9,15
Grimsby,16,0,9,7,20,12,8,9,16
Newport County,16,0,9,7,5,19,-14,9,17
Doncaster Rovers,16,0,7,9,13,20,-7,7,18
Colchester,16,0,6,10,10,17,-7,6,19
Crewe Alexandra,16,0,5,11,16,27,-11,5,20
Crawley Town,16,0,4,12,19,26,-7,4,21
Gillingham,16,0,2,14,8,20,-12,2,22
Rochdale,16,0,2,14,9,33,-24,2,23
Hartlepool,16,0,2,14,15,40,-25,2,24
Leyton Orient,17,14,3,0,26,6,20,45,1
Carlisle,17,10,7,0,21,15,6,37,2
Bradford,17,9,8,0,21,17,4,35,3
Stevenage,17,8,9,0,20,14,6,33,4
Walsall,17,7,10,0,21,10,11,31,5
Northampton Town,17,7,9,1,27,20,7,30,6
Stockport County,17,5,11,1,20,11,9,26,7
Salford City,17,4,12,1,26,19,7,24,8
Tranmere,17,3,10,4,22,23,-1,19,9
AFC Wimbledon,17,2,11,4,17,19,-2,17,10
Swindon Town,17,1,12,4,13,21,-8,15,11
Harrogate Town,17,2,8,7,23,22,1,14,12
Mansfield Town,17,1,10,6,19,22,-3,13,13
Barrow,17,1,8,8,8,31,-23,11,14
Sutton United,17,1,7,9,12,22,-10,10,15
Grimsby,17,0,10,7,20,14,6,10,16
Newport County,17,0,10,7,6,21,-15,10,17
Doncaster Rovers,17,0,8,9,14,21,-7,8,18
Colchester,17,0,7,10,10,17,-7,7,19
Crewe Alexandra,17,0,5,12,17,29,-12,5,20
Crawley Town,17,0,4,13,23,26,-3,4,21
Gillingham,17,0,2,15,9,22,-13,2,22
Hartlepool,17,0,2,15,16,42,-26,2,23
Rochdale,17,0,2,15,10,36,-26,2,24
Leyton Orient,18,15,3,0,28,7,21,48,1
Carlisle,18,11,7,0,24,15,9,40,2
Stevenage,18,9,9,0,24,15,9,36,3
Bradford,18,9,9,0,22,19,3,36,4
Walsall,18,8,10,0,21,10,11,34,5
Northampton Town,18,8,9,1,27,20,7,33,6
Stockport County,18,6,11,1,23,12,11,29,7
Salford City,18,4,13,1,28,22,6,25,8
Tranmere,18,3,11,4,22,23,-1,20,9
AFC Wimbledon,18,3,11,4,18,20,-2,20,10
Swindon Town,18,2,12,4,13,21,-8,18,11
Harrogate Town,18,3,8,7,23,23,0,17,12
Mansfield Town,18,2,10,6,20,23,-3,16,13
Barrow,18,1,9,8,8,32,-24,12,14
Sutton United,18,1,8,9,12,23,-11,11,15
Grimsby,18,0,11,7,24,15,9,11,16
Newport County,18,0,11,7,6,21,-15,11,17
Doncaster Rovers,18,0,8,10,15,23,-8,8,18
Colchester,18,0,7,11,11,20,-9,7,19
Crewe Alexandra,18,0,6,12,17,29,-12,6,20
Crawley Town,18,0,5,13,24,27,-3,5,21
Rochdale,18,0,3,15,12,37,-25,3,22
Hartlepool,18,0,3,15,17,43,-26,3,23
Gillingham,18,0,2,16,10,22,-12,2,24
Leyton Orient,19,16,3,0,31,7,24,51,1
Carlisle,19,11,8,0,25,16,9,41,2
Stevenage,19,10,9,0,26,15,11,39,3
Bradford,19,10,9,0,22,21,1,39,4
Walsall,19,9,10,0,22,11,11,37,5
Northampton Town,19,9,9,1,29,22,7,36,6
Stockport County,19,7,11,1,24,13,11,32,7
Salford City,19,5,13,1,29,22,7,28,8
Tranmere,19,3,12,4,24,23,1,21,9
AFC Wimbledon,19,3,12,4,22,22,0,21,10
Harrogate Town,19,3,9,7,25,24,1,18,11
Swindon Town,19,2,12,5,14,21,-7,18,12
Mansfield Town,19,2,10,7,21,25,-4,16,13
Barrow,19,2,9,8,9,33,-24,15,14
Sutton United,19,1,9,9,13,25,-12,12,15
Grimsby,19,0,11,8,25,17,8,11,16
Newport County,19,0,11,8,7,22,-15,11,17
Doncaster Rovers,19,0,9,10,15,25,-10,9,18
Crewe Alexandra,19,0,7,12,19,30,-11,7,19
Colchester,19,0,7,12,11,22,-11,7,20
Crawley Town,19,0,5,14,25,29,-4,5,21
Rochdale,19,0,4,15,12,37,-25,4,22
Hartlepool,19,0,3,16,17,44,-27,3,23
Gillingham,19,0,2,17,11,22,-11,2,24
Leyton Orient,20,17,3,0,32,7,25,54,1
Carlisle,20,12,8,0,27,17,10,44,2
Stevenage,20,11,9,0,26,16,10,42,3
Bradford,20,11,9,0,22,23,-1,42,4
Northampton Town,20,10,9,1,33,23,10,39,5
Walsall,20,9,11,0,22,12,10,38,6
Stockport County,20,8,11,1,29,14,15,35,7
Salford City,20,6,13,1,30,23,7,31,8
Tranmere,20,4,12,4,24,26,-2,24,9
AFC Wimbledon,20,3,13,4,22,22,0,22,10
Harrogate Town,20,4,9,7,25,26,-1,21,11
Swindon Town,20,2,13,5,14,21,-7,19,12
Mansfield Town,20,2,11,7,22,25,-3,17,13
Barrow,20,2,10,8,9,35,-26,16,14
Sutton United,20,1,10,9,14,26,-12,13,15
Grimsby,20,0,12,8,25,19,6,12,16
Newport County,20,0,12,8,8,24,-16,12,17
Colchester,20,1,7,12,13,22,-9,10,18
Doncaster Rovers,20,0,10,10,17,25,-8,10,19
Crewe Alexandra,20,0,7,13,19,31,-12,7,20
Crawley Town,20,0,5,15,26,31,-5,5,21
Rochdale,20,0,5,15,14,38,-24,5,22
Hartlepool,20,0,3,17,18,45,-27,3,23
Gillingham,20,0,2,18,11,22,-11,2,24
Leyton Orient,21,18,3,0,33,7,26,57,1
Carlisle,21,13,8,0,29,19,10,47,2
Stevenage,21,12,9,0,26,17,9,45,3
Bradford,21,11,10,0,24,23,1,43,4
Northampton Town,21,11,9,1,37,24,13,42,5
Walsall,21,10,11,0,22,13,9,41,6
Stockport County,21,9,11,1,31,15,16,38,7
Salford City,21,7,13,1,31,23,8,34,8
Tranmere,21,4,13,4,26,28,-2,25,9
AFC Wimbledon,21,3,14,4,22,22,0,23,10
Swindon Town,21,3,13,5,14,23,-9,22,11
Harrogate Town,21,4,9,8,25,29,-4,21,12
Mansfield Town,21,3,11,7,26,27,-1,20,13
Barrow,21,2,11,8,9,36,-27,17,14
Sutton United,21,1,11,9,15,26,-11,14,15
Grimsby,21,0,13,8,26,21,5,13,16
Newport County,21,0,13,8,11,27,-16,13,17
Colchester,21,1,8,12,14,24,-10,11,18
Doncaster Rovers,21,0,10,11,17,26,-9,10,19
Crawley Town,21,1,5,15,29,31,-2,8,20
Crewe Alexandra,21,0,7,14,21,34,-13,7,21
Rochdale,21,0,6,15,14,42,-28,6,22
Gillingham,21,0,3,18,12,23,-11,3,23
Hartlepool,21,0,3,18,18,46,-28,3,24
Leyton Orient,22,18,4,0,33,7,26,58,1
Carlisle,22,14,8,0,29,20,9,50,2
Stevenage,22,13,9,0,26,19,7,48,3
Bradford,22,12,10,0,24,23,1,46,4
Northampton Town,22,12,9,1,38,24,14,45,5
Walsall,22,11,11,0,24,13,11,44,6
Stockport County,22,10,11,1,33,15,18,41,7
Salford City,22,8,13,1,33,25,8,37,8
Tranmere,22,4,14,4,27,28,-1,26,9
AFC Wimbledon,22,3,15,4,24,23,1,24,10
Swindon Town,22,3,14,5,17,24,-7,23,11
Harrogate Town,22,4,10,8,25,31,-6,22,12
Mansfield Town,22,3,12,7,28,29,-1,21,13
Barrow,22,2,12,8,10,38,-28,18,14
Sutton United,22,1,12,9,17,26,-9,15,15
Grimsby,22,0,14,8,26,21,5,14,16
Newport County,22,0,13,9,12,28,-16,13,17
Colchester,22,1,8,13,14,25,-11,11,18
Doncaster Rovers,22,0,10,12,18,26,-8,10,19
Crawley Town,22,1,5,16,31,32,-1,8,20
Crewe Alexandra,22,0,8,14,24,35,-11,8,21
Rochdale,22,0,7,15,14,44,-30,7,22
Gillingham,22,0,3,19,12,24,-12,3,23
Hartlepool,22,0,3,19,19,49,-30,3,24
Leyton Orient,23,19,4,0,33,7,26,61,1
Carlisle,23,15,8,0,34,20,14,53,2
Stevenage,23,13,10,0,28,20,8,49,3
Walsall,23,12,11,0,26,14,12,47,4
Bradford,23,12,11,0,24,27,-3,47,5
Northampton Town,23,12,10,1,40,24,16,46,6
Stockport County,23,11,11,1,34,15,19,44,7
Salford City,23,9,13,1,36,26,10,40,8
Tranmere,23,5,14,4,28,28,0,29,9
Harrogate Town,23,5,10,8,28,33,-5,25,10
AFC Wimbledon,23,3,16,4,25,25,0,25,11
Swindon Town,23,3,15,5,17,24,-7,24,12
Mansfield Town,23,3,13,7,30,31,-1,22,13
Barrow,23,2,13,8,11,38,-27,19,14
Grimsby,23,1,14,8,29,21,8,17,15
Sutton United,23,1,13,9,21,26,-5,16,16
Newport County,23,0,14,9,13,31,-18,14,17
Doncaster Rovers,23,1,10,12,19,27,-8,13,18
Colchester,23,1,9,13,17,26,-9,12,19
Crawley Town,23,1,5,17,33,35,-2,8,20
Crewe Alexandra,23,0,8,15,24,35,-11,8,21
Rochdale,23,0,8,15,15,44,-29,8,22
Gillingham,23,0,3,20,12,24,-12,3,23
Hartlepool,23,0,3,20,21,50,-29,3,24
