Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Central Coast Mariners,21,10,9,2,56,29,27,39,2
Western Sydney Wanderers,21,9,11,1,25,20,5,38,3
Wellington Phoenix,21,8,8,5,35,33,2,32,4
Adelaide United,21,8,8,5,27,28,-1,32,5
Sydney FC,21,6,9,6,37,49,-12,27,6
Perth Glory,21,3,11,7,22,38,-16,20,7
Melbourne Victory,21,2,12,7,32,33,-1,18,8
Newcastle United Jets,21,1,13,7,21,25,-4,16,9
Macarthur FC,21,1,12,8,24,37,-13,15,10
Brisbane Roar,21,0,14,7,16,28,-12,14,11
Western United,21,0,10,11,29,29,0,10,12
Melbourne City FC,22,21,1,0,50,21,29,64,1
Central Coast Mariners,22,10,10,2,58,31,27,40,2
Western Sydney Wanderers,22,9,12,1,25,20,5,39,3
Wellington Phoenix,22,8,9,5,37,33,4,33,4
Adelaide United,22,8,9,5,28,28,0,33,5
Sydney FC,22,6,10,6,39,50,-11,28,6
Perth Glory,22,3,12,7,22,39,-17,21,7
Melbourne Victory,22,2,13,7,33,35,-2,19,8
Newcastle United Jets,22,1,13,8,21,27,-6,16,9
Macarthur FC,22,1,12,9,25,40,-15,15,10
Brisbane Roar,22,0,15,7,17,29,-12,15,11
Western United,22,0,10,12,29,31,-2,10,12
