Team,Matches,Won,Drawn,Lost,GF,GA,GD,Points,Rank
Porto,10,8,2,0,22,6,16,26,2
Sporting Lisbon,10,7,0,3,7,10,-3,21,3
Sporting Braga,10,6,2,2,16,12,4,20,4
Rio Ave,10,3,3,4,14,14,0,12,5
Estoril,10,1,5,4,10,20,-10,8,6
Vizela,10,0,7,3,13,15,-2,7,7
Guimaraes,10,0,7,3,7,15,-8,7,8
Casa Pia AC,10,0,7,3,7,17,-10,7,9
Arouca,10,0,7,3,10,25,-15,7,10
Chaves,10,0,6,4,7,10,-3,6,11
Famalicao,10,0,6,4,7,13,-6,6,12
Boavista,10,0,5,5,9,21,-12,5,13
Portimonense,10,0,4,6,3,21,-18,4,14
Gil Vicente,10,0,4,6,8,29,-21,4,15
Santa Clara,10,0,3,7,10,17,-7,3,16
Maritimo,10,0,0,10,0,20,-20,0,17
Pacos Ferreira,10,0,0,10,5,26,-21,0,18
Benfica,11,10,1,0,26,7,19,31,1
Porto,11,9,2,0,24,7,17,29,2
Sporting Lisbon,11,8,0,3,9,11,-2,24,3
Sporting Braga,11,7,2,2,18,12,6,23,4
Rio Ave,11,3,4,4,17,14,3,13,5
Estoril,11,1,6,4,10,21,-11,9,6
Vizela,11,0,8,3,13,15,-2,8,7
Guimaraes,11,0,8,3,8,16,-8,8,8
Famalicao,11,0,7,4,8,15,-7,7,9
Casa Pia AC,11,0,7,4,7,17,-10,7,10
Arouca,11,0,7,4,11,25,-14,7,11
Chaves,11,0,6,5,7,12,-5,6,12
Boavista,11,0,5,6,11,24,-13,5,13
Portimonense,11,0,5,6,4,21,-17,5,14
Gil Vicente,11,0,5,6,12,31,-19,5,15
Santa Clara,11,0,4,7,10,18,-8,4,16
Maritimo,11,0,0,11,2,24,-22,0,17
Pacos Ferreira,11,0,0,11,6,29,-23,0,18
Benfica,12,11,1,0,30,8,22,34,1
Porto,12,10,2,0,26,7,19,32,2
Sporting Braga,12,8,2,2,18,13,5,26,3
Sporting Lisbon,12,8,1,3,10,11,-1,25,4
Rio Ave,12,3,4,5,18,16,2,13,5
Estoril,12,1,7,4,12,22,-10,10,6
Chaves,12,1,6,5,7,12,-5,9,7
Vizela,12,0,8,4,16,16,0,8,8
Famalicao,12,0,8,4,8,15,-7,8,9
Guimaraes,12,0,8,4,8,18,-10,8,10
Casa Pia AC,12,0,8,4,7,18,-11,8,11
Arouca,12,0,7,5,11,25,-14,7,12
Santa Clara,12,0,5,7,11,18,-7,5,13
Boavista,12,0,5,7,13,29,-16,5,14
Gil Vicente,12,0,5,7,13,33,-20,5,15
Portimonense,12,0,5,7,4,27,-23,5,16
Pacos Ferreira,12,0,0,12,6,33,-27,0,17
Maritimo,12,0,0,12,2,31,-29,0,18
Benfica,13,12,1,0,34,8,26,37,1
Porto,13,11,2,0,28,8,20,35,2
Sporting Braga,13,9,2,2,22,13,9,29,3
Sporting Lisbon,13,9,1,3,12,13,-1,28,4
Rio Ave,13,4,4,5,20,17,3,16,5
Casa Pia AC,13,1,8,4,7,19,-12,11,6
Estoril,13,1,7,5,13,23,-10,10,7
Chaves,13,1,6,6,8,13,-5,9,8
Vizela,13,0,9,4,16,17,-1,9,9
Guimaraes,13,0,9,4,8,19,-11,9,10
Gil Vicente,13,1,5,7,13,33,-20,8,11
Famalicao,13,0,8,5,8,19,-11,8,12
Arouca,13,0,8,5,12,26,-14,8,13
Santa Clara,13,0,6,7,13,20,-7,6,14
Portimonense,13,0,6,7,6,29,-23,6,15
Boavista,13,0,5,8,13,29,-16,5,16
Pacos Ferreira,13,0,0,13,6,36,-30,0,17
Maritimo,13,0,0,13,5,35,-30,0,18
Benfica,14,13,1,0,37,9,28,40,1
Porto,14,12,2,0,29,9,20,38,2
Sporting Braga,14,10,2,2,24,13,11,32,3
Sporting Lisbon,14,10,1,3,17,13,4,31,4
Rio Ave,14,4,5,5,20,19,1,17,5
Chaves,14,2,6,6,9,15,-6,12,6
Estoril,14,1,8,5,17,25,-8,11,7
Famalicao,14,1,8,5,9,19,-10,11,8
Casa Pia AC,14,1,8,5,8,20,-12,11,9
Vizela,14,0,9,5,16,20,-4,9,10
Guimaraes,14,0,9,5,8,19,-11,9,11
Gil Vicente,14,1,5,8,14,36,-22,8,12
Arouca,14,0,8,6,12,30,-18,8,13
Santa Clara,14,0,7,7,13,21,-8,7,14
Portimonense,14,0,7,7,8,30,-22,7,15
Boavista,14,0,6,8,16,30,-14,6,16
Pacos Ferreira,14,0,0,14,7,36,-29,0,17
Maritimo,14,0,0,14,5,39,-34,0,18
Benfica,15,14,1,0,43,9,34,43,1
Porto,15,13,2,0,34,10,24,41,2
Sporting Braga,15,11,2,2,27,15,12,35,3
Sporting Lisbon,15,10,2,3,18,14,4,32,4
Rio Ave,15,4,6,5,20,20,0,18,5
Chaves,15,3,6,6,12,15,-3,15,6
Casa Pia AC,15,2,8,5,8,20,-12,14,7
Vizela,15,1,9,5,18,20,-2,12,8
Estoril,15,1,9,5,18,27,-9,12,9
Famalicao,15,1,8,6,10,21,-11,11,10
Gil Vicente,15,1,6,8,16,36,-20,9,11
Guimaraes,15,0,9,6,8,19,-11,9,12
Arouca,15,0,9,6,14,32,-18,9,13
Portimonense,15,0,8,7,9,33,-24,8,14
Santa Clara,15,0,7,8,13,21,-8,7,15
Boavista,15,0,7,8,16,31,-15,7,16
Pacos Ferreira,15,0,0,15,7,37,-30,0,17
Maritimo,15,0,0,15,5,40,-35,0,18
Benfica,16,15,1,0,49,9,40,46,1
Porto,16,14,2,0,36,10,26,44,2
Sporting Braga,16,12,2,2,27,15,12,38,3
Sporting Lisbon,16,11,2,3,20,14,6,35,4
Rio Ave,16,5,6,5,21,20,1,21,5
Chaves,16,3,7,6,13,15,-2,16,6
Vizela,16,2,9,5,19,21,-2,15,7
Casa Pia AC,16,2,8,6,9,22,-13,14,8
Estoril,16,1,10,5,20,27,-7,13,9
Famalicao,16,1,9,6,10,22,-12,12,10
Gil Vicente,16,1,7,8,17,36,-19,10,11
Guimaraes,16,0,10,6,8,20,-12,10,12
Arouca,16,0,10,6,16,32,-16,10,13
Portimonense,16,0,9,7,10,33,-23,9,14
Santa Clara,16,0,8,8,13,21,-8,8,15
Boavista,16,0,7,9,17,36,-19,7,16
Pacos Ferreira,16,0,1,15,7,37,-30,1,17
Maritimo,16,0,0,16,5,41,-36,0,18
Benfica,17,16,1,0,57,10,47,49,1
Porto,17,15,2,0,37,10,27,47,2
Sporting Braga,17,13,2,2,29,16,13,41,3
Sporting Lisbon,17,12,2,3,24,15,9,38,4
Rio Ave,17,5,7,5,24,23,1,22,5
Chaves,17,3,8,6,13,15,-2,17,6
Casa Pia AC,17,3,8,6,9,24,-15,17,7
Estoril,17,2,10,5,20,27,-7,16,8
Vizela,17,2,9,6,20,22,-2,15,9
Famalicao,17,1,10,6,11,22,-11,13,10
Gil Vicente,17,1,8,8,17,36,-19,11,11
Guimaraes,17,0,11,6,10,20,-10,11,12
Boavista,17,1,7,9,18,36,-18,10,13
Arouca,17,0,10,7,19,38,-19,10,14
Santa Clara,17,0,9,8,13,24,-11,9,15
Portimonense,17,0,9,8,10,34,-24,9,16
Pacos Ferreira,17,0,1,16,8,40,-32,1,17
Maritimo,17,0,1,16,6,43,-37,1,18
Benfica,18,17,1,0,60,11,49,52,1
Porto,18,16,2,0,39,10,29,50,2
Sporting Braga,18,14,2,2,34,17,17,44,3
Sporting Lisbon,18,13,2,3,30,15,15,41,4
Rio Ave,18,6,7,5,24,24,0,25,5
Vizela,18,3,9,6,21,22,-1,18,6
Casa Pia AC,18,3,9,6,9,25,-16,18,7
Chaves,18,3,8,7,13,15,-2,17,8
Estoril,18,2,11,5,21,27,-6,17,9
Famalicao,18,1,11,6,12,22,-10,14,10
Gil Vicente,18,1,9,8,18,36,-18,12,11
Arouca,18,0,11,7,22,39,-17,11,12
Guimaraes,18,0,11,7,10,27,-17,11,13
Boavista,18,1,7,10,21,40,-19,10,14
Santa Clara,18,0,10,8,13,27,-14,10,15
Portimonense,18,0,10,8,12,35,-23,10,16
Maritimo,18,0,2,16,6,43,-37,2,17
Pacos Ferreira,18,0,1,17,9,45,-36,1,18
Benfica,19,18,1,0,65,15,50,55,1
Porto,19,17,2,0,40,11,29,53,2
Sporting Braga,19,15,2,2,37,17,20,47,3
Sporting Lisbon,19,14,2,3,32,16,16,44,4
Rio Ave,19,6,8,5,26,27,-1,26,5
Casa Pia AC,19,4,9,6,10,25,-15,21,6
Chaves,19,4,8,7,14,15,-1,20,7
Estoril,19,3,11,5,27,28,-1,20,8
Vizela,19,3,10,6,23,23,0,19,9
Famalicao,19,1,12,6,15,24,-9,15,10
Guimaraes,19,1,11,7,11,27,-16,14,11
Arouca,19,1,11,7,22,40,-18,14,12
Boavista,19,2,7,10,23,40,-17,13,13
Santa Clara,19,1,10,8,14,27,-13,13,14
Gil Vicente,19,1,9,9,18,36,-18,12,15
Portimonense,19,0,11,8,13,38,-25,11,16
Pacos Ferreira,19,0,2,17,9,47,-38,2,17
Maritimo,19,0,2,17,6,48,-42,2,18
Benfica,20,18,2,0,65,15,50,56,1
Porto,20,18,2,0,44,11,33,56,2
Sporting Braga,20,16,2,2,42,17,25,50,3
Sporting Lisbon,20,15,2,3,35,16,19,47,4
Rio Ave,20,6,8,6,26,31,-5,26,5
Casa Pia AC,20,5,9,6,12,25,-13,24,6
Vizela,20,4,10,6,26,23,3,22,7
Chaves,20,4,9,7,14,15,-1,21,8
Estoril,20,3,11,6,29,30,-1,20,9
Famalicao,20,1,12,7,17,25,-8,15,10
Boavista,20,2,8,10,23,41,-18,14,11
Santa Clara,20,1,11,8,15,28,-13,14,12
Guimaraes,20,1,11,8,11,28,-17,14,13
Arouca,20,1,11,8,24,43,-19,14,14
Gil Vicente,20,1,10,9,19,37,-18,13,15
Portimonense,20,0,12,8,13,39,-26,12,16
Pacos Ferreira,20,0,3,17,10,48,-38,3,17
Maritimo,20,0,3,17,9,49,-40,3,18
Benfica,21,19,2,0,69,15,54,59,1
Porto,21,19,2,0,46,12,34,59,2
Sporting Braga,21,17,2,2,51,18,33,53,3
Sporting Lisbon,21,16,2,3,40,16,24,50,4
Rio Ave,21,6,9,6,27,32,-5,27,5
Vizela,21,5,10,6,26,23,3,25,6
Casa Pia AC,21,5,9,7,13,27,-14,24,7
Chaves,21,4,10,7,16,15,1,22,8
Estoril,21,3,12,6,29,31,-2,21,9
Boavista,21,3,8,10,29,42,-13,17,10
Santa Clara,21,2,11,8,17,29,-12,17,11
Guimaraes,21,2,11,8,13,31,-18,17,12
Arouca,21,2,11,8,25,45,-20,17,13
Famalicao,21,1,13,7,17,26,-9,16,14
Portimonense,21,1,12,8,13,39,-26,15,15
Gil Vicente,21,1,11,9,20,38,-18,14,16
Pacos Ferreira,21,0,3,18,11,51,-40,3,17
Maritimo,21,0,3,18,10,52,-42,3,18
Benfica,22,19,3,0,71,17,54,60,1
Porto,22,19,3,0,47,13,34,60,2
Sporting Braga,22,18,2,2,54,18,36,56,3
Sporting Lisbon,22,17,2,3,41,16,25,53,4
Vizela,22,6,10,6,27,23,4,28,5
Rio Ave,22,6,9,7,27,32,-5,27,6
Casa Pia AC,22,6,9,7,16,29,-13,27,7
Chaves,22,5,10,7,16,15,1,25,8
Estoril,22,3,12,7,29,33,-4,21,9
Boavista,22,3,9,10,30,45,-15,18,10
Guimaraes,22,2,12,8,14,31,-17,18,11
Santa Clara,22,2,11,9,20,30,-10,17,12
Arouca,22,2,11,9,26,46,-20,17,13
Famalicao,22,1,14,7,18,27,-9,17,14
Portimonense,22,1,13,8,13,43,-30,16,15
Gil Vicente,22,1,12,9,21,38,-17,15,16
Pacos Ferreira,22,0,4,18,14,52,-38,4,17
Maritimo,22,0,4,18,12,54,-42,4,18
Benfica,23,20,3,0,74,17,57,63,1
Porto,23,20,3,0,50,14,36,63,2
Sporting Braga,23,19,2,2,60,18,42,59,3
Sporting Lisbon,23,18,2,3,46,18,28,56,4
Vizela,23,7,10,6,27,25,2,31,5
Rio Ave,23,6,10,7,28,34,-6,28,6
Casa Pia AC,23,6,10,7,16,29,-13,28,7
Chaves,23,5,11,7,18,15,3,26,8
Estoril,23,3,13,7,31,33,-2,22,9
Guimaraes,23,3,12,8,16,31,-15,21,10
Arouca,23,3,11,9,27,46,-19,20,11
Boavista,23,3,10,10,32,45,-13,19,12
Portimonense,23,2,13,8,13,44,-31,19,13
Santa Clara,23,2,12,9,20,31,-11,18,14
Gil Vicente,23,2,12,9,24,38,-14,18,15
Famalicao,23,1,15,7,21,28,-7,18,16
Maritimo,23,0,5,18,12,54,-42,5,17
Pacos Ferreira,23,0,4,19,15,56,-41,4,18
Benfica,24,21,3,0,76,17,59,66,1
Porto,24,21,3,0,52,14,38,66,2
Sporting Braga,24,20,2,2,61,19,42,62,3
Sporting Lisbon,24,19,2,3,47,21,26,59,4
Vizela,24,8,10,6,28,25,3,34,5
Chaves,24,6,11,7,19,15,4,29,6
Rio Ave,24,6,11,7,28,34,-6,29,7
Casa Pia AC,24,6,11,7,17,30,-13,29,8
Guimaraes,24,4,12,8,17,31,-14,24,9
Estoril,24,3,14,7,33,33,0,23,10
Arouca,24,3,12,9,29,46,-17,21,11
Famalicao,24,2,15,7,23,28,-5,21,12
Boavista,24,3,10,11,32,50,-18,19,13
Gil Vicente,24,2,13,9,26,38,-12,19,14
Portimonense,24,2,13,9,15,45,-30,19,15
Santa Clara,24,2,12,10,20,31,-11,18,16
Maritimo,24,0,6,18,14,57,-43,6,17
Pacos Ferreira,24,0,5,19,16,56,-40,5,18
Benfica,25,22,3,0,81,18,63,69,1
Porto,25,22,3,0,54,15,39,69,2
Sporting Braga,25,21,2,2,64,20,44,65,3
Sporting Lisbon,25,20,2,3,49,21,28,62,4
Vizela,25,8,11,6,29,26,3,35,5
Casa Pia AC,25,7,11,7,21,32,-11,32,6
Chaves,25,6,12,7,19,16,3,30,7
Rio Ave,25,6,12,7,32,36,-4,30,8
Guimaraes,25,4,13,8,18,32,-14,25,9
Arouca,25,4,12,9,34,46,-12,24,10
Estoril,25,3,15,7,35,37,-2,24,11
Gil Vicente,25,3,13,9,27,38,-11,22,12
Famalicao,25,2,16,7,23,28,-5,22,13
Boavista,25,3,11,11,33,50,-17,20,14
Portimonense,25,2,14,9,15,47,-32,20,15
Santa Clara,25,2,12,11,20,31,-11,18,16
Maritimo,25,0,7,18,14,58,-44,7,17
Pacos Ferreira,25,0,6,19,18,56,-38,6,18
Benfica,26,23,3,0,84,19,65,72,1
Porto,26,23,3,0,58,15,43,72,2
Sporting Braga,26,22,2,2,66,21,45,68,3
Sporting Lisbon,26,21,2,3,56,21,35,65,4
Vizela,26,9,11,6,31,26,5,38,5
Casa Pia AC,26,8,11,7,21,33,-12,35,6
Chaves,26,6,13,7,19,17,2,31,7
Rio Ave,26,6,13,7,34,37,-3,31,8
Arouca,26,5,12,9,37,46,-9,27,9
Guimaraes,26,4,13,9,19,35,-16,25,10
Estoril,26,3,16,7,35,37,-2,25,11
Famalicao,26,3,16,7,24,28,-4,25,12
Gil Vicente,26,3,14,9,27,39,-12,23,13
Boavista,26,3,12,11,34,50,-16,21,14
Portimonense,26,2,15,9,16,47,-31,21,15
Santa Clara,26,2,12,12,20,32,-12,18,16
Maritimo,26,0,8,18,15,60,-45,8,17
Pacos Ferreira,26,0,7,19,18,57,-39,7,18
Benfica,27,24,3,0,84,19,65,75,1
Porto,27,24,3,0,59,16,43,75,2
Sporting Braga,27,23,2,2,68,22,46,71,3
Sporting Lisbon,27,22,2,3,56,21,35,68,4
Vizela,27,10,11,6,31,26,5,41,5
Casa Pia AC,27,9,11,7,24,34,-10,38,6
Chaves,27,6,14,7,20,17,3,32,7
Rio Ave,27,6,14,7,35,37,-2,32,8
Arouca,27,5,13,9,39,47,-8,28,9
Guimaraes,27,5,13,9,21,36,-15,28,10
Estoril,27,3,16,8,36,37,-1,25,11
Famalicao,27,3,16,8,24,30,-6,25,12
Boavista,27,4,12,11,38,53,-15,24,13
Gil Vicente,27,3,14,10,27,40,-13,23,14
Portimonense,27,2,15,10,18,47,-29,21,15
Santa Clara,27,2,12,13,20,32,-12,18,16
Pacos Ferreira,27,0,8,19,18,59,-41,8,17
Maritimo,27,0,8,19,15,62,-47,8,18
Benfica,28,24,4,0,84,20,64,76,1
Porto,28,24,4,0,60,17,43,76,2
Sporting Braga,28,23,2,3,69,26,43,71,3
Sporting Lisbon,28,23,2,3,60,21,39,71,4
Vizela,28,11,11,6,35,26,9,44,5
Casa Pia AC,28,9,11,8,24,35,-11,38,6
Chaves,28,6,14,8,21,19,2,32,7
Rio Ave,28,6,14,8,37,39,-2,32,8
Guimaraes,28,5,14,9,22,38,-16,29,9
Arouca,28,5,13,10,40,48,-8,28,10
Boavista,28,4,13,11,39,54,-15,25,11
Estoril,28,3,16,9,36,42,-6,25,12
Famalicao,28,3,16,9,24,35,-11,25,13
Gil Vicente,28,3,14,11,27,43,-16,23,14
Portimonense,28,2,15,11,18,53,-35,21,15
Santa Clara,28,2,12,14,20,34,-14,18,16
Maritimo,28,0,9,19,15,64,-49,9,17
Pacos Ferreira,28,0,8,20,19,60,-41,8,18
Benfica,29,25,4,0,84,20,64,79,1
Porto,29,25,4,0,65,18,47,79,2
Sporting Braga,29,24,2,3,73,29,44,74,3
Sporting Lisbon,29,24,2,3,65,21,44,74,4
Vizela,29,12,11,6,39,26,13,47,5
Casa Pia AC,29,9,12,8,24,37,-13,39,6
Chaves,29,6,15,8,22,19,3,33,7
Rio Ave,29,6,15,8,38,42,-4,33,8
Guimaraes,29,6,14,9,23,38,-15,32,9
Arouca,29,6,13,10,41,50,-9,31,10
Boavista,29,5,13,11,42,54,-12,28,11
Estoril,29,3,17,9,37,42,-5,26,12
Famalicao,29,3,17,9,27,36,-9,26,13
Gil Vicente,29,3,14,12,28,49,-21,23,14
Portimonense,29,2,15,12,18,55,-37,21,15
Santa Clara,29,2,12,15,20,35,-15,18,16
Maritimo,29,0,9,20,15,66,-51,9,17
Pacos Ferreira,29,0,8,21,20,61,-41,8,18
Benfica,30,26,4,0,87,20,67,82,1
Porto,30,26,4,0,66,19,47,82,2
Sporting Lisbon,30,24,3,3,66,22,44,75,3
Sporting Braga,30,24,3,3,74,31,43,75,4
Vizela,30,13,11,6,39,27,12,50,5
Casa Pia AC,30,9,12,9,24,38,-14,39,6
Chaves,30,6,15,9,22,19,3,33,7
Rio Ave,30,6,15,9,38,44,-6,33,8
Guimaraes,30,6,15,9,25,40,-15,33,9
Arouca,30,6,14,10,41,50,-9,32,10
Boavista,30,5,13,12,42,56,-14,28,11
Estoril,30,3,17,10,38,43,-5,26,12
Famalicao,30,3,17,10,29,36,-7,26,13
Gil Vicente,30,3,14,13,28,50,-22,23,14
Portimonense,30,2,15,13,18,58,-40,21,15
Santa Clara,30,2,12,16,20,36,-16,18,16
Maritimo,30,0,10,20,15,68,-53,10,17
Pacos Ferreira,30,0,9,21,20,63,-43,9,18
Benfica,31,27,4,0,87,20,67,85,1
Porto,31,27,4,0,73,19,54,85,2
Sporting Lisbon,31,25,3,3,69,23,46,78,3
Sporting Braga,31,25,3,3,75,31,44,78,4
Vizela,31,13,12,6,41,28,13,51,5
Casa Pia AC,31,9,13,9,25,39,-14,40,6
Guimaraes,31,7,15,9,26,40,-14,36,7
Chaves,31,6,16,9,22,20,2,34,8
Rio Ave,31,6,16,9,39,44,-5,34,9
Arouca,31,6,15,10,44,51,-7,33,10
Boavista,31,5,13,13,43,58,-15,28,11
